Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
LRRC20	LRRC20	352.552570445312	-0.290121290038796	0.116065883751499	-2.4996259078159	0.0124324511860822	0.325400563377052	ENSG00000172731	protein_coding	chr10	70298970	70382650	chr10:70298970	LRRC20	protein_coding	chr10	70298970	70382650	chr10:70298970	ENSG00000172731
LRRC23	LRRC23	237.258559347675	-0.0109745144195403	0.11417008205656	-0.0961242579654406	0.923421885442694	0.989693469570649	ENSG00000010626	protein_coding	chr12	6873569	6914243	chr12:6873569	LRRC23	protein_coding	chr12	6873569	6914241	chr12:6873569	ENSG00000010626
LRRC27	LRRC27	504.043610387138	0.0682105682411905	0.110957551436819	0.614744714153416	0.538723325395551	0.910806676540753	ENSG00000148814	protein_coding	chr10	132332154	132379918	chr10:132332154	LRRC27	protein_coding	chr10	132332154	132381508	chr10:132332154	ENSG00000148814
LRRC28	LRRC28	657.236299519965	-0.0280997879868101	0.0503056561426015	-0.558581084941137	0.576447652000667	0.920805514189673	ENSG00000168904	protein_coding	chr15	99251362	99390729	chr15:99251362	LRRC28	protein_coding	chr15	99251362	99390729	chr15:99251362	ENSG00000168904
LRRC32	LRRC32	2226.74237553399	-0.168015322569439	0.239230119183856	-0.702316761545875	0.48248164248492	0.891579097239201	ENSG00000137507	protein_coding	chr11	76657524	76670747	chr11:76657524	LRRC32	protein_coding	chr11	76657524	76670747	chr11:76657524	ENSG00000137507
LRRC34	LRRC34	110.343067319546	0.0961464081848774	0.104154333378869	0.923114814965383	0.355947374883294	0.848944158952925	ENSG00000171757	protein_coding	chr3	169793428	169812986	chr3:169793428	LRRC34	protein_coding	chr3	169793003	169812986	chr3:169793003	ENSG00000171757
LRRC37A	LRRC37A	187.567800916005	-0.133994936879922	0.114336443241333	-1.17193550088921	0.241222952601692	0.778492475486777	ENSG00000176681	protein_coding	chr17	46292733	46337794	chr17:46292733	LRRC37A	protein_coding	chr17	46292733	46337794	chr17:46292733	ENSG00000176681
LRRC37A2	LRRC37A2	385.626500089141	-0.214138943103145	0.131605530913236	-1.62712723103045	0.103710078658268	0.642894270066529	ENSG00000238083	protein_coding	chr17	46511511	46555650	chr17:46511511	LRRC37A2	protein_coding	chr17	46512468	46555646	chr17:46512468	ENSG00000238083
LRRC37A3	LRRC37A3	267.604413211362	0.182879156868066	0.137053377428004	1.33436446660451	0.182084439423994	0.736746974619335	ENSG00000176809	protein_coding	chr17	64854312	64919480	chr17:64854312	LRRC37A3	protein_coding	chr17	64854130	64919480	chr17:64854130	ENSG00000176809
LRRC37B	LRRC37B	246.330988722897	0.125226266433426	0.0613686136169794	2.04055883052862	0.0412946978306533	0.49690565714198	ENSG00000185158	protein_coding	chr17	32007872	32053504	chr17:32007872	LRRC37B	protein_coding	chr17	32007383	32053504	chr17:32007383	ENSG00000185158
LRRC4	LRRC4	243.635770063059	-0.624970649251009	0.380632926766671	-1.64192481864323	0.100605585697612	0.635702094680945	ENSG00000128594	protein_coding	chr7	128027071	128032107	chr7:128027071	LRRC4	protein_coding	chr7	128027071	128032107	chr7:128027071	ENSG00000128594
LRRC40	LRRC40	2355.9435272354	-0.0336483448334809	0.0772384516576597	-0.435642404933476	0.663096199243965	0.944882106698453	ENSG00000066557	protein_coding	chr1	70144805	70205620	chr1:70144805	LRRC40	protein_coding	chr1	70144805	70205579	chr1:70144805	ENSG00000066557
LRRC41	LRRC41	6160.94565722417	0.0931031137326703	0.038996176901168	2.38749336809685	0.0169637088184582	0.366912580894438	ENSG00000132128	protein_coding	chr1	46261196	46303608	chr1:46261196	LRRC41	protein_coding	chr1	46261196	46303616	chr1:46261196	ENSG00000132128
LRRC42	LRRC42	2601.79899918967	-0.0342563499489934	0.0339636753110778	-1.00861728406113	0.313158214867146	0.826587026782699	ENSG00000116212	protein_coding	chr1	53946077	53968168	chr1:53946077	LRRC42	protein_coding	chr1	53946085	53968168	chr1:53946085	ENSG00000116212
LRRC45	LRRC45	511.239718780026	0.110412159486156	0.128006379442407	0.862552006916445	0.3883838272789	0.863049135568756	ENSG00000169683	protein_coding	chr17	82023302	82031151	chr17:82023302	LRRC45	protein_coding	chr17	82023305	82031151	chr17:82023305	ENSG00000169683
LRRC47	LRRC47	2490.25293111601	-0.0277733797741798	0.0453753381647075	-0.612080943030452	0.540484205331985	0.910970133773921	ENSG00000130764	protein_coding	chr1	3778558	3796504	chr1:3778558	LRRC47	protein_coding	chr1	3778559	3796498	chr1:3778559	ENSG00000130764
LRRC49	LRRC49	714.788335774116	-0.0362639056914391	0.0881334881041299	-0.411465680883902	0.680731101172748	0.95018714997651	ENSG00000137821	protein_coding	chr15	70853239	71053657	chr15:70853239	LRRC49	protein_coding	chr15	70853239	71053658	chr15:70853239	ENSG00000137821
LRRC57	LRRC57	1132.47775193459	-0.0125210878501594	0.0551633291263885	-0.22698209206104	0.820437667231526	0.974930885691022	ENSG00000180979	protein_coding	chr15	42537820	42548802	chr15:42537820	LRRC57	protein_coding	chr15	42537820	42548802	chr15:42537820	ENSG00000180979
LRRC58	LRRC58	5919.02455272358	0.0970226373540127	0.0642594854190549	1.50985705411893	0.131079903029073	0.678020992532698	ENSG00000163428	protein_coding	chr3	120324509	120349339	chr3:120324509	LRRC58	protein_coding	chr3	120324509	120349354	chr3:120324509	ENSG00000163428
LRRC59	LRRC59	19492.331734296	-0.0807446997179005	0.0938275618378373	-0.860564829100558	0.389477763715324	0.863280296011302	ENSG00000108829	protein_coding	chr17	50375059	50397553	chr17:50375059	LRRC59	protein_coding	chr17	50375059	50397523	chr17:50375059	ENSG00000108829
LRRC6	LRRC6	125.166838547246	-0.0366795468632327	0.146993165998985	-0.249532327669479	0.8029490377232	0.971969795214472	ENSG00000129295	protein_coding	chr8	132571953	132675617	chr8:132571953	DNAAF11	protein_coding	chr8	132570416	132675592	chr8:132570416	ENSG00000129295
LRRC75A-AS1	LRRC75A-AS1	15059.5341295244	-0.0360881105806468	0.0906273303271907	-0.398203394609091	0.690480263899381	0.95320028249144	ENSG00000175061	processed_transcript	chr17	16438822	16478678	chr17:16438822	SNHG29	lncRNA	chr17	16438767	16480249	chr17:16438767	ENSG00000175061
LRRC75B	LRRC75B	159.224681129368	0.128311732903635	0.141626554592144	0.905986403984387	0.36494304878764	0.853598856635283	ENSG00000178026	protein_coding	chr22	24585620	24593208	chr22:24585620	LRRC75B	protein_coding	chr22	24585620	24593208	chr22:24585620	ENSG00000178026
LRRC8A	LRRC8A	4686.04271454643	0.0285497114421959	0.112061351818371	0.254768579701495	0.798901844404052	0.97171461275394	ENSG00000136802	protein_coding	chr9	128882112	128918039	chr9:128882112	LRRC8A	protein_coding	chr9	128882133	128918039	chr9:128882133	ENSG00000136802
LRRC8C	LRRC8C	1510.08288959288	0.146210592035026	0.159783426579432	0.915054803649118	0.360162860280061	0.850769361139255	ENSG00000171488	protein_coding	chr1	89633072	89769903	chr1:89633072	LRRC8C	protein_coding	chr1	89633072	89769903	chr1:89633072	ENSG00000171488
LRRC8D	LRRC8D	2028.79404211387	-0.0232446303329968	0.0880398129856351	-0.264024076661652	0.791761366327363	0.971462723209793	ENSG00000171492	protein_coding	chr1	89821014	89936611	chr1:89821014	LRRC8D	protein_coding	chr1	89821014	89936611	chr1:89821014	ENSG00000171492
LRRC8E	LRRC8E	313.546858120654	0.292000380886913	0.085444211827169	3.41743898905115	0.000632132606351964	0.0803420151298948	ENSG00000171017	protein_coding	chr19	7888505	7902021	chr19:7888505	LRRC8E	protein_coding	chr19	7888505	7902021	chr19:7888505	ENSG00000171017
LRRCC1	LRRCC1	702.105981114694	-0.0997101767874976	0.10365432321862	-0.961949040728347	0.336075202540987	0.838483659734179	ENSG00000133739	protein_coding	chr8	85107147	85146076	chr8:85107147	LRRCC1	protein_coding	chr8	85107215	85146080	chr8:85107215	ENSG00000133739
LRRFIP1	LRRFIP1	11709.0620129757	-0.00186097578066615	0.08394941379355	-0.0221678234137847	0.982314084476416	0.997797019495357	ENSG00000124831	protein_coding	chr2	237627576	237813682	chr2:237627576	LRRFIP1	protein_coding	chr2	237627587	237813682	chr2:237627587	ENSG00000124831
LRRFIP2	LRRFIP2	6477.25284579002	0.110495147741102	0.0825521945124989	1.33848831510315	0.180737306890472	0.735783120721952	ENSG00000093167	protein_coding	chr3	37052656	37183689	chr3:37052656	LRRFIP2	protein_coding	chr3	37052626	37183689	chr3:37052626	ENSG00000093167
LRRIQ3	LRRIQ3	43.4955468182725	-0.156469053766358	0.240098826172315	-0.651686042205232	0.514603728632145	0.902063579785268	ENSG00000162620	protein_coding	chr1	74026015	74198187	chr1:74026015	LRRIQ3	protein_coding	chr1	74026015	74198187	chr1:74026015	ENSG00000162620
LRRK1	LRRK1	2014.81443967744	0.137508803286586	0.0602430023762568	2.28256889369082	0.0224557750113653	0.400315871396075	ENSG00000154237	protein_coding	chr15	100919215	101078254	chr15:100919215	LRRK1	protein_coding	chr15	100919327	101078257	chr15:100919327	ENSG00000154237
LRRK2	LRRK2	304.346909806039	0.887257184060578	0.229477430289301	3.86642461065568	0.000110442583301896	0.0274414995267234	ENSG00000188906	protein_coding	chr12	40196744	40369285	chr12:40196744	LRRK2	protein_coding	chr12	40196744	40369285	chr12:40196744	ENSG00000188906
LRRN3	LRRN3	406.345461285149	0.528625858266661	0.323329162276978	1.6349464259392	0.10206027892732	0.638716245249713	ENSG00000173114	protein_coding	chr7	111091006	111125454	chr7:111091006	LRRN3	protein_coding	chr7	111091006	111125454	chr7:111091006	ENSG00000173114
LRRN4CL	LRRN4CL	210.089512429095	0.483821439544254	0.349871473907637	1.3828547784721	0.166709398644658	0.719671576883956	ENSG00000177363	protein_coding	chr11	62686402	62689899	chr11:62686402	LRRN4CL	protein_coding	chr11	62686406	62689530	chr11:62686406	ENSG00000177363
LRSAM1	LRSAM1	973.907626175756	-0.0931949322261602	0.0578945712215882	-1.60973525254141	0.107455665508814	0.646646786312247	ENSG00000148356	protein_coding	chr9	127451486	127503501	chr9:127451486	LRSAM1	protein_coding	chr9	127451489	127503499	chr9:127451489	ENSG00000148356
LRTOMT	LRTOMT	299.980212528718	0.122698245847033	0.0920698982102101	1.33266407623144	0.182642067226919	0.737159712666073	ENSG00000184154	protein_coding	chr11	72080331	72110782	chr11:72080331	LRRC51	protein_coding	chr11	72080337	72096895	chr11:72080337	ENSG00000184154
LRWD1	LRWD1	1070.99537655953	-0.142426675646287	0.141962528049839	-1.00326950782593	0.315730844093344	0.827371478613249	ENSG00000161036	protein_coding	chr7	102464929	102473168	chr7:102464929	LRWD1	protein_coding	chr7	102464956	102473168	chr7:102464956	ENSG00000161036
LSAMP	LSAMP	639.448644595079	0.12676761729561	0.30705427781245	0.412850842524461	0.679715898565668	0.949773605395714	ENSG00000185565	protein_coding	chr3	115802363	117139389	chr3:115802363	LSAMP	protein_coding	chr3	115802363	117139389	chr3:115802363	ENSG00000185565
LSG1	LSG1	2582.64392743706	-0.0879053795011221	0.0701559501868842	-1.25299962821338	0.210205842000765	0.754745149867661	ENSG00000041802	protein_coding	chr3	194640788	194672477	chr3:194640788	LSG1	protein_coding	chr3	194640791	194672463	chr3:194640791	ENSG00000041802
LSM1	LSM1	2730.58457029774	-0.0724839422027765	0.0558630305731965	-1.29752971614746	0.194448987361847	0.745468872871802	ENSG00000175324	protein_coding	chr8	38163321	38176730	chr8:38163321	LSM1	protein_coding	chr8	38163335	38176730	chr8:38163335	ENSG00000175324
LSM10	LSM10	1093.2020875603	0.015734247765033	0.076452683717601	0.205803733759717	0.836944224516691	0.9776639583607	ENSG00000181817	protein_coding	chr1	36391238	36397892	chr1:36391238	LSM10	protein_coding	chr1	36391238	36397908	chr1:36391238	ENSG00000181817
LSM11	LSM11	403.997580438736	-0.00700123781095076	0.103511252096278	-0.0676374565002728	0.946074237683361	0.992520660891293	ENSG00000155858	protein_coding	chr5	157743695	157760709	chr5:157743695	LSM11	protein_coding	chr5	157743712	157760709	chr5:157743712	ENSG00000155858
LSM12	LSM12	4354.24252708663	-0.0679500770544873	0.0346936675915952	-1.95857289734766	0.0501628261940282	0.526642842189302	ENSG00000161654	protein_coding	chr17	44034635	44067619	chr17:44034635	LSM12	protein_coding	chr17	44034328	44067619	chr17:44034328	ENSG00000161654
LSM14A	LSM14A	7470.69321681543	-0.0086308313954053	0.0446585262815666	-0.193262790200217	0.846753166041408	0.978663633668652	ENSG00000257103	protein_coding	chr19	34172504	34229515	chr19:34172504	LSM14A	protein_coding	chr19	34172504	34229288	chr19:34172504	ENSG00000257103
LSM14B	LSM14B	2367.10612639053	0.0244236347813264	0.0326674299169187	0.747644820649855	0.454674422279736	0.88321282420959	ENSG00000149657	protein_coding	chr20	62122461	62135378	chr20:62122461	LSM14B	protein_coding	chr20	62122461	62135374	chr20:62122461	ENSG00000149657
LSM2	LSM2	1149.68919461952	-0.0927956941736038	0.101594657911742	-0.913391472356922	0.3610366889515	0.851176137450151	ENSG00000204392	protein_coding	chr6	31797396	31806984	chr6:31797396	LSM2	protein_coding	chr6	31797396	31806966	chr6:31797396	ENSG00000204392
LSM3	LSM3	2447.7438803825	-0.108827528552029	0.0905818819041921	-1.20142710953097	0.229585565405697	0.771250900595507	ENSG00000170860	protein_coding	chr3	14178358	14201119	chr3:14178358	LSM3	protein_coding	chr3	14178817	14201122	chr3:14178817	ENSG00000170860
LSM4	LSM4	3876.47409417519	-0.17053760761724	0.135024208053651	-1.26301505541493	0.206583769157472	0.752572238475867	ENSG00000130520	protein_coding	chr19	18306230	18323274	chr19:18306230	LSM4	protein_coding	chr19	18306236	18323112	chr19:18306236	ENSG00000130520
LSM5	LSM5	1390.77027609781	0.0480121903141037	0.122644089499881	0.391475777674149	0.695445589582805	0.955321298678328	ENSG00000106355	protein_coding	chr7	32485332	32495283	chr7:32485332	LSM5	protein_coding	chr7	32485338	32495283	chr7:32485338	ENSG00000106355
LSM6	LSM6	653.266163444302	-0.0927004045488477	0.0760281482687637	-1.21929057407984	0.222733924946349	0.765960305488817	ENSG00000164167	protein_coding	chr4	146175685	146200000	chr4:146175685	LSM6	protein_coding	chr4	146175703	146200000	chr4:146175703	ENSG00000164167
LSM7	LSM7	1309.78023803289	-0.238677233639518	0.0897040698672748	-2.66071800301438	0.0077974231843822	0.273952778885683	ENSG00000130332	protein_coding	chr19	2321517	2328620	chr19:2321517	LSM7	protein_coding	chr19	2321520	2328611	chr19:2321520	ENSG00000130332
LSM8	LSM8	1219.95770616022	-0.0695317063254888	0.0734981217641182	-0.946033785035228	0.344131354494113	0.842595854934879	ENSG00000128534	protein_coding	chr7	118184032	118192824	chr7:118184032	LSM8	protein_coding	chr7	118184144	118204035	chr7:118184144	ENSG00000128534
LSP1	LSP1	146.065375789175	-0.185151623761892	0.241828560792563	-0.765631748190041	0.443895448286832	0.881165206942058	ENSG00000130592	protein_coding	chr11	1852970	1892267	chr11:1852970	LSP1	protein_coding	chr11	1850904	1892267	chr11:1850904	ENSG00000130592
LSR	LSR	232.315131513688	-0.0537079720642838	0.176612867123734	-0.304099995311532	0.761051710411344	0.966805677542008	ENSG00000105699	protein_coding	chr19	35248330	35267964	chr19:35248330	LSR	protein_coding	chr19	35248330	35267964	chr19:35248330	ENSG00000105699
LSS	LSS	5523.29803057827	0.0413814362894327	0.0781995017528647	0.529177748730564	0.596682150913382	0.926957470164721	ENSG00000160285	protein_coding	chr21	46188141	46228824	chr21:46188141	LSS	protein_coding	chr21	46188141	46228824	chr21:46188141	ENSG00000160285
LTA4H	LTA4H	3770.62373890806	0.0429070080382669	0.0581849903531604	0.737423995051611	0.460864547928973	0.884909729393885	ENSG00000111144	protein_coding	chr12	96000828	96043520	chr12:96000828	LTA4H	protein_coding	chr12	96000753	96043520	chr12:96000753	ENSG00000111144
LTBP1	LTBP1	21528.1354090725	0.248776993983419	0.226913747854887	1.09635046944143	0.272925430730368	0.798731326782564	ENSG00000049323	protein_coding	chr2	32946972	33399509	chr2:32946972	LTBP1	protein_coding	chr2	32946953	33399509	chr2:32946953	ENSG00000049323
LTBP2	LTBP2	47435.3461175935	0.255031456588009	0.164893334570382	1.54664503118016	0.121948864771242	0.668175243855868	ENSG00000119681	protein_coding	chr14	74498170	74612378	chr14:74498170	LTBP2	protein_coding	chr14	74498183	74612378	chr14:74498183	ENSG00000119681
LTBP3	LTBP3	5728.47117746842	0.142676734824476	0.144373169302456	0.988249655485322	0.32303039488565	0.831067421330653	ENSG00000168056	protein_coding	chr11	65538560	65558930	chr11:65538560	LTBP3	protein_coding	chr11	65538559	65558930	chr11:65538559	ENSG00000168056
LTBP4	LTBP4	1287.8913292447	0.222605214818677	0.127829266833947	1.74142604688366	0.0816089258244679	0.602645258214223	ENSG00000090006	protein_coding	chr19	40592883	40629818	chr19:40592883	LTBP4	protein_coding	chr19	40592883	40629818	chr19:40592883	ENSG00000090006
LTBR	LTBR	7460.41539072938	0.0354653141433804	0.0679666641900589	0.521804542947802	0.601806426286651	0.928498719574014	ENSG00000111321	protein_coding	chr12	6375045	6391571	chr12:6375045	LTBR	protein_coding	chr12	6375045	6391571	chr12:6375045	ENSG00000111321
LTC4S	LTC4S	20.5606274301225	-0.0568319983892748	0.2632435206711	-0.21589134746561	0.829072441789464	0.976786423925773	ENSG00000213316	protein_coding	chr5	179793980	179796647	chr5:179793980	LTC4S	protein_coding	chr5	179793980	179796647	chr5:179793980	ENSG00000213316
LTN1	LTN1	3647.55348657445	-0.0148977366283097	0.0493383513184531	-0.301950434706517	0.762689847678391	0.967203529621553	ENSG00000198862	protein_coding	chr21	28928144	28992956	chr21:28928144	LTN1	protein_coding	chr21	28928144	28992956	chr21:28928144	ENSG00000198862
LTV1	LTV1	2547.73905339841	-0.0539692940290185	0.0758725158623703	-0.711315466682517	0.476888769294649	0.889843455948652	ENSG00000135521	protein_coding	chr6	143843344	143863812	chr6:143843344	LTV1	protein_coding	chr6	143843338	143863812	chr6:143843338	ENSG00000135521
LUC7L	LUC7L	1588.52725436773	-0.161589400887739	0.0707979427793261	-2.28240249001875	0.0224655884700758	0.400315871396075	ENSG00000007392	protein_coding	chr16	188969	229463	chr16:188969	LUC7L	protein_coding	chr16	188969	229463	chr16:188969	ENSG00000007392
LUC7L2	LUC7L2	5092.42223589722	0.00733429487290033	0.0397702281891841	0.184416715891386	0.853686557327736	0.979355070550267	ENSG00000146963	protein_coding	chr7	139340359	139423457	chr7:139340359	LUC7L2	protein_coding	chr7	139340359	139423457	chr7:139340359	ENSG00000146963
LUC7L3	LUC7L3	4103.70059053821	-0.0521440160085435	0.0517689468607603	-1.00724506041802	0.31381702397611	0.82686604501445	ENSG00000108848	protein_coding	chr17	50719544	50756213	chr17:50719544	LUC7L3	protein_coding	chr17	50719565	50756219	chr17:50719565	ENSG00000108848
LUM	LUM	29439.0127676102	0.171555645496814	0.233671523199931	0.734174379263279	0.462842466359594	0.886006865078906	ENSG00000139329	protein_coding	chr12	91102629	91111831	chr12:91102629	LUM	protein_coding	chr12	91102629	91111494	chr12:91102629	ENSG00000139329
LURAP1	LURAP1	129.422544770216	0.038957395087041	0.0979800627486816	0.397605329024606	0.690921131724935	0.953434322548585	ENSG00000171357	protein_coding	chr1	46203334	46221261	chr1:46203334	LURAP1	protein_coding	chr1	46203334	46221256	chr1:46203334	ENSG00000171357
LURAP1L	LURAP1L	653.530974379043	0.111621518623686	0.242612460045366	0.460081558065127	0.645457680803416	0.940728043759002	ENSG00000153714	protein_coding	chr9	12775021	12822131	chr9:12775021	LURAP1L	protein_coding	chr9	12775020	12823060	chr9:12775020	ENSG00000153714
LUZP1	LUZP1	6637.76207746217	0.119935867495092	0.0604432439705052	1.9842725111448	0.0472254688823355	0.518709052877266	ENSG00000169641	protein_coding	chr1	23084023	23177808	chr1:23084023	LUZP1	protein_coding	chr1	23084030	23177808	chr1:23084030	ENSG00000169641
LXN	LXN	290.967912026292	0.181197449585509	0.304253336612469	0.595547945678908	0.551477260140709	0.914393817258332	ENSG00000079257	protein_coding	chr3	158645822	158672693	chr3:158645822	LXN	protein_coding	chr3	158645822	158672648	chr3:158645822	ENSG00000079257
LY6E	LY6E	6023.76600333847	0.0577234687415618	0.0835420169482529	0.690951342212823	0.489596119537235	0.893070402238793	ENSG00000160932	protein_coding	chr8	143017982	143023832	chr8:143017982	LY6E	protein_coding	chr8	143017982	143023832	chr8:143017982	ENSG00000160932
LY6G5B	LY6G5B	145.268891928654	0.0558193368914891	0.164368666944112	0.339598403572066	0.734158980526557	0.962683894650951	ENSG00000240053	protein_coding	chr6	31670167	31673776	chr6:31670167	LY6G5B	protein_coding	chr6	31669976	31673776	chr6:31669976	ENSG00000240053
LY6G5C	LY6G5C	39.0317050609932	0.146541701894126	0.12832152580466	1.14198846199197	0.253458815670604	0.787572233861413	ENSG00000204428	protein_coding	chr6	31676684	31684040	chr6:31676684	LY6G5C	protein_coding	chr6	31676684	31684040	chr6:31676684	ENSG00000204428
LY6K	LY6K	1013.12910236631	-0.0517287958157973	0.313472778437496	-0.165018462124971	0.868929450596064	0.981067410977034	ENSG00000160886	protein_coding	chr8	142700111	142705127	chr8:142700111	LY6K	protein_coding	chr8	142700111	142705127	chr8:142700111	ENSG00000160886
LY96	LY96	338.845296872908	-0.00235109151531019	0.0877775672251331	-0.0267846511316505	0.978631495449424	0.997104517475494	ENSG00000154589	protein_coding	chr8	73991352	74029087	chr8:73991352	LY96	protein_coding	chr8	73991392	74029079	chr8:73991392	ENSG00000154589
LYAR	LYAR	1163.80518812161	-0.0385949898311505	0.124435241483218	-0.310161248301638	0.756438337713303	0.966017583603421	ENSG00000145220	protein_coding	chr4	4267701	4290169	chr4:4267701	LYAR	protein_coding	chr4	4267701	4290154	chr4:4267701	ENSG00000145220
LYN	LYN	515.672342736839	0.714072657136448	0.150149911195523	4.75573146497965	1.97729161541774e-06	0.00102072924530941	ENSG00000254087	protein_coding	chr8	55879813	56014168	chr8:55879813	LYN	protein_coding	chr8	55879835	56014169	chr8:55879835	ENSG00000254087
LYNX1	LYNX1	517.226149727941	0.462967841517736	0.271294427006697	1.70651438227409	0.0879123508507951	0.615124475945507	ENSG00000180155	protein_coding	chr8	142764334	142778224	chr8:142764334	LYNX1	protein_coding	chr8	142771197	142777810	chr8:142771197	ENSG00000180155
LYPD1	LYPD1	402.978761908606	-0.873465884992278	0.31015360985462	-2.81623639783429	0.00485898988436934	0.225699732279306	ENSG00000150551	protein_coding	chr2	132644853	132671579	chr2:132644853	LYPD1	protein_coding	chr2	132643286	132671579	chr2:132643286	ENSG00000150551
LYPD6	LYPD6	825.233948809851	0.0721472932732799	0.253907361585395	0.284148095678648	0.776296890253491	0.969012984580842	ENSG00000187123	protein_coding	chr2	149329985	149474148	chr2:149329985	LYPD6	protein_coding	chr2	149329985	149474138	chr2:149329985	ENSG00000187123
LYPD6B	LYPD6B	482.298003390123	-0.0725353284154302	0.302530673516605	-0.239761897768191	0.810514846639065	0.973034687751103	ENSG00000150556	protein_coding	chr2	149038107	149215262	chr2:149038107	LYPD6B	protein_coding	chr2	149038107	149215262	chr2:149038107	ENSG00000150556
LYPLA1	LYPLA1	3716.16130001184	-0.0462676699625987	0.0671503397670012	-0.68901617062756	0.490813091493791	0.893982748095277	ENSG00000120992	protein_coding	chr8	54046367	54102017	chr8:54046367	LYPLA1	protein_coding	chr8	54046367	54102017	chr8:54046367	ENSG00000120992
LYPLA2	LYPLA2	1685.28720027309	-0.137555417014308	0.0730050320722317	-1.88419089903569	0.0595391581513998	0.554429733808517	ENSG00000011009	protein_coding	chr1	23790970	23795539	chr1:23790970	LYPLA2	protein_coding	chr1	23791145	23795539	chr1:23791145	ENSG00000011009
LYPLAL1	LYPLAL1	445.415817951052	-0.0693897094165615	0.0629731106419491	-1.10189426422169	0.270507642495265	0.796738451853362	ENSG00000143353	protein_coding	chr1	219173844	219212865	chr1:219173844	LYPLAL1	protein_coding	chr1	219173869	219212865	chr1:219173869	ENSG00000143353
LYRM1	LYRM1	1098.32549435285	-0.0537425769022131	0.0586137138187401	-0.916894245404911	0.359198059754367	0.850505021293394	ENSG00000102897	protein_coding	chr16	20899868	20925006	chr16:20899868	LYRM1	protein_coding	chr16	20899868	20925006	chr16:20899868	ENSG00000102897
LYRM2	LYRM2	3047.11522873752	-0.0395387246932142	0.0499981573195687	-0.790803637832052	0.429058586760443	0.877361835057011	ENSG00000083099	protein_coding	chr6	89568144	89638753	chr6:89568144	LYRM2	protein_coding	chr6	89568144	89638749	chr6:89568144	ENSG00000083099
LYRM4	LYRM4	1176.73208212832	-0.124710664094911	0.0701244181465617	-1.77841994830193	0.075334908796213	0.593994184193444	ENSG00000214113	protein_coding	chr6	5102593	5260939	chr6:5102593	LYRM4	protein_coding	chr6	5103629	5260950	chr6:5103629	ENSG00000214113
LYRM5	LYRM5	732.687019266618	-0.0205318871302836	0.0696677096948499	-0.294711670876147	0.768214146890837	0.968261530733078	ENSG00000205707	protein_coding	chr12	25195216	25209645	chr12:25195216	ETFRF1	protein_coding	chr12	25195216	25209645	chr12:25195216	ENSG00000205707
LYRM7	LYRM7	1423.68488530528	0.0105802730802592	0.0580286434176868	0.182328458104785	0.8553249666445	0.979605919782466	ENSG00000186687	protein_coding	chr5	131170810	131205426	chr5:131170810	LYRM7	protein_coding	chr5	131170944	131205428	chr5:131170944	ENSG00000186687
LYRM9	LYRM9	180.671819105344	0.00385453724529592	0.161796244693468	0.0238234036432585	0.980993471937889	0.997338541582386	ENSG00000232859	protein_coding	chr17	27878314	27894752	chr17:27878314	LYRM9	protein_coding	chr17	27878314	27894752	chr17:27878314	ENSG00000232859
LYSMD1	LYSMD1	426.443423607462	0.0480185202859109	0.0653249110677322	0.735072111098977	0.462295578169703	0.885978183998361	ENSG00000163155	protein_coding	chr1	151159748	151165948	chr1:151159748	LYSMD1	protein_coding	chr1	151159748	151165948	chr1:151159748	ENSG00000163155
LYSMD2	LYSMD2	374.373249364956	-0.00240412858572573	0.122065903644059	-0.0196953327174484	0.98428641401083	0.998011788779906	ENSG00000140280	protein_coding	chr15	51723011	51751585	chr15:51723011	LYSMD2	protein_coding	chr15	51723011	51751585	chr15:51723011	ENSG00000140280
LYSMD3	LYSMD3	3259.34173886484	0.0175083790129556	0.0618425751008486	0.283112062917887	0.777090934860645	0.969111847223207	ENSG00000176018	protein_coding	chr5	90515611	90529584	chr5:90515611	LYSMD3	protein_coding	chr5	90515611	90529584	chr5:90515611	ENSG00000176018
LYSMD4	LYSMD4	233.793437258028	-0.0299265453776184	0.0707433272113664	-0.423029938755977	0.672273417814911	0.947768790899398	ENSG00000183060	protein_coding	chr15	99715697	99733561	chr15:99715697	LYSMD4	protein_coding	chr15	99715697	99733561	chr15:99715697	ENSG00000183060
LYST	LYST	1111.04586802001	0.104385561332378	0.110260527654035	0.946717411510208	0.34378279569446	0.842595854934879	ENSG00000143669	protein_coding	chr1	235661041	235883640	chr1:235661041	LYST	protein_coding	chr1	235661041	235883724	chr1:235661041	ENSG00000143669
LZIC	LZIC	1823.40046103867	-0.00479113699113627	0.0567807831154781	-0.0843795511131341	0.932754665144303	0.990934377650932	ENSG00000162441	protein_coding	chr1	9922113	9943407	chr1:9922113	LZIC	protein_coding	chr1	9922113	9943407	chr1:9922113	ENSG00000162441
LZTFL1	LZTFL1	1475.78627485587	0.063016929402526	0.0912016242959516	0.690962796868995	0.489588920882895	0.893070402238793	ENSG00000163818	protein_coding	chr3	45823316	45916042	chr3:45823316	LZTFL1	protein_coding	chr3	45823316	45916042	chr3:45823316	ENSG00000163818
