baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	Gene	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
ZBTB45	1716.52498638656	0.106543539130502	0.0546519119238046	1.94949335494511	0.0512365356065432	0.106919028918847	ENSG00000119574	ZBTB45	protein_coding	chr19	58513530	58538911	chr19:58513530	ZBTB45	protein_coding	chr19	58513530	58538911	chr19:58513530	ENSG00000119574
GBGT1	26.320981929698	-0.757536572588372	0.388793798281694	-1.94842761365116	0.0513638183809915	0.107137086121664	ENSG00000148288	GBGT1	protein_coding	chr9	133152948	133163945	chr9:133152948	GBGT1	protein_coding	chr9	133152948	133163933	chr9:133152948	ENSG00000148288
PCMT1	3037.2733842656	0.08727473356673	0.0447934947357758	1.94837964935621	0.0513695530335778	0.107137164727677	ENSG00000120265	PCMT1	protein_coding	chr6	149749443	149811420	chr6:149749443	PCMT1	protein_coding	chr6	149749443	149811420	chr6:149749443	ENSG00000120265
TPK1	108.943964088584	0.375965796029993	0.192977430747954	1.94823713100958	0.0513865958126254	0.107160825111137	ENSG00000196511	TPK1	protein_coding	chr7	144451941	144836395	chr7:144451941	TPK1	protein_coding	chr7	144451941	144836395	chr7:144451941	ENSG00000196511
TRPV6	1481.67143405688	-0.111216249559226	0.0570906646910197	-1.94806366612018	0.0514073456596744	0.107192210053868	ENSG00000165125	TRPV6	protein_coding	chr7	142871203	142885762	chr7:142871203	TRPV6	protein_coding	chr7	142871208	142885745	chr7:142871208	ENSG00000165125
RP11-121G22.3	136.515447542292	0.349107241202136	0.179229041512475	1.94782741823588	0.0514356168802718	0.107239269517782	ENSG00000257467	RP11-121G22.3	lincRNA	chr12	81270675	81312422	chr12:81270675	PPFIA2-AS1	lncRNA	chr12	81270669	81312422	chr12:81270669	ENSG00000257467
GPC2	289.045127278924	0.236950960462771	0.121660837243571	1.94763545797719	0.0514585978883423	0.107275290088478	ENSG00000213420	GPC2	protein_coding	chr7	100169606	100177372	chr7:100169606	GPC2	protein_coding	chr7	100169606	100177381	chr7:100169606	ENSG00000213420
EPHA2	268.49683319657	-0.251916146432443	0.129404015430538	-1.94674134024587	0.0515657527256977	0.10747484714169	ENSG00000142627	EPHA2	protein_coding	chr1	16124337	16156087	chr1:16124337	EPHA2	protein_coding	chr1	16124337	16156069	chr1:16124337	ENSG00000142627
KIAA0907	2407.01215835452	-0.0951060171672201	0.0488753855816531	-1.94588781316788	0.0516682171628525	0.107654351874816	ENSG00000132680	KIAA0907	protein_coding	chr1	155913043	155934400	chr1:155913043	KHDC4	protein_coding	chr1	155913045	155934413	chr1:155913045	ENSG00000132680
SLC6A11	667.370346570887	0.155293236025597	0.0798061373716163	1.94588087006988	0.0516690513677597	0.107654351874816	ENSG00000132164	SLC6A11	protein_coding	chr3	10816200	10940733	chr3:10816200	SLC6A11	protein_coding	chr3	10816201	10940714	chr3:10816201	ENSG00000132164
LRRC23	204.947530101441	-0.273476946646771	0.140567692881793	-1.94551778605874	0.0517126911847866	0.10772876935725	ENSG00000010626	LRRC23	protein_coding	chr12	6873569	6914243	chr12:6873569	LRRC23	protein_coding	chr12	6873569	6914241	chr12:6873569	ENSG00000010626
TBC1D25	547.66014975746	0.169141830946981	0.0869405499399346	1.94548839481505	0.0517162251280045	0.10772876935725	ENSG00000068354	TBC1D25	protein_coding	chrX	48539457	48562609	chrX:48539457	TBC1D25	protein_coding	chrX	48539714	48562609	chrX:48539714	ENSG00000068354
ARPC5L	3152.27291153315	-0.0947309665898298	0.0486950437445077	-1.94539237066636	0.0517277722844994	0.107740888867238	ENSG00000136950	ARPC5L	protein_coding	chr9	124862130	124877733	chr9:124862130	ARPC5L	protein_coding	chr9	124862130	124877733	chr9:124862130	ENSG00000136950
THAP8	200.064624037883	0.29606987223036	0.152277054529129	1.94428420713723	0.051861188042256	0.10799485132573	ENSG00000161277	THAP8	protein_coding	chr19	36034985	36054762	chr19:36034985	THAP8	protein_coding	chr19	36034984	36054739	chr19:36034984	ENSG00000161277
PLCD3	468.972799783904	-0.189325455675971	0.097420089242884	-1.94339234491925	0.0519687714867455	0.108206899532743	ENSG00000161714	PLCD3	protein_coding	chr17	45108967	45133354	chr17:45108967	PLCD3	protein_coding	chr17	45108959	45133354	chr17:45108959	ENSG00000161714
ETV6	712.008581465588	0.153014887533975	0.0787662014350834	1.94264652536387	0.0520588813958097	0.108358530551145	ENSG00000139083	ETV6	protein_coding	chr12	11649854	11895402	chr12:11649854	ETV6	protein_coding	chr12	11649674	11895377	chr12:11649674	ENSG00000139083
TCF25	3047.31942188605	0.0834208821738063	0.0429415925854703	1.94265925297872	0.0520573425501649	0.108358530551145	ENSG00000141002	TCF25	protein_coding	chr16	89873586	89911384	chr16:89873586	TCF25	protein_coding	chr16	89873570	89913627	chr16:89873570	ENSG00000141002
NNAT	49.648388445075	0.546570856530706	0.281594086126572	1.94098840657127	0.0522596836091655	0.108740386142284	ENSG00000053438	NNAT	protein_coding	chr20	37521215	37523693	chr20:37521215	NNAT	protein_coding	chr20	37521206	37523690	chr20:37521206	ENSG00000053438
HM13	6041.52450204489	0.0673984424512795	0.0347283633235863	1.94073189753532	0.0522908052518024	0.108781071190862	ENSG00000101294	HM13	protein_coding	chr20	31514428	31577923	chr20:31514428	HM13	protein_coding	chr20	31514410	31577923	chr20:31514410	ENSG00000101294
RFX5	4137.99205519118	-0.072864701648013	0.0375689623856336	-1.93949199075768	0.0524414588459582	0.109058285420446	ENSG00000143390	RFX5	protein_coding	chr1	151340640	151347357	chr1:151340640	RFX5	protein_coding	chr1	151340640	151347326	chr1:151340640	ENSG00000143390
METTL15	759.140921915653	0.160936084941842	0.0830222183243402	1.93847006488213	0.0525658995455129	0.10929182857835	ENSG00000169519	METTL15	protein_coding	chr11	28108248	28527041	chr11:28108248	METTL15	protein_coding	chr11	28108248	28527041	chr11:28108248	ENSG00000169519
ZNF257	85.4490241031513	-0.425111019162466	0.219307253136581	-1.93842662785856	0.0525711943698691	0.10929182857835	ENSG00000197134	ZNF257	protein_coding	chr19	22052452	22091480	chr19:22052452	ZNF257	protein_coding	chr19	22052430	22091480	chr19:22052430	ENSG00000197134
ID4	222.793278304666	-0.264764810080054	0.136663097036512	-1.93735409061685	0.0527020744691762	0.109539700758988	ENSG00000172201	ID4	protein_coding	chr6	19837386	19840684	chr6:19837386	ID4	protein_coding	chr6	19837370	19842197	chr6:19837370	ENSG00000172201
LUC7L	1274.82035412016	-0.117908178851175	0.060863276026412	-1.93726310098733	0.0527131903177488	0.109550696995865	ENSG00000007392	LUC7L	protein_coding	chr16	188969	229463	chr16:188969	LUC7L	protein_coding	chr16	188969	229463	chr16:188969	ENSG00000007392
MAGI1	1215.96492524055	0.120492655497545	0.0621996434038533	1.93719206258472	0.0527218701648092	0.109556628764575	ENSG00000151276	MAGI1	protein_coding	chr3	65353525	66038834	chr3:65353525	MAGI1	protein_coding	chr3	65353525	66038918	chr3:65353525	ENSG00000151276
MRPS2	3588.34904135912	-0.0797719191751649	0.0411972127194905	-1.93634262876781	0.0528257510475251	0.109760366169457	ENSG00000122140	MRPS2	protein_coding	chr9	135499984	135504673	chr9:135499984	MRPS2	protein_coding	chr9	135499984	135504673	chr9:135499984	ENSG00000122140
LINC01537	111.104048593603	0.378875994312204	0.195682971596234	1.93617253060713	0.0528465736203328	0.10979150060804	ENSG00000227467	LINC01537	lincRNA	chr11	72570660	72573229	chr11:72570660	LINC01537	lncRNA	chr11	72570660	72573229	chr11:72570660	ENSG00000227467
SNHG12	338.217333500097	-0.224164522890092	0.115809833008408	-1.93562599191226	0.0529135246074865	0.109906311438965	ENSG00000197989	SNHG12	antisense	chr1	28578538	28582983	chr1:28578538	SNHG12	lncRNA	chr1	28578538	28583132	chr1:28578538	ENSG00000197989
BTRC	507.894996535883	-0.181034473966893	0.0935391567453987	-1.93538706426064	0.0529428155016108	0.109955006993185	ENSG00000166167	BTRC	protein_coding	chr10	101354033	101557321	chr10:101354033	BTRC	protein_coding	chr10	101354033	101557321	chr10:101354033	ENSG00000166167
RP11-10C24.3	86.1507785121781	0.420860444681882	0.217461051004456	1.93533712238547	0.0529489397452674	0.109955583132674	ENSG00000271643	RP11-10C24.3	lincRNA	chr3	33795688	33796950	chr3:33795688	PDCD6IP-DT	lncRNA	chr3	33793644	33798539	chr3:33793644	ENSG00000271643
NFU1	481.32926128137	-0.192681284988917	0.0996239655745106	-1.93408567785637	0.0531025945427956	0.110225981564218	ENSG00000169599	NFU1	protein_coding	chr2	69395750	69437628	chr2:69395750	NFU1	protein_coding	chr2	69396113	69437628	chr2:69396113	ENSG00000169599
ZCCHC17	1777.2348259017	0.103858649039118	0.0537426006036989	1.93251997246985	0.05329535933409	0.11060169141877	ENSG00000121766	ZCCHC17	protein_coding	chr1	31296982	31364953	chr1:31296982	ZCCHC17	protein_coding	chr1	31296982	31364953	chr1:31296982	ENSG00000121766
AGPAT5	2856.93136706289	0.0836599291706891	0.0432933521351813	1.93239666241286	0.0533105656832238	0.11060883696367	ENSG00000155189	AGPAT5	protein_coding	chr8	6708357	6759666	chr8:6708357	AGPAT5	protein_coding	chr8	6708642	6761503	chr8:6708642	ENSG00000155189
SLC10A5	75.1933400130182	0.455870763163882	0.235909405885022	1.93239757208352	0.0533104534911942	0.11060883696367	ENSG00000253598	SLC10A5	protein_coding	chr8	81693607	81696174	chr8:81693607	SLC10A5	protein_coding	chr8	81693631	81695058	chr8:81693631	ENSG00000253598
ACOX1	2742.5530829417	-0.0879178318646974	0.0455144803840983	-1.93164529448114	0.0534033012092102	0.110789021791551	ENSG00000161533	ACOX1	protein_coding	chr17	75941507	75979363	chr17:75941507	ACOX1	protein_coding	chr17	75941507	75979177	chr17:75941507	ENSG00000161533
SGF29	465.715920074097	0.19410553680312	0.100512097809462	1.9311659097105	0.0534625383324761	0.110899679669154	ENSG00000176476	SGF29	protein_coding	chr16	28553915	28591790	chr16:28553915	SGF29	protein_coding	chr16	28553915	28591790	chr16:28553915	ENSG00000176476
METAP1D	687.891415028176	0.150913704903311	0.0781582545082034	1.93087353156628	0.0534986941569499	0.110962439871578	ENSG00000172878	METAP1D	protein_coding	chr2	171999583	172082430	chr2:171999583	METAP1D	protein_coding	chr2	171999943	172082430	chr2:171999943	ENSG00000172878
SFSWAP	1366.30825482893	0.116031060237315	0.0600982753776552	1.93068868462831	0.0535215630802515	0.11097315493795	ENSG00000061936	SFSWAP	protein_coding	chr12	131711081	131799737	chr12:131711081	SFSWAP	protein_coding	chr12	131711081	131799738	chr12:131711081	ENSG00000061936
IRF2BP2	3561.19331097691	-0.0764471476203107	0.0396041916284381	-1.9302792072498	0.0535722519418269	0.111066009262264	ENSG00000168264	IRF2BP2	protein_coding	chr1	234604269	234609525	chr1:234604269	IRF2BP2	protein_coding	chr1	234604269	234610178	chr1:234604269	ENSG00000168264
EHD4	2107.61159491279	-0.105650718743745	0.0547605217652846	-1.92932271895777	0.0536908110241083	0.111299536168362	ENSG00000103966	EHD4	protein_coding	chr15	41895939	41972578	chr15:41895939	EHD4	protein_coding	chr15	41895933	41972557	chr15:41895933	ENSG00000103966
RLF	1614.97897979677	-0.110011514085654	0.0570349696329655	-1.92884321309551	0.0537503293491215	0.11139835725585	ENSG00000117000	RLF	protein_coding	chr1	40161373	40240921	chr1:40161373	RLF	protein_coding	chr1	40161387	40240921	chr1:40161387	ENSG00000117000
SRSF9	5894.31271664953	0.0756038125188113	0.0392191361033496	1.92772763580466	0.0538890127645702	0.111661169463476	ENSG00000111786	SRSF9	protein_coding	chr12	120461668	120469793	chr12:120461668	SRSF9	protein_coding	chr12	120461672	120469748	chr12:120461672	ENSG00000111786
RP11-677M14.7	183.544888841887	-0.287506573370065	0.149159218036919	-1.92751461930367	0.0539155279254724	0.111691497925362	ENSG00000245498	RP11-677M14.7	antisense	chr11	124800450	124834487	chr11:124800450	MSANTD2-AS1	lncRNA	chr11	124800424	124834487	chr11:124800424	ENSG00000245498
TIAL1	4098.4524671037	-0.0822984626179652	0.0426960544859727	-1.92754257059053	0.0539120480773661	0.111691497925362	ENSG00000151923	TIAL1	protein_coding	chr10	119571802	119597029	chr10:119571802	TIAL1	protein_coding	chr10	119571802	119597029	chr10:119571802	ENSG00000151923
RP11-465N4.4	90.0857328712747	-0.408964421613388	0.21219189543367	-1.92733290202985	0.0539381557316813	0.111726066382861	ENSG00000234678	RP11-465N4.4	antisense	chr1	202000094	202010353	chr1:202000094	ELF3-AS1	lncRNA	chr1	201995696	202010463	chr1:201995696	ENSG00000234678
KCTD7	314.267747353556	0.22769385708284	0.118155211736608	1.92707417418384	0.0539703867289598	0.111780516830927	ENSG00000243335	KCTD7	protein_coding	chr7	66628881	66811187	chr7:66628881	KCTD7	protein_coding	chr7	66628881	66649067	chr7:66628881	ENSG00000243335
RP4-758J18.13	235.752672785938	-0.270092452438144	0.140207280250035	-1.92637965700841	0.0540569856443172	0.111935220439003	ENSG00000272455	RP4-758J18.13	lincRNA	chr1	1409096	1410618	chr1:1409096	MRPL20-DT	lncRNA	chr1	1409096	1410618	chr1:1409096	ENSG00000272455
GLYR1	7304.18346671358	0.0673557250614805	0.0349676455266472	1.92622992046039	0.0540756713902527	0.111961584957073	ENSG00000140632	GLYR1	protein_coding	chr16	4803203	4847342	chr16:4803203	GLYR1	protein_coding	chr16	4803203	4847288	chr16:4803203	ENSG00000140632
EML4	1902.92530062107	-0.0974486749370303	0.0505933612136482	-1.92611584997326	0.0540899099565903	0.111978736970898	ENSG00000143924	EML4	protein_coding	chr2	42169350	42332548	chr2:42169350	EML4	protein_coding	chr2	42169353	42332548	chr2:42169353	ENSG00000143924
PAXBP1-AS1	129.697282068622	-0.357760194991277	0.185784533737839	-1.92567264773564	0.0541452612775716	0.112080988837205	ENSG00000238197	PAXBP1-AS1	antisense	chr21	32728115	32743122	chr21:32728115	PAXBP1-AS1	lncRNA	chr21	32728094	32747065	chr21:32728094	ENSG00000238197
ZNF256	200.16692972163	0.274138685147933	0.142387145552587	1.9253050132021	0.0541912108421974	0.112163758650491	ENSG00000152454	ZNF256	protein_coding	chr19	57940833	57947675	chr19:57940833	ZNF256	protein_coding	chr19	57940833	57947706	chr19:57940833	ENSG00000152454
CYP27B1	218.576927058653	0.267109902233523	0.138761173779923	1.92496139198968	0.0542341884684596	0.112228009280133	ENSG00000111012	CYP27B1	protein_coding	chr12	57762334	57768986	chr12:57762334	CYP27B1	protein_coding	chr12	57762334	57768986	chr12:57762334	ENSG00000111012
PVRIG	98.970690282629	-0.398117660813387	0.206837623454285	-1.92478357740065	0.0542564393801481	0.112261700845315	ENSG00000213413	PVRIG	protein_coding	chr7	100218241	100221490	chr7:100218241	PVRIG	protein_coding	chr7	100218241	100221490	chr7:100218241	ENSG00000213413
DRG2	2461.69280289293	0.0903209306462043	0.046955584266238	1.92353970369286	0.0544123052079808	0.112571816473189	ENSG00000108591	DRG2	protein_coding	chr17	18087886	18107971	chr17:18087886	DRG2	protein_coding	chr17	18087892	18107970	chr17:18087892	ENSG00000108591
NAPEPLD	1396.75412311991	0.111852403392077	0.0581523406010667	1.92343768515528	0.0544251053825293	0.112585912641497	ENSG00000161048	NAPEPLD	protein_coding	chr7	103099776	103149560	chr7:103099776	NAPEPLD	protein_coding	chr7	103099776	103149560	chr7:103099776	ENSG00000161048
ENHO	112.427154145496	-0.369484144825363	0.192204940331633	-1.92234468160833	0.0545624012568104	0.112783086176696	ENSG00000168913	ENHO	protein_coding	chr9	34521040	34523041	chr9:34521040	ENHO	protein_coding	chr9	34521043	34522990	chr9:34521043	ENSG00000168913
PCYOX1L	1371.55072422587	-0.117690992196051	0.061221869537422	-1.92236847854037	0.0545594089700337	0.112783086176696	ENSG00000145882	PCYOX1L	protein_coding	chr5	149358007	149369653	chr5:149358007	PCYOX1L	protein_coding	chr5	149358037	149369653	chr5:149358037	ENSG00000145882
SMIM8	134.259800268655	0.367362840937182	0.19116170222535	1.92173869902099	0.0546386451871964	0.112928273589451	ENSG00000111850	SMIM8	protein_coding	chr6	87322583	87399749	chr6:87322583	SMIM8	protein_coding	chr6	87322583	87399749	chr6:87322583	ENSG00000111850
RNF38	2152.94451684084	0.0986125578372387	0.0513407004968335	1.92074819554363	0.0547634603496226	0.113161370765301	ENSG00000137075	RNF38	protein_coding	chr9	36336396	36487548	chr9:36336396	RNF38	protein_coding	chr9	36336396	36487548	chr9:36336396	ENSG00000137075
DDX10	2356.56243288017	0.0896728784814565	0.0467055843135033	1.91996053147612	0.0548628849890791	0.11334533952636	ENSG00000178105	DDX10	protein_coding	chr11	108665025	108940930	chr11:108665025	DDX10	protein_coding	chr11	108665058	108940999	chr11:108665058	ENSG00000178105
PA2G4	14559.787311764	0.0542503178379041	0.0282561480660214	1.91994739379007	0.0548645445979184	0.11334533952636	ENSG00000170515	PA2G4	protein_coding	chr12	56104319	56113907	chr12:56104319	PA2G4	protein_coding	chr12	56104537	56113910	chr12:56104537	ENSG00000170515
CCNL1	3123.20215746051	0.0813572034997714	0.042378319200838	1.91978363073358	0.054885235362876	0.113375630078454	ENSG00000163660	CCNL1	protein_coding	chr3	157146508	157160760	chr3:157146508	CCNL1	protein_coding	chr3	157146508	157160760	chr3:157146508	ENSG00000163660
BEX4	309.13107427253	0.223385403456088	0.116392835266464	1.91923672058234	0.0549543822855678	0.113505998161712	ENSG00000102409	BEX4	protein_coding	chrX	103215092	103217246	chrX:103215092	BEX4	protein_coding	chrX	103215108	103217246	chrX:103215108	ENSG00000102409
NEMF	2649.68390708239	0.0964850269091101	0.0502802209052695	1.91894596268566	0.0549911729385822	0.113569514417195	ENSG00000165525	NEMF	protein_coding	chr14	49782083	49853203	chr14:49782083	NEMF	protein_coding	chr14	49782083	49852821	chr14:49782083	ENSG00000165525
DSG1-AS1	46.851371789964	-0.55827025659151	0.290950679392082	-1.91877969750052	0.0550122203038031	0.113600506756706	ENSG00000266729	DSG1-AS1	antisense	chr18	31343368	31426988	chr18:31343368	DSG1-AS1	lncRNA	chr18	31343368	31426988	chr18:31343368	ENSG00000266729
ZBTB26	660.669362291991	-0.156705021153675	0.081673051674324	-1.91868698354196	0.0550239597996628	0.113612273604793	ENSG00000171448	ZBTB26	protein_coding	chr9	122915566	122931500	chr9:122915566	ZBTB26	protein_coding	chr9	122915566	122931512	chr9:122915566	ENSG00000171448
FAM13B	2447.70084024014	-0.0884440183190526	0.0461068284656966	-1.91824120769562	0.0550804333653908	0.113691431222647	ENSG00000031003	FAM13B	protein_coding	chr5	137937960	138051961	chr5:137937960	FAM13B	protein_coding	chr5	137937960	138051961	chr5:137937960	ENSG00000031003
LINC01123	992.212496600266	0.128236867054127	0.0668557009103554	1.91811416689918	0.0550965365023604	0.113697620371021	ENSG00000204588	LINC01123	lincRNA	chr2	109987063	109996140	chr2:109987063	LINC01123	lncRNA	chr2	109987063	109996140	chr2:109987063	ENSG00000204588
TMEM79	648.254323955539	0.159449684696124	0.0831271943853055	1.91814105931512	0.0550931274096482	0.113697620371021	ENSG00000163472	TMEM79	protein_coding	chr1	156282935	156293185	chr1:156282935	TMEM79	protein_coding	chr1	156282935	156293185	chr1:156282935	ENSG00000163472
CTA-445C9.14	230.834573183498	-0.253399013326039	0.132168653601706	-1.91723987814587	0.0552074640044642	0.11390362787361	ENSG00000261188	CTA-445C9.14	antisense	chr22	26512537	26514568	chr22:26512537	TFIP11-DT	lncRNA	chr22	26512503	26514568	chr22:26512503	ENSG00000261188
CD164L2	57.838040456846	-0.533852914947822	0.278516039298123	-1.91677619821524	0.0552663700232305	0.113987645827689	ENSG00000174950	CD164L2	protein_coding	chr1	27379176	27383380	chr1:27379176	CD164L2	protein_coding	chr1	27379176	27383333	chr1:27379176	ENSG00000174950
ATP6V0A2	705.41816357319	0.153736395092212	0.0802353399234968	1.91606834642687	0.0553563967214794	0.114160806749001	ENSG00000185344	ATP6V0A2	protein_coding	chr12	123712318	123761755	chr12:123712318	ATP6V0A2	protein_coding	chr12	123712353	123761755	chr12:123712353	ENSG00000185344
STYXL1	1451.84403989257	0.107742444290595	0.0562379654897023	1.9158311178651	0.0553865954867238	0.114201476427686	ENSG00000127952	STYXL1	protein_coding	chr7	75996338	76048004	chr7:75996338	STYXL1	protein_coding	chr7	75996338	76048004	chr7:75996338	ENSG00000127952
YARS2	1578.930395442	-0.10767223210035	0.05621905505278	-1.91522664333765	0.0554636060634685	0.114344285861608	ENSG00000139131	YARS2	protein_coding	chr12	32727490	32755902	chr12:32727490	YARS2	protein_coding	chr12	32727490	32755897	chr12:32727490	ENSG00000139131
TYMSOS	324.61109790145	-0.214219611702178	0.111956974325503	-1.91341015593506	0.0556955652561902	0.114797325757115	ENSG00000176912	TYMSOS	processed_transcript	chr18	641320	658340	chr18:641320	TYMSOS	lncRNA	chr18	630886	658350	chr18:630886	ENSG00000176912
NUDT2	769.986951757231	0.142775723204254	0.0746211331781443	1.91334166506695	0.0557043270914226	0.114802802770553	ENSG00000164978	NUDT2	protein_coding	chr9	34329506	34343713	chr9:34329506	NUDT2	protein_coding	chr9	34329506	34343711	chr9:34329506	ENSG00000164978
STARD3	1395.09609847776	0.116801549936535	0.06105539088788	1.91304237411279	0.0557426279761731	0.114869149870689	ENSG00000131748	STARD3	protein_coding	chr17	39637065	39663484	chr17:39637065	STARD3	protein_coding	chr17	39637090	39664201	chr17:39637090	ENSG00000131748
DNAJC4	639.807270706649	-0.157580940354733	0.082386387917902	-1.91270602264736	0.0557856977501743	0.114945308632604	ENSG00000110011	DNAJC4	protein_coding	chr11	64230278	64234286	chr11:64230278	DNAJC4	protein_coding	chr11	64230278	64234286	chr11:64230278	ENSG00000110011
GNPDA2	1078.95119580099	-0.122270407349629	0.0639443164252742	-1.91213878238131	0.0558583956084089	0.115069885837632	ENSG00000163281	GNPDA2	protein_coding	chr4	44682200	44726595	chr4:44682200	GNPDA2	protein_coding	chr4	44682200	44726588	chr4:44682200	ENSG00000163281
SIGIRR	733.73363516213	0.158703432583072	0.0830019456920766	1.91204472690117	0.0558704574397428	0.115082127339737	ENSG00000185187	SIGIRR	protein_coding	chr11	405716	417455	chr11:405716	SIGIRR	protein_coding	chr11	405716	417455	chr11:405716	ENSG00000185187
LSM14A	6673.47697758875	-0.0620287055911983	0.03244470199906	-1.91182848876206	0.0558981964061058	0.115101443294999	ENSG00000257103	LSM14A	protein_coding	chr19	34172504	34229515	chr19:34172504	LSM14A	protein_coding	chr19	34172504	34229288	chr19:34172504	ENSG00000257103
PRR12	2593.20786785286	-0.0887688218129196	0.0464924542669176	-1.9093167528496	0.0562212424507095	0.11569063196499	ENSG00000126464	PRR12	protein_coding	chr19	49591643	49626439	chr19:49591643	PRR12	protein_coding	chr19	49591182	49626439	chr19:49591182	ENSG00000126464
NAIF1	561.415805521534	-0.168727449389661	0.0883773830572369	-1.9091700110693	0.0562401635554025	0.115716905451083	ENSG00000171169	NAIF1	protein_coding	chr9	128061233	128068206	chr9:128061233	NAIF1	protein_coding	chr9	128061233	128068206	chr9:128061233	ENSG00000171169
ZSCAN30	684.465592515622	0.156158129828376	0.0817993783307703	1.90903810047214	0.0562571768300385	0.115739248163845	ENSG00000186814	ZSCAN30	protein_coding	chr18	35251058	35290245	chr18:35251058	ZSCAN30	protein_coding	chr18	35251058	35290245	chr18:35251058	ENSG00000186814
ANKRD50	766.818957244418	-0.144380354273455	0.0756488037914344	-1.90856096907381	0.0563187510183374	0.115840580952735	ENSG00000151458	ANKRD50	protein_coding	chr4	124664052	124712732	chr4:124664052	ANKRD50	protein_coding	chr4	124664048	124712732	chr4:124664048	ENSG00000151458
BCL2L2-PABPN1	370.029618761749	-0.676652259088646	0.354529872481584	-1.9085902532058	0.0563149702622425	0.115840580952735	ENSG00000258643	BCL2L2-PABPN1	protein_coding	chr14	23306835	23325369	chr14:23306835	BCL2L2-PABPN1	protein_coding	chr14	23306833	23326175	chr14:23306833	ENSG00000258643
HERPUD2	531.734384307699	-0.189635372489589	0.0994066300618799	-1.90767328468476	0.0564334566946446	0.116038441570029	ENSG00000122557	HERPUD2	protein_coding	chr7	35632659	35695571	chr7:35632659	HERPUD2	protein_coding	chr7	35632659	35697459	chr7:35632659	ENSG00000122557
CCDC127	878.584327836606	-0.135951849038214	0.0712783323583191	-1.90733767948972	0.0564768738883922	0.116115020262939	ENSG00000164366	CCDC127	protein_coding	chr5	196871	218215	chr5:196871	CCDC127	protein_coding	chr5	196868	218153	chr5:196868	ENSG00000164366
RNF10	4872.68792613376	-0.0662720978468009	0.0347558857547325	-1.90678776868108	0.0565480758709362	0.116235994625514	ENSG00000022840	RNF10	protein_coding	chr12	120533480	120577594	chr12:120533480	RNF10	protein_coding	chr12	120533480	120577588	chr12:120533480	ENSG00000022840
ERCC6	1008.75769145671	0.153591183247301	0.080555142017251	1.90665895933012	0.0565647647916253	0.116244887626632	ENSG00000225830	ERCC6	protein_coding	chr10	49455368	49539538	chr10:49455368	ERCC6	protein_coding	chr10	49454168	49539538	chr10:49454168	ENSG00000225830
RTN3	9402.53332089942	0.0597127508129351	0.0313188704068064	1.90660614630462	0.0565716085883692	0.116246249028941	ENSG00000133318	RTN3	protein_coding	chr11	63681446	63759891	chr11:63681446	RTN3	protein_coding	chr11	63681446	63759891	chr11:63681446	ENSG00000133318
ESYT2	3571.71438889761	-0.0813806949314077	0.0426872585899624	-1.90643994530358	0.0565931503078058	0.11627193405878	ENSG00000117868	ESYT2	protein_coding	chr7	158730995	158830253	chr7:158730995	ESYT2	protein_coding	chr7	158730995	158830253	chr7:158730995	ENSG00000117868
UBP1	3072.84701006214	-0.0817212782088498	0.0428664838606519	-1.90641430900899	0.0565964736985044	0.11627193405878	ENSG00000153560	UBP1	protein_coding	chr3	33388336	33441371	chr3:33388336	UBP1	protein_coding	chr3	33388336	33441371	chr3:33388336	ENSG00000153560
RP11-809O17.1	50.4074611667441	-0.540710166029907	0.283668145403263	-1.90613635965799	0.056632516412578	0.116312392663405	ENSG00000253210	RP11-809O17.1	antisense	chr8	141126044	141129961	chr8:141126044	DENND3-AS1	lncRNA	chr8	141124678	141130070	chr8:141124678	ENSG00000253210
DPH7	1217.04801012071	0.125169165583242	0.0656783883022283	1.90578923781227	0.0566775558018563	0.116387651715408	ENSG00000148399	DPH7	protein_coding	chr9	137554904	137578935	chr9:137554904	DPH7	protein_coding	chr9	137554444	137578925	chr9:137554444	ENSG00000148399
C5orf63	441.498977448868	0.230105070915731	0.120773350036377	1.90526362683839	0.0567458110639395	0.116502371492189	ENSG00000164241	C5orf63	protein_coding	chr5	127042558	127073492	chr5:127042558	C5orf63	protein_coding	chr5	127045235	127073506	chr5:127045235	ENSG00000164241
MRPS24	2042.41034400411	0.0964221298393254	0.0506239887185803	1.90467271110022	0.0568226283931482	0.116634615756554	ENSG00000062582	MRPS24	protein_coding	chr7	43866558	43869893	chr7:43866558	MRPS24	protein_coding	chr7	43866558	43869893	chr7:43866558	ENSG00000062582
HOXC13-AS	158.964206897549	-0.324529272958723	0.17051708825173	-1.90320674769926	0.0570135730349833	0.117013778729226	ENSG00000249641	HOXC13-AS	antisense	chr12	53935328	53939643	chr12:53935328	HOXC13-AS	lncRNA	chr12	53935328	53939643	chr12:53935328	ENSG00000249641
SLC39A12-AS1	232.074889170931	0.252662625776757	0.132778989952798	1.90288106474207	0.0570560662743108	0.11708821282788	ENSG00000226083	SLC39A12-AS1	antisense	chr10	18001786	18010562	chr10:18001786	SLC39A12-AS1	lncRNA	chr10	18001786	18010562	chr10:18001786	ENSG00000226083
