Row.names	SRR5931679	SRR5931680	SRR5931681	median_TPM	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
HNRNPR	100.509059	115.292022	114.761613	114.761613	ENSG00000125944	protein_coding	chr1	23303771	23344336	chr1:23303771	HNRNPR	protein_coding	chr1	23303771	23344336	chr1:23303771	ENSG00000125944
HNRNPU	270.0559	300.8143	300.8579	300.8143	ENSG00000153187	protein_coding	chr1	244851166	244864542	chr1:244851166	HNRNPU	protein_coding	chr1	244840638	244864560	chr1:244840638	ENSG00000153187
HNRNPUL1	43.4511176	48.8868766	50.22374	48.8868766	ENSG00000105323	protein_coding	chr19	41262496	41307598	chr19:41262496	HNRNPUL1	protein_coding	chr19	41262496	41307787	chr19:41262496	ENSG00000105323
HNRNPUL2	37.0689	41.8041	39.2298	39.2298	ENSG00000214753	protein_coding	chr11	62712630	62727349	chr11:62712630	HNRNPUL2	protein_coding	chr11	62712630	62727457	chr11:62712630	ENSG00000214753
HNRNPUL2-BSCL2	37.5623	39.7713	41.0187	39.7713	ENSG00000234857	protein_coding	chr11	62690275	62727384	chr11:62690275	HNRNPUL2-BSCL2	protein_coding	chr11	62690275	62727384	chr11:62690275	ENSG00000234857
HOGA1	2.57815	2.77027	2.618549	2.618549	ENSG00000241935	protein_coding	chr10	97584323	97612802	chr10:97584323	HOGA1	protein_coding	chr10	97584323	97612802	chr10:97584323	ENSG00000241935
HOMER1	21.7031	20.850861	22.05221	21.7031	ENSG00000152413	protein_coding	chr5	79372636	79514217	chr5:79372636	HOMER1	protein_coding	chr5	79372636	79514134	chr5:79372636	ENSG00000152413
HOMER2	48.8077	53.41994	52.8489	52.8489	ENSG00000103942	protein_coding	chr15	82836946	82986153	chr15:82836946	HOMER2	protein_coding	chr15	82836946	82986153	chr15:82836946	ENSG00000103942
HOMER3	10.441114	10.7599797	12.19991	10.7599797	ENSG00000051128	protein_coding	chr19	18929201	18941261	chr19:18929201	HOMER3	protein_coding	chr19	18929201	18941261	chr19:18929201	ENSG00000051128
HOMEZ	2.258804	2.53705	2.54113	2.53705	ENSG00000215271	protein_coding	chr14	23272422	23299447	chr14:23272422	HOMEZ	protein_coding	chr14	23272422	23299447	chr14:23272422	ENSG00000215271
HOOK1	34.8968	40.5013	40.8215	40.5013	ENSG00000134709	protein_coding	chr1	59814786	59876378	chr1:59814786	HOOK1	protein_coding	chr1	59814786	59876322	chr1:59814786	ENSG00000134709
HOOK2	32.78794	30.29692	31.54744	31.54744	ENSG00000095066	protein_coding	chr19	12763003	12872740	chr19:12763003	HOOK2	protein_coding	chr19	12763003	12872740	chr19:12763003	ENSG00000095066
HOOK3	7.07438	8.33909	8.11886	8.11886	ENSG00000168172	protein_coding	chr8	42896932	43030539	chr8:42896932	HOOK3	protein_coding	chr8	42896946	43030535	chr8:42896946	ENSG00000168172
HOTAIRM1	2.335636	2.81505	3.2466	2.81505	ENSG00000233429	antisense	chr7	27095647	27100265	chr7:27095647	HOTAIRM1	lncRNA	chr7	27095647	27100265	chr7:27095647	ENSG00000233429
HOXA10	22.443601	24.748641	26.48831	24.748641	ENSG00000253293	protein_coding	chr7	27170591	27180261	chr7:27170591	HOXA10	protein_coding	chr7	27170605	27180261	chr7:27170605	ENSG00000253293
HOXA11	5.90722	5.83797	5.80928	5.83797	ENSG00000005073	protein_coding	chr7	27181510	27185223	chr7:27181510	HOXA11	protein_coding	chr7	27181157	27185232	chr7:27181157	ENSG00000005073
HOXA11-AS	4.15415	4.41121	4.61851	4.41121	ENSG00000240990	antisense	chr7	27184518	27189293	chr7:27184518	HOXA11-AS	lncRNA	chr7	27184507	27189298	chr7:27184507	ENSG00000240990
HOXA13	1.50533	1.76152	1.74913	1.74913	ENSG00000106031	protein_coding	chr7	27193503	27200106	chr7:27193503	HOXA13	protein_coding	chr7	27193503	27200091	chr7:27193503	ENSG00000106031
HOXA4	1.6695600224511	1.52934	1.91043	1.6695600224511	ENSG00000197576	protein_coding	chr7	27128507	27130799	chr7:27128507	HOXA4	protein_coding	chr7	27128507	27130780	chr7:27128507	ENSG00000197576
HOXA5	3.46514	4.51532	4.65216	4.51532	ENSG00000106004	protein_coding	chr7	27141052	27143668	chr7:27141052	HOXA5	protein_coding	chr7	27141052	27143681	chr7:27141052	ENSG00000106004
HOXA6	1.641	1.9061	2.48644	1.9061	ENSG00000106006	protein_coding	chr7	27145396	27150603	chr7:27145396	HOXA6	protein_coding	chr7	27145396	27150603	chr7:27145396	ENSG00000106006
HOXB-AS3	2.019468	2.2067862	2.087893	2.087893	ENSG00000233101	antisense	chr17	48549630	48606414	chr17:48549630	HOXB-AS3	lncRNA	chr17	48549630	48606414	chr17:48549630	ENSG00000233101
HOXB13	84.1783	89.3406	93.2259	89.3406	ENSG00000159184	protein_coding	chr17	48724763	48729178	chr17:48724763	HOXB13	protein_coding	chr17	48724763	48728750	chr17:48724763	ENSG00000159184
HOXB6	1.60772	1.379274	1.46712	1.46712	ENSG00000108511	protein_coding	chr17	48595751	48604992	chr17:48595751	HOXB6	protein_coding	chr17	48595751	48604992	chr17:48595751	ENSG00000108511
HOXB7	6.71941	8.02081	7.94008	7.94008	ENSG00000260027	protein_coding	chr17	48607227	48633572	chr17:48607227	HOXB7	protein_coding	chr17	48607232	48633572	chr17:48607232	ENSG00000260027
HOXB9	1.59715	1.66181	1.40142	1.59715	ENSG00000170689	protein_coding	chr17	48621159	48626356	chr17:48621159	HOXB9	protein_coding	chr17	48621156	48626358	chr17:48621156	ENSG00000170689
HOXC-AS1	1.4785	1.34826	0.86149	1.34826	ENSG00000250451	antisense	chr12	53999022	54000010	chr12:53999022	HOXC-AS1	lncRNA	chr12	53999022	54000010	chr12:53999022	ENSG00000250451
HOXC12	2.95009	3.09188	3.38917	3.09188	ENSG00000123407	protein_coding	chr12	53954834	53958956	chr12:53954834	HOXC12	protein_coding	chr12	53954903	53958956	chr12:53954903	ENSG00000123407
HOXC13	5.58953	5.81909	6.15734	5.81909	ENSG00000123364	protein_coding	chr12	53938765	53946544	chr12:53938765	HOXC13	protein_coding	chr12	53938831	53946544	chr12:53938831	ENSG00000123364
HOXC13-AS	3.85399	4.31879	4.80459	4.31879	ENSG00000249641	antisense	chr12	53935328	53939643	chr12:53935328	HOXC13-AS	lncRNA	chr12	53935328	53939643	chr12:53935328	ENSG00000249641
HOXC4	2.60174	2.46647	2.641667	2.60174	ENSG00000198353	protein_coding	chr12	54016931	54056030	chr12:54016931	HOXC4	protein_coding	chr12	54016931	54056030	chr12:54016931	ENSG00000198353
HOXC6	21.58113	23.46837	22.35574	22.35574	ENSG00000197757	protein_coding	chr12	53990624	54030823	chr12:53990624	HOXC6	protein_coding	chr12	53990624	54030823	chr12:53990624	ENSG00000197757
HOXC8	3.31599	3.39336	3.27353	3.31599	ENSG00000037965	protein_coding	chr12	54009106	54012362	chr12:54009106	HOXC8	protein_coding	chr12	54008985	54012769	chr12:54008985	ENSG00000037965
HOXC9	3.68768	4.37098	5.36659	4.37098	ENSG00000180806	protein_coding	chr12	53994895	54003337	chr12:53994895	HOXC9	protein_coding	chr12	53994895	54003337	chr12:53994895	ENSG00000180806
HOXD13	1.52279	1.77463	2.317	1.77463	ENSG00000128714	protein_coding	chr2	176092891	176095938	chr2:176092891	HOXD13	protein_coding	chr2	176092721	176095944	chr2:176092721	ENSG00000128714
HP	3.97277	3.4419422	3.73999	3.73999	ENSG00000257017	protein_coding	chr16	72054592	72061055	chr16:72054592	HP	protein_coding	chr16	72054505	72061055	chr16:72054505	ENSG00000257017
HP1BP3	46.64194	50.43172	50.94649	50.43172	ENSG00000127483	protein_coding	chr1	20742661	20787323	chr1:20742661	HP1BP3	protein_coding	chr1	20740266	20787323	chr1:20740266	ENSG00000127483
HPCAL1	14.80941840741	14.5571505715	15.87196	14.80941840741	ENSG00000115756	protein_coding	chr2	10302889	10427617	chr2:10302889	HPCAL1	protein_coding	chr2	10302889	10427617	chr2:10302889	ENSG00000115756
HPN	29.95288	30.15877	31.14589	30.15877	ENSG00000105707	protein_coding	chr19	35040506	35066571	chr19:35040506	HPN	protein_coding	chr19	35040506	35066573	chr19:35040506	ENSG00000105707
HPN-AS1	2.72534	2.55637	3.07839	2.72534	ENSG00000227392	antisense	chr19	35059059	35106304	chr19:35059059	HPN-AS1	lncRNA	chr19	35042902	35106307	chr19:35042902	ENSG00000227392
HPR	17.650600418271	17.87754	18.6425	17.87754	ENSG00000261701	protein_coding	chr16	72063224	72077246	chr16:72063224	HPR	protein_coding	chr16	72063148	72077246	chr16:72063148	ENSG00000261701
HPRT1	61.3375	68.6344	68.3215	68.3215	ENSG00000165704	protein_coding	chrX	134460153	134520513	chrX:134460153	HPRT1	protein_coding	chrX	134460165	134520513	chrX:134460165	ENSG00000165704
HPS1	8.134566	9.13899	9.305218	9.13899	ENSG00000107521	protein_coding	chr10	98416198	98446947	chr10:98416198	HPS1	protein_coding	chr10	98410939	98446963	chr10:98410939	ENSG00000107521
HPS3	17.13635	18.75128	19.9669	18.75128	ENSG00000163755	protein_coding	chr3	149129584	149173732	chr3:149129584	HPS3	protein_coding	chr3	149129638	149173732	chr3:149129638	ENSG00000163755
HPS4	13.5041	14.2259205	14.94528	14.2259205	ENSG00000100099	protein_coding	chr22	26443423	26483837	chr22:26443423	HPS4	protein_coding	chr22	26443107	26483931	chr22:26443107	ENSG00000100099
HPS5	15.196767	16.442074	16.035079	16.035079	ENSG00000110756	protein_coding	chr11	18278668	18322198	chr11:18278668	HPS5	protein_coding	chr11	18278668	18322198	chr11:18278668	ENSG00000110756
HPS6	10.3452	11.2085	11.6099	11.2085	ENSG00000166189	protein_coding	chr10	102065390	102068038	chr10:102065390	HPS6	protein_coding	chr10	102065349	102068036	chr10:102065349	ENSG00000166189
HPSE	1.882725	1.43903400161936	1.461516	1.461516	ENSG00000173083	protein_coding	chr4	83292461	83335153	chr4:83292461	HPSE	protein_coding	chr4	83292461	83335153	chr4:83292461	ENSG00000173083
HPX	1.941365	1.75563	2.168716	1.941365	ENSG00000110169	protein_coding	chr11	6431049	6442617	chr11:6431049	HPX	protein_coding	chr11	6431049	6442617	chr11:6431049	ENSG00000110169
HRAS	62.13652	63.50369	69.90092	63.50369	ENSG00000174775	protein_coding	chr11	532242	537287	chr11:532242	HRAS	protein_coding	chr11	532242	537321	chr11:532242	ENSG00000174775
HRAT17	5.03656	4.1175	2.84939	4.1175	ENSG00000234520	lincRNA	chr7	112954646	112995634	chr7:112954646	HRAT17	lncRNA	chr7	112953282	112995696	chr7:112953282	ENSG00000234520
HRSP12	36.3049	41.5302	40.7614	40.7614	ENSG00000132541	protein_coding	chr8	98102344	98117241	chr8:98102344	RIDA	protein_coding	chr8	98102344	98117171	chr8:98102344	ENSG00000132541
HS1BP3	12.715786	15.632814	13.59299	13.59299	ENSG00000118960	protein_coding	chr2	20560448	20651089	chr2:20560448	HS1BP3	protein_coding	chr2	20560448	20651130	chr2:20560448	ENSG00000118960
HS2ST1	19.15614	21.38202	21.21753	21.21753	ENSG00000153936	protein_coding	chr1	86914648	87109998	chr1:86914648	HS2ST1	protein_coding	chr1	86914635	87109982	chr1:86914635	ENSG00000153936
HS6ST1	15.1497	16.3676	17.747	16.3676	ENSG00000136720	protein_coding	chr2	128236716	128318577	chr2:128236716	HS6ST1	protein_coding	chr2	128236716	128318868	chr2:128236716	ENSG00000136720
HS6ST2	1.808249	1.7411479	1.616857	1.7411479	ENSG00000171004	protein_coding	chrX	132626016	132961395	chrX:132626016	HS6ST2	protein_coding	chrX	132626015	132961395	chrX:132626015	ENSG00000171004
HSBP1	46.2724	59.8627	56.4746	56.4746	ENSG00000230989	protein_coding	chr16	83807843	83819737	chr16:83807843	HSBP1	protein_coding	chr16	83719311	83819737	chr16:83719311	ENSG00000230989
HSBP1L1	42.2691	42.5701	45.0203	42.5701	ENSG00000226742	protein_coding	chr18	79964561	79970822	chr18:79964561	HSBP1L1	protein_coding	chr18	79964582	79970822	chr18:79964582	ENSG00000226742
HSCB	11.60035	11.59318	11.63808	11.60035	ENSG00000100209	protein_coding	chr22	28742031	28757515	chr22:28742031	HSCB	protein_coding	chr22	28742039	28757515	chr22:28742039	ENSG00000100209
HSD11B1L	1.94943007	2.7207583	2.6104605	2.6104605	ENSG00000167733	protein_coding	chr19	5680604	5688523	chr19:5680604	HSD11B1L	protein_coding	chr19	5680604	5688523	chr19:5680604	ENSG00000167733
HSD11B2	13.6218	13.6652	14.176	13.6652	ENSG00000176387	protein_coding	chr16	67430652	67437553	chr16:67430652	HSD11B2	protein_coding	chr16	67430652	67437553	chr16:67430652	ENSG00000176387
HSD17B1	3.933807	3.6440651	3.672844	3.672844	ENSG00000108786	protein_coding	chr17	42549214	42555213	chr17:42549214	HSD17B1	protein_coding	chr17	42552922	42555214	chr17:42552922	ENSG00000108786
HSD17B10	123.495172	123.131508	133.223355	123.495172	ENSG00000072506	protein_coding	chrX	53431258	53434373	chrX:53431258	HSD17B10	protein_coding	chrX	53431258	53434370	chrX:53431258	ENSG00000072506
HSD17B11	8.44291	9.627155	8.60036	8.60036	ENSG00000198189	protein_coding	chr4	87336610	87391386	chr4:87336610	HSD17B11	protein_coding	chr4	87336515	87391188	chr4:87336515	ENSG00000198189
HSD17B12	24.0179	28.3884086	28.044	28.044	ENSG00000149084	protein_coding	chr11	43556436	43856617	chr11:43556436	HSD17B12	protein_coding	chr11	43680680	43856617	chr11:43680680	ENSG00000149084
HSD17B4	111.909406	122.60214	128.5513517	122.60214	ENSG00000133835	protein_coding	chr5	119452443	119637199	chr5:119452443	HSD17B4	protein_coding	chr5	119452465	119637199	chr5:119452465	ENSG00000133835
HSD17B6	2.501099	3.045451	2.96017093178	2.96017093178	ENSG00000025423	protein_coding	chr12	56752161	56787790	chr12:56752161	HSD17B6	protein_coding	chr12	56752161	56787790	chr12:56752161	ENSG00000025423
HSD17B7	14.253071	14.682063	14.88676	14.682063	ENSG00000132196	protein_coding	chr1	162790702	162812817	chr1:162790702	HSD17B7	protein_coding	chr1	162790702	162812823	chr1:162790702	ENSG00000132196
HSD17B8	19.9521	20.3826	19.4146	19.9521	ENSG00000204228	protein_coding	chr6	33204642	33206831	chr6:33204642	HSD17B8	protein_coding	chr6	33204655	33206831	chr6:33204655	ENSG00000204228
HSD3B7	9.853962	9.577993	11.574766	9.853962	ENSG00000099377	protein_coding	chr16	30985207	30989152	chr16:30985207	HSD3B7	protein_coding	chr16	30985207	30989147	chr16:30985207	ENSG00000099377
HSDL1	12.086952	12.815489	12.7191	12.7191	ENSG00000103160	protein_coding	chr16	84122146	84145192	chr16:84122146	HSDL1	protein_coding	chr16	84122141	84145192	chr16:84122141	ENSG00000103160
HSDL2	28.483629	31.59759	32.39086	31.59759	ENSG00000119471	protein_coding	chr9	112379937	112472410	chr9:112379937	HSDL2	protein_coding	chr9	112380080	112472405	chr9:112380080	ENSG00000119471
HSF1	50.37316	53.72903	55.1029	53.72903	ENSG00000185122	protein_coding	chr8	144291591	144314722	chr8:144291591	HSF1	protein_coding	chr8	144291591	144314720	chr8:144291591	ENSG00000185122
HSF2	11.41343	11.9291	11.48802	11.48802	ENSG00000025156	protein_coding	chr6	122399546	122433119	chr6:122399546	HSF2	protein_coding	chr6	122399551	122433119	chr6:122399551	ENSG00000025156
HSF2BP	1.3511	1.29191	1.65535	1.3511	ENSG00000160207	protein_coding	chr21	43529192	43659493	chr21:43529192	HSF2BP	protein_coding	chr21	43529186	43659488	chr21:43529186	ENSG00000160207
HSF4	10.72029	10.69299	10.21562	10.69299	ENSG00000102878	protein_coding	chr16	67164681	67169945	chr16:67164681	HSF4	protein_coding	chr16	67164681	67169945	chr16:67164681	ENSG00000102878
HSH2D	3.582312	3.513631	2.945778	3.513631	ENSG00000196684	protein_coding	chr19	16134028	16158575	chr19:16134028	HSH2D	protein_coding	chr19	16134028	16158575	chr19:16134028	ENSG00000196684
HSP90AA1	1811.21683	1982.71287	2024.76868	1982.71287	ENSG00000080824	protein_coding	chr14	102080738	102139699	chr14:102080738	HSP90AA1	protein_coding	chr14	102080742	102139699	chr14:102080742	ENSG00000080824
HSP90AB1	1484.110197	1545.50273	1594.17835	1545.50273	ENSG00000096384	protein_coding	chr6	44246166	44253888	chr6:44246166	HSP90AB1	protein_coding	chr6	44246166	44253888	chr6:44246166	ENSG00000096384
HSP90B1	688.75711	750.847507	758.712	750.847507	ENSG00000166598	protein_coding	chr12	103930107	103953645	chr12:103930107	HSP90B1	protein_coding	chr12	103930107	103953931	chr12:103930107	ENSG00000166598
HSPA12A	0.968478	1.12949	1.03031	1.03031	ENSG00000165868	protein_coding	chr10	116671192	116742574	chr10:116671192	HSPA12A	protein_coding	chr10	116671192	116850251	chr10:116671192	ENSG00000165868
HSPA13	28.2642	30.4919	30.8751	30.4919	ENSG00000155304	protein_coding	chr21	14371115	14383484	chr21:14371115	HSPA13	protein_coding	chr21	14371115	14383484	chr21:14371115	ENSG00000155304
HSPA14	47.0977	51.5547	55.5735	51.5547	ENSG00000187522	protein_coding	chr10	14838164	14871741	chr10:14838164	HSPA14	protein_coding	chr10	14838306	14871741	chr10:14838306	ENSG00000187522
HSPA1B	212.232	228.546	235.444	228.546	ENSG00000204388	protein_coding	chr6	31827735	31830255	chr6:31827735	HSPA1B	protein_coding	chr6	31827738	31830254	chr6:31827738	ENSG00000204388
HSPA1L	1.1717	1.16335	1.4874	1.1717	ENSG00000204390	protein_coding	chr6	31809619	31815065	chr6:31809619	HSPA1L	protein_coding	chr6	31809619	31815283	chr6:31809619	ENSG00000204390
HSPA4	169.866917	186.93505	192.6748	186.93505	ENSG00000170606	protein_coding	chr5	133051962	133106449	chr5:133051962	HSPA4	protein_coding	chr5	133052013	133106449	chr5:133052013	ENSG00000170606
HSPA4L	27.1895	31.93709	33.46384	31.93709	ENSG00000164070	protein_coding	chr4	127781821	127840733	chr4:127781821	HSPA4L	protein_coding	chr4	127781821	127840733	chr4:127781821	ENSG00000164070
HSPA5	622.048	659.66	694.968	659.66	ENSG00000044574	protein_coding	chr9	125234853	125241330	chr9:125234853	HSPA5	protein_coding	chr9	125234853	125241382	chr9:125234853	ENSG00000044574
HSPA8	1740.861245	1853.38008	1909.85372	1853.38008	ENSG00000109971	protein_coding	chr11	123057489	123063230	chr11:123057489	HSPA8	protein_coding	chr11	123057489	123063230	chr11:123057489	ENSG00000109971
HSPA9	186.607	201.5	206.322	201.5	ENSG00000113013	protein_coding	chr5	138554882	138575444	chr5:138554882	HSPA9	protein_coding	chr5	138553756	138575675	chr5:138553756	ENSG00000113013
HSPB1	882.7703	932.5608	1000.1649	932.5608	ENSG00000106211	protein_coding	chr7	76302544	76304295	chr7:76302544	HSPB1	protein_coding	chr7	76302673	76304295	chr7:76302673	ENSG00000106211
HSPB11	86.86677	106.75697	107.19634	106.75697	ENSG00000081870	protein_coding	chr1	53916574	53945929	chr1:53916574	HSPB11	protein_coding	chr1	53916574	53945699	chr1:53916574	ENSG00000081870
HSPBAP1	6.73076	6.55366	7.26677	6.73076	ENSG00000169087	protein_coding	chr3	122740003	122793824	chr3:122740003	HSPBAP1	protein_coding	chr3	122739999	122793831	chr3:122739999	ENSG00000169087
HSPBP1	24.416889	27.23819	27.62876	27.23819	ENSG00000133265	protein_coding	chr19	55262231	55280381	chr19:55262231	HSPBP1	protein_coding	chr19	55262223	55280381	chr19:55262223	ENSG00000133265
HSPD1	1034.154	1150.853	1141.368	1141.368	ENSG00000144381	protein_coding	chr2	197486581	197516737	chr2:197486581	HSPD1	protein_coding	chr2	197486584	197516737	chr2:197486584	ENSG00000144381
HSPE1	891.940653	998.282985	956.45402	956.45402	ENSG00000115541	protein_coding	chr2	197499994	197503457	chr2:197499994	HSPE1	protein_coding	chr2	197500140	197503449	chr2:197500140	ENSG00000115541
HSPE1-MOB4	19.4476	24.8761	25.3356	24.8761	ENSG00000270757	protein_coding	chr2	197500413	197550726	chr2:197500413	HSPE1-MOB4	protein_coding	chr2	197500413	197550726	chr2:197500413	ENSG00000270757
HSPG2	1.23996	1.25414	1.27538	1.25414	ENSG00000142798	protein_coding	chr1	21822245	21937297	chr1:21822245	HSPG2	protein_coding	chr1	21822244	21937310	chr1:21822244	ENSG00000142798
HSPH1	319.991301	357.724484	370.065096	357.724484	ENSG00000120694	protein_coding	chr13	31134974	31162388	chr13:31134974	HSPH1	protein_coding	chr13	31134973	31162388	chr13:31134973	ENSG00000120694
HTATSF1	47.0227	52.6725	53.6482	52.6725	ENSG00000102241	protein_coding	chrX	136497079	136512346	chrX:136497079	HTATSF1	protein_coding	chrX	136497079	136512346	chrX:136497079	ENSG00000102241
HTN1	1.06416	1.16462	2.23911	1.16462	ENSG00000126550	protein_coding	chr4	70050402	70058845	chr4:70050402	HTN1	protein_coding	chr4	70050438	70058848	chr4:70050438	ENSG00000126550
HTN3	2.14251	2.21129	1.73135	2.14251	ENSG00000205649	protein_coding	chr4	70028413	70036538	chr4:70028413	HTN3	protein_coding	chr4	70028455	70036538	chr4:70028455	ENSG00000205649
HTR3A	3.529256	3.718564	3.76465	3.718564	ENSG00000166736	protein_coding	chr11	113974881	113990313	chr11:113974881	HTR3A	protein_coding	chr11	113975075	113990313	chr11:113975075	ENSG00000166736
HTRA2	10.91834	10.95468	11.92205	10.95468	ENSG00000115317	protein_coding	chr2	74529377	74533348	chr2:74529377	HTRA2	protein_coding	chr2	74529596	74533350	chr2:74529596	ENSG00000115317
HTRA4	0.950597	1.02063	1.25786	1.02063	ENSG00000169495	protein_coding	chr8	38974164	38988662	chr8:38974164	HTRA4	protein_coding	chr8	38974228	38988663	chr8:38974228	ENSG00000169495
HTT	8.02407	8.96661	9.15498	8.96661	ENSG00000197386	protein_coding	chr4	3074681	3243959	chr4:3074681	HTT	protein_coding	chr4	3041363	3243957	chr4:3041363	ENSG00000197386
HUS1	26.483	26.27928	27.55185	26.483	ENSG00000136273	protein_coding	chr7	47695730	47979581	chr7:47695730	HUS1	protein_coding	chr7	47963288	47979615	chr7:47963288	ENSG00000136273
HUWE1	42.42867	46.63893	48.85363	46.63893	ENSG00000086758	protein_coding	chrX	53532096	53686729	chrX:53532096	HUWE1	protein_coding	chrX	53532096	53686728	chrX:53532096	ENSG00000086758
HYAL2	19.870545	21.30807	24.201348	21.30807	ENSG00000068001	protein_coding	chr3	50317790	50322906	chr3:50317790	HYAL2	protein_coding	chr3	50317790	50322782	chr3:50317790	ENSG00000068001
HYAL3	9.756086	9.7822730047165	9.5721882	9.756086	ENSG00000186792	protein_coding	chr3	50292831	50299468	chr3:50292831	HYAL3	protein_coding	chr3	50292831	50299405	chr3:50292831	ENSG00000186792
HYDIN	0.9221076	1.14897272	1.011211	1.011211	ENSG00000157423	protein_coding	chr16	70807378	71230722	chr16:70807378	HYDIN	protein_coding	chr16	70802084	71230722	chr16:70802084	ENSG00000157423
HYI	4.352297	4.195929	4.64381	4.352297	ENSG00000178922	protein_coding	chr1	43451003	43453989	chr1:43451003	HYI	protein_coding	chr1	43450989	43453989	chr1:43450989	ENSG00000178922
HYI-AS1	1.53938	3.17538	1.8536	1.8536	ENSG00000229348	antisense	chr1	43453927	43456995	chr1:43453927	HYI-AS1	lncRNA	chr1	43453927	43456995	chr1:43453927	ENSG00000229348
HYKK	11.388368	11.511019	12.704254	11.511019	ENSG00000188266	protein_coding	chr15	78507564	78537372	chr15:78507564	HYKK	protein_coding	chr15	78507564	78537372	chr15:78507564	ENSG00000188266
HYLS1	5.825067	6.5529	7.314276	6.5529	ENSG00000198331	protein_coding	chr11	125883614	125900648	chr11:125883614	HYLS1	protein_coding	chr11	125883614	125900646	chr11:125883614	ENSG00000198331
HYOU1	131.1744681	141.483322	144.937918	141.483322	ENSG00000149428	protein_coding	chr11	119044189	119057202	chr11:119044189	HYOU1	protein_coding	chr11	119044188	119057227	chr11:119044188	ENSG00000149428
HYPK	151.852337	177.1644243	173.45482	173.45482	ENSG00000242028	protein_coding	chr15	43796142	43803043	chr15:43796142	HYPK	protein_coding	chr15	43796142	43804427	chr15:43796142	ENSG00000242028
IAH1	43.9874	43.6858	42.72025	43.6858	ENSG00000134330	protein_coding	chr2	9473658	9496543	chr2:9473658	IAH1	protein_coding	chr2	9473658	9496543	chr2:9473658	ENSG00000134330
IARS	110.77769	119.20097	123.616505	119.20097	ENSG00000196305	protein_coding	chr9	92210207	92293756	chr9:92210207	IARS1	protein_coding	chr9	92210207	92293854	chr9:92210207	ENSG00000196305
IARS2	80.1443	84.3539	84.7769	84.3539	ENSG00000067704	protein_coding	chr1	220094102	220148041	chr1:220094102	IARS2	protein_coding	chr1	220094132	220148041	chr1:220094132	ENSG00000067704
IBA57	3.92069	4.03292	3.92836	3.92836	ENSG00000181873	protein_coding	chr1	228165815	228182257	chr1:228165815	IBA57	protein_coding	chr1	228165804	228182257	chr1:228165804	ENSG00000181873
IBTK	26.9448300759826	29.349031	29.704577431	29.349031	ENSG00000005700	protein_coding	chr6	82169983	82247754	chr6:82169983	IBTK	protein_coding	chr6	82169986	82247754	chr6:82169986	ENSG00000005700
ICA1	30.745261	34.160630287	34.2010900310417	34.160630287	ENSG00000003147	protein_coding	chr7	8113184	8262687	chr7:8113184	ICA1	protein_coding	chr7	8113184	8262687	chr7:8113184	ENSG00000003147
ICAM1	5.855490973	6.882311	6.699499	6.699499	ENSG00000090339	protein_coding	chr19	10270835	10286615	chr19:10270835	ICAM1	protein_coding	chr19	10271093	10286615	chr19:10271093	ENSG00000090339
ICAM3	5.16605	4.96197	6.174587	5.16605	ENSG00000076662	protein_coding	chr19	10333776	10339823	chr19:10333776	ICAM3	protein_coding	chr19	10333776	10339661	chr19:10333776	ENSG00000076662
ICAM5	4.90789	4.95749	5.01531	4.95749	ENSG00000105376	protein_coding	chr19	10289981	10296778	chr19:10289981	ICAM5	protein_coding	chr19	10289952	10296778	chr19:10289952	ENSG00000105376
ICE1	13.1066	14.6796	14.7581	14.6796	ENSG00000164151	protein_coding	chr5	5420664	5490234	chr5:5420664	ICE1	protein_coding	chr5	5420664	5490220	chr5:5420664	ENSG00000164151
ICE2	25.22948	27.9452	27.15987	27.15987	ENSG00000128915	protein_coding	chr15	60419609	60479160	chr15:60419609	ICE2	protein_coding	chr15	60419609	60479160	chr15:60419609	ENSG00000128915
ICK	23.38391	25.58011	25.8555	25.58011	ENSG00000112144	protein_coding	chr6	53001279	53061802	chr6:53001279	CILK1	protein_coding	chr6	53001279	53061824	chr6:53001279	ENSG00000112144
ICMT	44.1825	48.9111	50.4256	48.9111	ENSG00000116237	protein_coding	chr1	6221193	6235972	chr1:6221193	ICMT	protein_coding	chr1	6221193	6235972	chr1:6221193	ENSG00000116237
ICOSLG	1.518107	1.677264	1.914677	1.677264	ENSG00000160223	protein_coding	chr21	44222991	44240966	chr21:44222991	ICOSLG	protein_coding	chr21	44215382	44241446	chr21:44215382	ENSG00000160223
ICT1	102.536	107.709	117.541	107.709	ENSG00000167862	protein_coding	chr17	75012670	75021261	chr17:75012670	MRPL58	protein_coding	chr17	75012670	75021261	chr17:75012670	ENSG00000167862
ID1	101.52617	103.24601	116.61311	103.24601	ENSG00000125968	protein_coding	chr20	31605283	31606515	chr20:31605283	ID1	protein_coding	chr20	31605283	31606515	chr20:31605283	ENSG00000125968
ID2	37.0082	41.12396	43.54719	41.12396	ENSG00000115738	protein_coding	chr2	8678845	8684453	chr2:8678845	ID2	protein_coding	chr2	8678845	8684461	chr2:8678845	ENSG00000115738
ID3	54.8903	58.362	62.0895	58.362	ENSG00000117318	protein_coding	chr1	23557918	23559794	chr1:23557918	ID3	protein_coding	chr1	23557926	23559501	chr1:23557926	ENSG00000117318
