baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	Gene	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
924.678727993854	-0.338414527379129	0.07138896471957	-4.74043192401638	2.13263099291347e-06	1.04416189671259e-05	ENSG00000044446	PHKA2	protein_coding	chrX	18892300	18984598	chrX:18892300	PHKA2	protein_coding	chrX	18892298	18984114	chrX:18892298	ENSG00000044446
2163.83118032585	0.247828542492057	0.0522833656957173	4.74010307474062	2.13609524083034e-06	1.04558581725808e-05	ENSG00000173875	ZNF791	protein_coding	chr19	12610918	12633840	chr19:12610918	ZNF791	protein_coding	chr19	12610918	12633840	chr19:12610918	ENSG00000173875
293.004789898813	-0.573541690941773	0.121109587005772	-4.7357249340999	2.18273465127353e-06	1.06741112467199e-05	ENSG00000148468	FAM171A1	protein_coding	chr10	15211643	15371062	chr10:15211643	FAM171A1	protein_coding	chr10	15211643	15371289	chr10:15211643	ENSG00000148468
641.550815170504	-0.384330440567391	0.0811559157799699	-4.73570456169072	2.1829539431503e-06	1.06741112467199e-05	ENSG00000133114	GPALPP1	protein_coding	chr13	44989529	45037669	chr13:44989529	GPALPP1	protein_coding	chr13	44989529	45037669	chr13:44989529	ENSG00000133114
2489.72667242996	-0.230384662448335	0.0486646793359195	-4.73412474082179	2.20002397703704e-06	1.07497831388075e-05	ENSG00000117751	PPP1R8	protein_coding	chr1	27830778	27851676	chr1:27830778	PPP1R8	protein_coding	chr1	27830782	27851676	chr1:27830782	ENSG00000117751
15977.8847558631	0.331300325798295	0.0699814898965631	4.73411363902051	2.20014438483835e-06	1.07497831388075e-05	ENSG00000198918	RPL39	protein_coding	chrX	119786504	119791643	chrX:119786504	RPL39	protein_coding	chrX	119786504	119791630	chrX:119786504	ENSG00000198918
2174.21061913052	0.238641844915974	0.0504310950980128	4.73203773291406	2.22277080053461e-06	1.08575136817802e-05	ENSG00000120071	KANSL1	protein_coding	chr17	46029916	46225374	chr17:46029916	KANSL1	protein_coding	chr17	46029916	46225389	chr17:46029916	ENSG00000120071
375.672745369659	-0.53317963568594	0.112684427334771	-4.73161774254691	2.22737559939132e-06	1.0877181387212e-05	ENSG00000164199	ADGRV1	protein_coding	chr5	90529344	91164221	chr5:90529344	ADGRV1	protein_coding	chr5	90529344	91164437	chr5:90529344	ENSG00000164199
1821.99673313159	-0.266121120426729	0.0562538156433651	-4.73072123878439	2.23723558547951e-06	1.09224954362741e-05	ENSG00000003249	DBNDD1	protein_coding	chr16	90004865	90020128	chr16:90004865	DBNDD1	protein_coding	chr16	90004871	90019890	chr16:90004871	ENSG00000003249
2667.31792818071	0.220999587228993	0.0467371184196352	4.72856681588111	2.26110218373435e-06	1.10332868882481e-05	ENSG00000074319	TSG101	protein_coding	chr11	18468336	18527232	chr11:18468336	TSG101	protein_coding	chr11	18468336	18526951	chr11:18468336	ENSG00000074319
992.224296395738	-0.316693473015879	0.0669981232811375	-4.72690065790306	2.27972726068021e-06	1.11126363049124e-05	ENSG00000002586	CD99	protein_coding	chrX	2691179	2741309	chrX:2691179	CD99	protein_coding	chrX	2691187	2741309	chrX:2691187	ENSG00000002586
2489.94232328994	-0.226509552923431	0.0479315624792174	-4.72568681694121	2.29338879199186e-06	1.11734377259582e-05	ENSG00000109436	TBC1D9	protein_coding	chr4	140620765	140756120	chr4:140620765	TBC1D9	protein_coding	chr4	140620782	140756385	chr4:140620782	ENSG00000109436
2333.14830761509	-0.240313313558902	0.0509205149910251	-4.71938105106081	2.36563324530471e-06	1.15134831291926e-05	ENSG00000138796	HADH	protein_coding	chr4	107989714	108035175	chr4:107989714	HADH	protein_coding	chr4	107989714	108035241	chr4:107989714	ENSG00000138796
3706.51068071654	-0.205778487607575	0.0436163261623655	-4.71792344090484	2.38264117679884e-06	1.15872640214324e-05	ENSG00000066322	ELOVL1	protein_coding	chr1	43363397	43368074	chr1:43363397	ELOVL1	protein_coding	chr1	43363398	43368074	chr1:43363398	ENSG00000066322
3082.32557802432	-0.196495113372107	0.0416493062233102	-4.71784841549493	2.38351977022513e-06	1.15885400203862e-05	ENSG00000175634	RPS6KB2	protein_coding	chr11	67428460	67435408	chr11:67428460	RPS6KB2	protein_coding	chr11	67428460	67435401	chr11:67428460	ENSG00000175634
3458.59965598431	-0.199822689909097	0.0423595986236238	-4.7172942237856	2.39001933549432e-06	1.16152340786905e-05	ENSG00000177106	EPS8L2	protein_coding	chr11	694438	727727	chr11:694438	EPS8L2	protein_coding	chr11	694438	727727	chr11:694438	ENSG00000177106
1604.63743100337	0.264353538402906	0.0560487523951291	4.71649282287825	2.39944827442915e-06	1.16569424564491e-05	ENSG00000136444	RSAD1	protein_coding	chr17	50478800	50485975	chr17:50478800	RSAD1	protein_coding	chr17	50478860	50485974	chr17:50478860	ENSG00000136444
649.707508376163	-0.393784777312824	0.0835229405017989	-4.7146900593657	2.42078951832576e-06	1.17575846285212e-05	ENSG00000132825	PPP1R3D	protein_coding	chr20	59936668	59940297	chr20:59936668	PPP1R3D	protein_coding	chr20	59936663	59940305	chr20:59936663	ENSG00000132825
3379.43426890676	-0.187994393631331	0.0398771529831967	-4.71433840100238	2.4249736615933e-06	1.17748656545116e-05	ENSG00000133065	SLC41A1	protein_coding	chr1	205789093	205813748	chr1:205789093	SLC41A1	protein_coding	chr1	205789094	205813748	chr1:205789094	ENSG00000133065
1118.15048455587	-0.334151841479108	0.0708832121867608	-4.71411821178047	2.42759707680046e-06	1.17845613387479e-05	ENSG00000205213	LGR4	protein_coding	chr11	27365961	27472775	chr11:27365961	LGR4	protein_coding	chr11	27365961	27472790	chr11:27365961	ENSG00000205213
1881.2287516187	-0.247901672380914	0.0526002628054887	-4.71293600371605	2.44172898839907e-06	1.18470473054265e-05	ENSG00000114982	KANSL3	protein_coding	chr2	96593170	96642787	chr2:96593170	KANSL3	protein_coding	chr2	96593170	96642787	chr2:96593170	ENSG00000114982
2418.63809823512	0.224897730069873	0.0477302675965876	4.71184724901797	2.45481360711971e-06	1.19074605869211e-05	ENSG00000167118	URM1	protein_coding	chr9	128371319	128392016	chr9:128371319	URM1	protein_coding	chr9	128371361	128392016	chr9:128371361	ENSG00000167118
869.658776563974	-0.358282273597354	0.0761053182848226	-4.70771664414423	2.50506986763008e-06	1.21449713664994e-05	ENSG00000165795	NDRG2	protein_coding	chr14	21016763	21070872	chr14:21016763	NDRG2	protein_coding	chr14	21016763	21070872	chr14:21016763	ENSG00000165795
2892.53517859618	-0.201083423998979	0.0427430059746603	-4.70447549052092	2.54519439037849e-06	1.23299654058367e-05	ENSG00000272325	NUDT3	protein_coding	chr6	34279679	34392674	chr6:34279679	NUDT3	protein_coding	chr6	34279679	34392669	chr6:34279679	ENSG00000272325
2606.31116103992	0.246788411629662	0.0524620364751304	4.70413327829261	2.54946670289715e-06	1.23474815386773e-05	ENSG00000099795	NDUFB7	protein_coding	chr19	14566078	14572062	chr19:14566078	NDUFB7	protein_coding	chr19	14566078	14572066	chr19:14566078	ENSG00000099795
8487.09748552388	-0.166483876796327	0.0353993747041199	-4.70301744558642	2.56344506620787e-06	1.24119845301507e-05	ENSG00000103335	PIEZO1	protein_coding	chr16	88715343	88785211	chr16:88715343	PIEZO1	protein_coding	chr16	88715338	88785220	chr16:88715338	ENSG00000103335
1775.15462128405	0.248140383321095	0.0527638088207227	4.7028519901626	2.5655240272838e-06	1.24188532450706e-05	ENSG00000180573	HIST1H2AC	protein_coding	chr6	26124145	26139116	chr6:26124145	H2AC6	protein_coding	chr6	26124145	26139116	chr6:26124145	ENSG00000180573
29484.9883821995	-0.151152659547015	0.0321759781508122	-4.69768654238099	2.63124833655131e-06	1.27271749529794e-05	ENSG00000111716	LDHB	protein_coding	chr12	21635342	21757857	chr12:21635342	LDHB	protein_coding	chr12	21635342	21757857	chr12:21635342	ENSG00000111716
3027.56440833485	0.212587738230811	0.0452557145828216	4.69747832269355	2.63393128758603e-06	1.27368762649377e-05	ENSG00000136819	C9orf78	protein_coding	chr9	129827290	129835863	chr9:129827290	C9orf78	protein_coding	chr9	129827290	129835863	chr9:129827290	ENSG00000136819
635.166769735326	-0.42356179399009	0.0901748883540755	-4.69711470367401	2.63862288650804e-06	1.27562832914319e-05	ENSG00000100299	ARSA	protein_coding	chr22	50622754	50628173	chr22:50622754	ARSA	protein_coding	chr22	50622754	50628173	chr22:50622754	ENSG00000100299
592.518351561872	0.399665527284386	0.0850986834791767	4.69649483334466	2.64663926737632e-06	1.27917496947518e-05	ENSG00000064012	CASP8	protein_coding	chr2	201233443	201287711	chr2:201233443	CASP8	protein_coding	chr2	201233443	201361836	chr2:201233443	ENSG00000064012
12563.3187809952	0.133412792194202	0.028434707696893	4.69189954812792	2.70680030370795e-06	1.30724413229409e-05	ENSG00000179010	MRFAP1	protein_coding	chr4	6640091	6642745	chr4:6640091	MRFAP1	protein_coding	chr4	6640091	6642729	chr4:6640091	ENSG00000179010
2075.8109990092	0.245744519792875	0.052388454699005	4.69081444002857	2.72119679657268e-06	1.31318519261857e-05	ENSG00000108963	DPH1	protein_coding	chr17	2030110	2043430	chr17:2030110	DPH1	protein_coding	chr17	2030137	2043898	chr17:2030137	ENSG00000108963
2263.23398467041	-0.25003294385169	0.0533180375535698	-4.68946261573255	2.7392347147819e-06	1.32155074515619e-05	ENSG00000137815	RTF1	protein_coding	chr15	41408408	41483563	chr15:41408408	RTF1	protein_coding	chr15	41408408	41483563	chr15:41408408	ENSG00000137815
1306.15601592671	-0.295423038198193	0.0630023004090996	-4.68908335536783	2.74431590959313e-06	1.32366260568885e-05	ENSG00000008853	RHOBTB2	protein_coding	chr8	22987417	23020199	chr8:22987417	RHOBTB2	protein_coding	chr8	22987417	23020509	chr8:22987417	ENSG00000008853
3227.32496830676	-0.231659304785846	0.0494113761713848	-4.68837993870742	2.7537639894896e-06	1.3278791175985e-05	ENSG00000163125	RPRD2	protein_coding	chr1	150363091	150476566	chr1:150363091	RPRD2	protein_coding	chr1	150363091	150476566	chr1:150363091	ENSG00000163125
2341.06253457177	0.233904636900235	0.0499262760077739	4.68500067707462	2.7995900709579e-06	1.34928474819155e-05	ENSG00000076924	XAB2	protein_coding	chr19	7619525	7629565	chr19:7619525	XAB2	protein_coding	chr19	7619525	7629545	chr19:7619525	ENSG00000076924
4197.2713197577	0.198986009212531	0.0424848161774684	4.68369707382804	2.81746306128896e-06	1.35720313346824e-05	ENSG00000185104	FAF1	protein_coding	chr1	50437028	50960263	chr1:50437028	FAF1	protein_coding	chr1	50437028	50960267	chr1:50437028	ENSG00000185104
2768.57965300313	-0.212971200958426	0.0454834497862251	-4.68238891199773	2.83550858806268e-06	1.36519647995665e-05	ENSG00000106554	CHCHD3	protein_coding	chr7	132784868	133082088	chr7:132784868	CHCHD3	protein_coding	chr7	132784870	133082090	chr7:132784870	ENSG00000106554
5047.362403591	-0.176748177841276	0.0377479476273266	-4.68232550246847	2.8363861072796e-06	1.36526944288457e-05	ENSG00000123144	C19orf43	protein_coding	chr19	12730640	12734775	chr19:12730640	TRIR	protein_coding	chr19	12730640	12734684	chr19:12730640	ENSG00000123144
444.890215788599	-0.471815796214162	0.100784171744443	-4.68144737459905	2.84856526986924e-06	1.37078092285468e-05	ENSG00000084764	MAPRE3	protein_coding	chr2	26970612	27027196	chr2:26970612	MAPRE3	protein_coding	chr2	26970637	27027219	chr2:26970637	ENSG00000084764
17117.824431435	-0.13039064083904	0.0278542707929307	-4.68117229879637	2.8523907340121e-06	1.37227066113665e-05	ENSG00000007202	KIAA0100	protein_coding	chr17	28614440	28645454	chr17:28614440	KIAA0100	protein_coding	chr17	28614446	28645454	chr17:28614446	ENSG00000007202
13468.9477233688	-0.130072209981216	0.0277875931142848	-4.68094553732145	2.85554799971059e-06	1.37343825275083e-05	ENSG00000197879	MYO1C	protein_coding	chr17	1464098	1492812	chr17:1464098	MYO1C	protein_coding	chr17	1464186	1492686	chr17:1464186	ENSG00000197879
5087.74337125685	0.163892704307034	0.0350170964722353	4.68036247485518	2.86368155055975e-06	1.37699808846399e-05	ENSG00000120709	FAM53C	protein_coding	chr5	138331935	138349729	chr5:138331935	FAM53C	protein_coding	chr5	138331935	138349729	chr5:138331935	ENSG00000120709
7654.79269553285	0.163808377022941	0.0350036494604156	4.6797513844431	2.87222993868125e-06	1.38075552727095e-05	ENSG00000168374	ARF4	protein_coding	chr3	57571363	57598220	chr3:57571363	ARF4	protein_coding	chr3	57571363	57598220	chr3:57571363	ENSG00000168374
6075.99743541924	-0.163300290767863	0.0349117673842853	-4.6775142882445	2.90373346977123e-06	1.39518680716703e-05	ENSG00000112739	PRPF4B	protein_coding	chr6	4021267	4064983	chr6:4021267	PRPF4B	protein_coding	chr6	4021267	4064983	chr6:4021267	ENSG00000112739
840.504235710456	-0.334935130438038	0.0716047677381687	-4.67755347887962	2.90317873206036e-06	1.39518680716703e-05	ENSG00000072401	UBE2D1	protein_coding	chr10	58334975	58370753	chr10:58334975	UBE2D1	protein_coding	chr10	58334979	58370751	chr10:58334979	ENSG00000072401
881.474290305131	-0.337663889920725	0.0722604247901406	-4.67287441087389	2.97013398054451e-06	1.42672642753819e-05	ENSG00000113597	TRAPPC13	protein_coding	chr5	65624716	65666233	chr5:65624716	TRAPPC13	protein_coding	chr5	65625004	65666233	chr5:65625004	ENSG00000113597
203.472625429539	-0.672043128672068	0.143826331963233	-4.67260145968172	2.9740851716576e-06	1.42825959494875e-05	ENSG00000100473	COCH	protein_coding	chr14	30874514	30895065	chr14:30874514	COCH	protein_coding	chr14	30874514	30895065	chr14:30874514	ENSG00000100473
1734.84677842269	0.248691432000954	0.0532380309310156	4.67131161036369	2.99282511250535e-06	1.43689224063762e-05	ENSG00000163798	SLC4A1AP	protein_coding	chr2	27663471	27694976	chr2:27663471	SLC4A1AP	protein_coding	chr2	27663426	27695366	chr2:27663426	ENSG00000163798
3702.75346082448	0.197799478086168	0.0423497503958327	4.67061732920229	3.00295901834644e-06	1.44106766414705e-05	ENSG00000066084	DIP2B	protein_coding	chr12	50504985	50748667	chr12:50504985	DIP2B	protein_coding	chr12	50504985	50748657	chr12:50504985	ENSG00000066084
652.894604487787	-0.396073646390364	0.0848012525828799	-4.67061080263247	3.00305443783488e-06	1.44106766414705e-05	ENSG00000117791	MARC2	protein_coding	chr1	220748225	220784815	chr1:220748225	MTARC2	protein_coding	chr1	220748225	220784815	chr1:220748225	ENSG00000117791
526.76098756454	0.417074516750953	0.089377844247958	4.66641951660724	3.06493617773017e-06	1.46963767869438e-05	ENSG00000073849	ST6GAL1	protein_coding	chr3	186930485	187078553	chr3:186930485	ST6GAL1	protein_coding	chr3	186930325	187078553	chr3:186930325	ENSG00000073849
895.909689161311	0.323593091781854	0.0693667712154667	4.66495825179337	3.08679702066488e-06	1.4793655650006e-05	ENSG00000261824	LINC00662	lincRNA	chr19	27684580	27793940	chr19:27684580	LINC00662	lncRNA	chr19	27681072	27794005	chr19:27681072	ENSG00000261824
1999.37335611547	-0.232044491700589	0.0497488602629283	-4.66431774465199	3.09642622621401e-06	1.48360233401734e-05	ENSG00000119185	ITGB1BP1	protein_coding	chr2	9403475	9423547	chr2:9403475	ITGB1BP1	protein_coding	chr2	9403475	9423528	chr2:9403475	ENSG00000119185
601.13403110273	-0.403189752603465	0.0864447100490528	-4.66413447826565	3.099186699384e-06	1.48416870559245e-05	ENSG00000131650	KREMEN2	protein_coding	chr16	2963944	2968383	chr16:2963944	KREMEN2	protein_coding	chr16	2964216	2968383	chr16:2964216	ENSG00000131650
1085.48682385269	-0.319233394064242	0.0684441169399769	-4.66414658171714	3.09900431683065e-06	1.48416870559245e-05	ENSG00000178996	SNX18	protein_coding	chr5	54517759	54546585	chr5:54517759	SNX18	protein_coding	chr5	54517759	54546586	chr5:54517759	ENSG00000178996
5035.52544211261	0.205747358010715	0.0441449160791406	4.66072599711962	3.1509596675921e-06	1.50857809339962e-05	ENSG00000166847	DCTN5	protein_coding	chr16	23641392	23677455	chr16:23641392	DCTN5	protein_coding	chr16	23641466	23677472	chr16:23641466	ENSG00000166847
3404.47586957973	-0.233220853796702	0.0500622895956747	-4.658613413016	3.18346402221148e-06	1.52375221180222e-05	ENSG00000112531	QKI	protein_coding	chr6	163414000	163578596	chr6:163414000	QKI	protein_coding	chr6	163414000	163578592	chr6:163414000	ENSG00000112531
2519.31019180567	0.220052174603864	0.0472422475467476	4.65795312524274	3.19368905138134e-06	1.5282574122208e-05	ENSG00000163694	RBM47	protein_coding	chr4	40423267	40630875	chr4:40423267	RBM47	protein_coding	chr4	40423267	40630875	chr4:40423267	ENSG00000163694
710.982770143274	-0.366283840724732	0.0786550906105381	-4.65683578623528	3.21106363967246e-06	1.53618068704351e-05	ENSG00000111319	SCNN1A	protein_coding	chr12	6346843	6377730	chr12:6346843	SCNN1A	protein_coding	chr12	6346843	6377730	chr12:6346843	ENSG00000111319
545.777367690239	-0.466485242185009	0.100195217785704	-4.65576354335313	3.22782220546249e-06	1.54380529999816e-05	ENSG00000135541	AHI1	protein_coding	chr6	135283532	135497776	chr6:135283532	AHI1	protein_coding	chr6	135283407	135498434	chr6:135283407	ENSG00000135541
720.847576985548	-0.375244489753811	0.0806545336195722	-4.65249097494938	3.27949096186658e-06	1.56811866333239e-05	ENSG00000112234	FBXL4	protein_coding	chr6	98868538	98948006	chr6:98868538	FBXL4	protein_coding	chr6	98868535	98948006	chr6:98868535	ENSG00000112234
1402.82839870586	-0.29188526515559	0.0627468045760456	-4.65179489422193	3.29058283890963e-06	1.57262263960698e-05	ENSG00000198860	TSEN15	protein_coding	chr1	184051677	184074212	chr1:184051677	TSEN15	protein_coding	chr1	184051651	184123978	chr1:184051651	ENSG00000198860
1246.47329070524	-0.290738665445071	0.0625173111120161	-4.65053055343562	3.31082189295973e-06	1.58108980495177e-05	ENSG00000126003	PLAGL2	protein_coding	chr20	32192503	32207791	chr20:32192503	PLAGL2	protein_coding	chr20	32192504	32207743	chr20:32192504	ENSG00000126003
3295.54974562658	-0.186876559243377	0.040216136880429	-4.64680533088001	3.37115016804765e-06	1.60826611010411e-05	ENSG00000102974	CTCF	protein_coding	chr16	67562407	67639183	chr16:67562407	CTCF	protein_coding	chr16	67562467	67639177	chr16:67562467	ENSG00000102974
225.923089542616	-0.618481330355447	0.133100172329676	-4.64673575946641	3.37228681134122e-06	1.60840034933003e-05	ENSG00000230091	TMEM254-AS1	antisense	chr10	80046860	80078912	chr10:80046860	TMEM254-AS1	lncRNA	chr10	80046860	80078912	chr10:80046860	ENSG00000230091
3048.14816260443	0.209020852635783	0.0449897716317515	4.6459638503314	3.38492278786523e-06	1.61401769646535e-05	ENSG00000175866	BAIAP2	protein_coding	chr17	81035122	81117432	chr17:81035122	BAIAP2	protein_coding	chr17	81035122	81117434	chr17:81035122	ENSG00000175866
417.751371831384	-0.474731274166885	0.102202485817407	-4.64500711866276	3.40064728749481e-06	1.62110450921742e-05	ENSG00000240303	ACAD11	protein_coding	chr3	132558138	132660723	chr3:132558138	ACAD11	protein_coding	chr3	132558138	132660082	chr3:132558138	ENSG00000240303
3073.4937205523	0.203659561150373	0.043854950814849	4.64393545919598	3.41834387391634e-06	1.62912759485228e-05	ENSG00000048162	NOP16	protein_coding	chr5	176383938	176388975	chr5:176383938	NOP16	protein_coding	chr5	176383946	176388927	chr5:176383946	ENSG00000048162
355.234708834697	-0.514582900890538	0.110838248281671	-4.64264736107013	3.43973144315273e-06	1.63807519675691e-05	ENSG00000159216	RUNX1	protein_coding	chr21	34787801	36004667	chr21:34787801	RUNX1	protein_coding	chr21	34787801	36004667	chr21:34787801	ENSG00000159216
6032.73046637586	0.378587389208419	0.0815477112594235	4.64252623846228	3.44174914903228e-06	1.63862112649876e-05	ENSG00000117410	ATP6V0B	protein_coding	chr1	43974487	43978295	chr1:43974487	ATP6V0B	protein_coding	chr1	43974487	43978295	chr1:43974487	ENSG00000117410
2833.20602897428	0.213000275748726	0.0459069865480629	4.63982264498503	3.48708314289553e-06	1.65978449975432e-05	ENSG00000061938	TNK2	protein_coding	chr3	195863364	195911945	chr3:195863364	TNK2	protein_coding	chr3	195863364	195911945	chr3:195863364	ENSG00000061938
743.047957515975	-0.373001367819514	0.0804622876601165	-4.63572909330047	3.55681546865749e-06	1.69126350704356e-05	ENSG00000152240	HAUS1	protein_coding	chr18	46104332	46128333	chr18:46104332	HAUS1	protein_coding	chr18	46104378	46128333	chr18:46104378	ENSG00000152240
4904.24708002806	-0.165229734710014	0.0356677794277507	-4.63246485654389	3.61337687462056e-06	1.71772410273292e-05	ENSG00000159658	EFCAB14	protein_coding	chr1	46675159	46719064	chr1:46675159	EFCAB14	protein_coding	chr1	46674659	46719146	chr1:46674659	ENSG00000159658
5232.48650067521	-0.162501141538451	0.0350922820019574	-4.63068037380374	3.6446612275411e-06	1.73172054181753e-05	ENSG00000033050	ABCF2	protein_coding	chr7	151207837	151227230	chr7:151207837	ABCF2	protein_coding	chr7	151211484	151227205	chr7:151211484	ENSG00000033050
263.950268499423	-0.607000059485315	0.131085789906004	-4.63055575986206	3.64685554839068e-06	1.73232547216558e-05	ENSG00000100036	SLC35E4	protein_coding	chr22	30635652	30669016	chr22:30635652	SLC35E4	protein_coding	chr22	30635781	30669016	chr22:30635781	ENSG00000100036
593.266082433271	-0.388607015421346	0.0839286411136931	-4.63020740315482	3.65299646619249e-06	1.73480433189939e-05	ENSG00000196968	FUT11	protein_coding	chr10	73772291	73780251	chr10:73772291	FUT11	protein_coding	chr10	73772276	73780251	chr10:73772276	ENSG00000196968
9298.28688594093	-0.143980954246667	0.0311028896749111	-4.62918255350426	3.67112030663022e-06	1.74297118117869e-05	ENSG00000160877	NACC1	protein_coding	chr19	13118103	13141141	chr19:13118103	NACC1	protein_coding	chr19	13116862	13141147	chr19:13116862	ENSG00000160877
3364.28747215872	0.192315172207604	0.041568706890014	4.62644105616391	3.72002673240062e-06	1.76529958944048e-05	ENSG00000036549	ZZZ3	protein_coding	chr1	77562416	77683419	chr1:77562416	ZZZ3	protein_coding	chr1	77562416	77683419	chr1:77562416	ENSG00000036549
4055.29080783393	0.177088614797357	0.0382920027923859	4.62468927931265	3.75160363330025e-06	1.7793860763643e-05	ENSG00000239900	ADSL	protein_coding	chr22	40346500	40369367	chr22:40346500	ADSL	protein_coding	chr22	40346461	40390463	chr22:40346461	ENSG00000239900
1229.75664343947	0.290898779363987	0.0629303728933244	4.62254974806998	3.79051868651662e-06	1.79739017697003e-05	ENSG00000175581	MRPL48	protein_coding	chr11	73787316	73865133	chr11:73787316	MRPL48	protein_coding	chr11	73787872	73865133	chr11:73787872	ENSG00000175581
401.443110862932	-0.494484693213117	0.107039150313209	-4.61966198130493	3.84365709706691e-06	1.82212793968844e-05	ENSG00000233392	AC104809.4	processed_transcript	chr2	240954617	240967451	chr2:240954617	UICLM	lncRNA	chr2	240954617	240967451	chr2:240954617	ENSG00000233392
1368.34224478813	-0.266189852545839	0.0576382175305616	-4.61828737859037	3.86920159667125e-06	1.83331330881833e-05	ENSG00000099917	MED15	protein_coding	chr22	20495913	20587632	chr22:20495913	MED15	protein_coding	chr22	20495913	20587632	chr22:20495913	ENSG00000099917
938.575824241307	0.323368449619359	0.0700231780363664	4.6180201854223	3.8741857506839e-06	1.83521252461868e-05	ENSG00000165322	ARHGAP12	protein_coding	chr10	31805404	31928876	chr10:31805404	ARHGAP12	protein_coding	chr10	31805398	31928876	chr10:31805398	ENSG00000165322
6660.98983701797	0.15678659146004	0.0339568414232371	4.61723131153032	3.88893713827232e-06	1.84173638434524e-05	ENSG00000079785	DDX1	protein_coding	chr2	15591178	15631111	chr2:15591178	DDX1	protein_coding	chr2	15591178	15634346	chr2:15591178	ENSG00000079785
1148.62049976676	0.346333925453343	0.0750170210964956	4.61673791349097	3.89819068498711e-06	1.84518937885396e-05	ENSG00000142765	SYTL1	protein_coding	chr1	27342020	27353937	chr1:27342020	SYTL1	protein_coding	chr1	27342020	27353937	chr1:27342020	ENSG00000142765
584.551410044973	-0.460830291718811	0.0998226824688834	-4.61648876108354	3.90287148675468e-06	1.84694014041038e-05	ENSG00000198089	SFI1	protein_coding	chr22	31488688	31618586	chr22:31488688	SFI1	protein_coding	chr22	31488688	31618588	chr22:31488688	ENSG00000198089
847.579580146116	-0.382669335689586	0.0829129530792402	-4.61531427211219	3.92500914390664e-06	1.85648194065162e-05	ENSG00000196696	PDXDC2P	processed_transcript	chr16	69976297	70065948	chr16:69976297	PDXDC2P-NPIPB14P	lncRNA	chr16	69976297	70065948	chr16:69976297	ENSG00000196696
639.886957150191	-0.383764530885414	0.0831751084717226	-4.61393484104543	3.95116340326431e-06	1.86838267442265e-05	ENSG00000162714	ZNF496	protein_coding	chr1	247297412	247331846	chr1:247297412	ZNF496	protein_coding	chr1	247297412	247331867	chr1:247297412	ENSG00000162714
1016.27407071056	-0.306386188933679	0.0664064437545003	-4.61380208924251	3.95368919374582e-06	1.86910706328768e-05	ENSG00000158169	FANCC	protein_coding	chr9	95099054	95317709	chr9:95099054	FANCC	protein_coding	chr9	95099054	95426796	chr9:95099054	ENSG00000158169
1421.64022176927	0.272831393075491	0.059134530751467	4.61374072996636	3.95485716348949e-06	1.86918933944668e-05	ENSG00000152223	EPG5	protein_coding	chr18	45847609	45967274	chr18:45847609	EPG5	protein_coding	chr18	45800581	45967329	chr18:45800581	ENSG00000152223
594.359737589222	-0.388513180502862	0.0842214611598556	-4.6129950151951	3.96907825265502e-06	1.87496823962397e-05	ENSG00000237765	FAM200B	protein_coding	chr4	15681662	15705565	chr4:15681662	FAM200B	protein_coding	chr4	15681662	15690447	chr4:15681662	ENSG00000237765
8678.41805021471	0.159472670790747	0.0345815233539735	4.61149930147374	3.99775001272836e-06	1.88803834101882e-05	ENSG00000123124	WWP1	protein_coding	chr8	86342738	86478420	chr8:86342738	WWP1	protein_coding	chr8	86342547	86478420	chr8:86342547	ENSG00000123124
534.890444747432	-0.409259556246846	0.0887582982937208	-4.61094414961084	4.00844230345198e-06	1.89261275316892e-05	ENSG00000197594	ENPP1	protein_coding	chr6	131808016	131895155	chr6:131808016	ENPP1	protein_coding	chr6	131808016	131895155	chr6:131808016	ENSG00000197594
647.380388849529	-0.370606757129906	0.0803902450715761	-4.61009612298026	4.02482832470944e-06	1.89941055215456e-05	ENSG00000104450	SPAG1	protein_coding	chr8	100157906	100259278	chr8:100157906	SPAG1	protein_coding	chr8	100157906	100259278	chr8:100157906	ENSG00000104450
1999.96241164069	0.233132517355746	0.0506156191148125	4.60594024992416	4.10606286184941e-06	1.93578887390173e-05	ENSG00000115944	COX7A2L	protein_coding	chr2	42333546	42425088	chr2:42333546	COX7A2L	protein_coding	chr2	42333546	42425088	chr2:42333546	ENSG00000115944
1568.51258738754	-0.275510020972122	0.0598220107322837	-4.60549583003968	4.11484231886231e-06	1.9394417205144e-05	ENSG00000138162	TACC2	protein_coding	chr10	121989174	122254545	chr10:121989174	TACC2	protein_coding	chr10	121989163	122254545	chr10:121989163	ENSG00000138162
4240.9819709223	0.171829768907229	0.0373391944006061	4.60186063640517	4.18733358341898e-06	1.97212610492806e-05	ENSG00000177700	POLR2L	protein_coding	chr11	837356	842545	chr11:837356	POLR2L	protein_coding	chr11	837356	842529	chr11:837356	ENSG00000177700
2658.47965002604	-0.226143572366641	0.0491547203585222	-4.60064813139423	4.21178377288083e-06	1.98314485810708e-05	ENSG00000134602	STK26	protein_coding	chrX	132023265	132075943	chrX:132023265	STK26	protein_coding	chrX	132023302	132075943	chrX:132023302	ENSG00000134602
