Gene	gene_id.107	gene_type.107	chr	start	stop	gene_name.84	gene_id.84	gene_type.84	Balaton.consensus.calls	Carrel_hybrids	Carrel_SNPs	Cotton_AI	Cotton_DNAm	Balaton_only_methylation_data	num_inf_females	pct_females_escape	Cotton_XCI_status	Cotton_AR	Cotton_AR_SD	Cotton_p.val	Cotton_p.adj	Cotton_myCall	total_count	Tuk_Skew_AR	Tuk_skew_padj	Y014	Y035	Y117	Tuk_SC_inf_samples	Tuk_SC_sig_samples	Tuk_SC_pct_sig	Tuk_AR	Tuk_myCall	Garieri_XCI_status	num_inf_samples	num_sig_samples	pct_sig_samples	Garieri_AR	Garieri_myCall	Sauteraud_AR	Sauteraud_XCI.status	Sauteraud_AR_p.adj	Sauteraud_myCall	SanRoman_LCL_AR	SanRoman_LCL_padj	SanRoman_LCL_myCall	SanRoman_fib_AR	SanRoman_fib_padj	SanRoman_fib_myCall	Avg_AR	num_studies_XCI_calls	num_studies_Esc	pct_studies_Esc	num_studies_Subject	pct_studies_Subject	Final_XCI_Call	Diff_from_Balaton
LRCH2	ENSG00000130224	protein_coding	chrX	115110616	115234096	LRCH2	ENSG00000130224	protein_coding	Discordant	0	NA	VE	too much U	FALSE	7	0.714285714285714	variable escape	0.362828571428571	0.285602023302157	0.0362263711578126	0.161268092939653	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.362828571428571	1	0	0	1	1	Subject	TRUE
LUZP4	ENSG00000102021	protein_coding	chrX	115289715	115307563	LUZP4	ENSG00000102021	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEA1	ENSG00000198681	protein_coding	chrX	153179284	153183880	MAGEA1	ENSG00000198681	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEA10	ENSG00000124260	protein_coding	chrX	152133310	152138578	MAGEA10	ENSG00000124260	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEA11	ENSG00000185247	protein_coding	chrX	149688228	149717268	MAGEA11	ENSG00000185247	protein_coding	VE	NA	NA	VE	NA	FALSE	19	0.421052631578947	variable escape	0.163147368421053	0.165906896140982	0.0404123172355465	0.171812832830925	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.163147368421053	1	0	0	1	1	Subject	TRUE
MAGEA12	ENSG00000213401	protein_coding	chrX	152733757	152737669	MAGEA12	ENSG00000213401	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEA2	ENSG00000268606	protein_coding	chrX	152749863	152753884	MAGEA2	ENSG00000268606	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEA2B	ENSG00000183305	protein_coding	chrX	152714586	152718607	MAGEA2B	ENSG00000183305	protein_coding	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEA3	ENSG00000221867	protein_coding	chrX	152698767	152702347	MAGEA3	ENSG00000221867	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEA4	ENSG00000147381	protein_coding	chrX	151912495	151925171	MAGEA4	ENSG00000147381	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEA4-AS1	ENSG00000229967	lncRNA	chrX	151904431	151913968	RP11-366F6.2	ENSG00000229967	antisense	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEA6	ENSG00000197172	protein_coding	chrX	152766136	152769716	MAGEA6	ENSG00000197172	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEA8	ENSG00000156009	protein_coding	chrX	149881141	149885835	MAGEA8	ENSG00000156009	protein_coding	VE	0.33	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Escape	FALSE
MAGEA8-AS1	ENSG00000230899	lncRNA	chrX	149878836	149881070	MAGEA8-AS1	ENSG00000230899	antisense	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEA9	ENSG00000123584	protein_coding	chrX	149781930	149787737	MAGEA9	ENSG00000123584	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEA9B	ENSG00000267978	protein_coding	chrX	149581653	149587459	MAGEA9B	ENSG00000267978	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEB1	ENSG00000214107	protein_coding	chrX	30243715	30252040	MAGEB1	ENSG00000214107	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEB10	ENSG00000177689	protein_coding	chrX	27807990	27823014	MAGEB10	ENSG00000177689	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEB16	ENSG00000189023	protein_coding	chrX	35798342	35803772	MAGEB16	ENSG00000189023	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEB17	ENSG00000182798	protein_coding	chrX	16167481	16171464	MAGEB17	ENSG00000182798	protein_coding	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEB18	ENSG00000176774	protein_coding	chrX	26138343	26140736	MAGEB18	ENSG00000176774	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEB2	ENSG00000099399	protein_coding	chrX	30215563	30220089	MAGEB2	ENSG00000099399	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEB3	ENSG00000198798	protein_coding	chrX	30230657	30237495	MAGEB3	ENSG00000198798	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEB4	ENSG00000120289	protein_coding	chrX	30242000	30244187	MAGEB4	ENSG00000120289	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEB5	ENSG00000188408	protein_coding	chrX	26216169	26218270	MAGEB5	ENSG00000188408	protein_coding	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEB6	ENSG00000176746	protein_coding	chrX	26192440	26195646	MAGEB6	ENSG00000176746	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEB6B	ENSG00000232030	protein_coding	chrX	26160601	26162410	MAGEB6P1	ENSG00000232030	protein_coding	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEC1	ENSG00000155495	protein_coding	chrX	141903894	141909374	MAGEC1	ENSG00000155495	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEC2	ENSG00000046774	protein_coding	chrX	142202342	142205290	MAGEC2	ENSG00000046774	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEC3	ENSG00000165509	protein_coding	chrX	141838316	141897832	MAGEC3	ENSG00000165509	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGED1	ENSG00000179222	protein_coding	chrX	51803007	51902354	MAGED1	ENSG00000179222	protein_coding	S	NA	NA	S	too much U	FALSE	40	0	subject	0.0066925	0.0261538288367213	0.396765448080543	0.426574251174677	Subject	13	0	1	0	NA	0	2	0	0	0	Subject	inactivated gene	3	0	0	0.00577958672905184	Subject	0.0361471059781479	S	0.231279399862289	Subject	0.0221389154557152	0.150075202169044	Subject	0.00598010421523348	0.211324865405187	Subject	0.0127897020630247	6	0	0	6	1	Subject	FALSE
MAGED2	ENSG00000102316	protein_coding	chrX	54807599	54816015	MAGED2	ENSG00000102316	protein_coding	Mostly S	0	NA	S	S or S+U and VE and U	FALSE	30	0.0333333333333333	subject	0.03059	0.0556621418423937	0.238800463538899	0.398220556633354	Subject	NA	NA	NA	0	0	0	3	0	0	0	Subject	inactivated gene	4	0	0	0.00427335848577443	Subject	0.0149159856781087	S	0.00879937876299523	Escape	0.012426816203067	0.150075202169044	Subject	0.018705871282128	0.211324865405187	Subject	0.0134853386081797	6	1	0.166666666666667	5	0.833333333333333	Subject	FALSE
MAGED4	ENSG00000154545	protein_coding	chrX	52184876	52192268	MAGED4	ENSG00000154545	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGED4B	ENSG00000187243	protein_coding	chrX	52061827	52069219	MAGED4B	ENSG00000187243	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEE1	ENSG00000198934	protein_coding	chrX	76427710	76431342	MAGEE1	ENSG00000198934	protein_coding	Discordant	0.44	NA	NA	S or S+U and VE and U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Escape	FALSE
MAGEE2	ENSG00000186675	protein_coding	chrX	75782987	75785254	MAGEE2	ENSG00000186675	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MAGEH1	ENSG00000187601	protein_coding	chrX	55452127	55453566	MAGEH1	ENSG00000187601	protein_coding	S	0.11	NA	NA	all F S	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0233896204334704	S	0.231474845816672	Subject	0.0205106998360214	0.142543820828161	Subject	NA	NA	NA	0.0219501601347459	2	0	0	2	1	Subject	FALSE
MAGIX	ENSG00000269313	protein_coding	chrX	49162564	49168774	MAGIX	ENSG00000269313	protein_coding	Mostly S	0.11	NA	S	S or S+U and VE	FALSE	10	0	subject	0.00919	0.0169225983032551	0.411612338386718	0.434654250459257	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00919	1	0	0	1	1	Subject	FALSE
MAGT1	ENSG00000102158	protein_coding	chrX	77825747	77899271	MAGT1	ENSG00000102158	protein_coding	S	0	NA	NA	all F S or S+U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Subject	FALSE
MAMLD1	ENSG00000013619	protein_coding	chrX	150361422	150514178	MAMLD1	ENSG00000013619	protein_coding	Mostly S	0	S	VE	all F S or S+U	FALSE	12	0.333333333333333	variable escape	0.206491666666667	0.303329438245055	0.0970095763859817	0.281304351365503	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	escapee , relaxed set	5	1	0.2	0.0156877994503534	Subject	NA	NA	NA	NA	NA	NA	NA	0.0258068880615868	0.076648626464876	Subject	0.0826621180595356	3	0	0	3	1	Subject	FALSE
MAOA	ENSG00000189221	protein_coding	chrX	43654907	43746817	MAOA	ENSG00000189221	protein_coding	Mostly S	1	S	NA	all F S or S+U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Escape	TRUE
MAOB	ENSG00000069535	protein_coding	chrX	43766610	43882450	MAOB	ENSG00000069535	protein_coding	S	NA	NA	S	too much U	FALSE	16	0.125	subject	0.12068125	0.169144909150901	0.120250446809065	0.304292289181475	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12068125	1	0	0	1	1	Subject	FALSE
MAP3K15	ENSG00000180815	protein_coding	chrX	19360056	19515508	MAP3K15	ENSG00000180815	protein_coding	Mostly S	NA	NA	VE	all F S	FALSE	30	0.3	variable escape	0.0975966666666667	0.107514359853522	0.0515210969569364	0.204724367500223	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0421599982127248	S	0.0639414936978165	Subject	NA	NA	NA	NA	NA	NA	0.0698783324396957	2	0	0	2	1	Subject	FALSE
MAP7D2	ENSG00000184368	protein_coding	chrX	20006713	20116907	MAP7D2	ENSG00000184368	protein_coding	Discordant	0	NA	VE	too much U	FALSE	33	0.727272727272727	variable escape	0.343809090909091	0.208968532863857	7.7838485539697e-06	0.000115367755353479	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.121279108334588	VE	0.000578193588728936	Escape	0.228622522193433	0.036829774663896	Escape	NA	NA	NA	0.231236907145704	3	3	1	0	0	Escape	FALSE
MAP7D3	ENSG00000129680	protein_coding	chrX	136213220	136256482	MAP7D3	ENSG00000129680	protein_coding	S	0	NA	S	all F S	FALSE	28	0	subject	0.0234928571428571	0.0332466865914811	0.247690817531752	0.398220556633354	Subject	11	0	1	NA	0	0.024390243902439	2	0	0	0.00813008130081301	Subject	inactivated gene	3	0	0	0.00563298290205738	Subject	0.0242026233092234	S	0.0264398333379735	Subject	0.0379283796442645	0.0742552422564423	Subject	0.0220413387584883	0.0744558869017209	Subject	0.0202380438429506	6	0	0	6	1	Subject	FALSE
MBNL3	ENSG00000076770	protein_coding	chrX	132369320	132489968	MBNL3	ENSG00000076770	protein_coding	Mostly S	0	NA	S	S or S+U and VE	FALSE	42	0.0952380952380952	subject	0.0369238095238095	0.0913381410181188	0.214244198294817	0.392036505647368	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0342033692264647	S	0.10479102592512	Subject	0.0280922205862901	0.150075202169044	Subject	NA	NA	NA	0.0330731331121881	3	0	0	3	1	Subject	FALSE
MBTPS2	ENSG00000012174	protein_coding	chrX	21839617	21885423	MBTPS2	ENSG00000012174	protein_coding	S	NA	NA	S	all F S or S+U	FALSE	47	0	subject	0.00886595744680851	0.0197884933252915	0.332840173435219	0.414800816743591	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	2	0	0	0.00226516918760866	Subject	0.0207159637739994	S	0.0372844467536956	Subject	0.0372831128152575	0.116093628496406	Subject	0.0141202471594264	0.130077152138365	Subject	0.0166500900766201	5	0	0	5	1	Subject	FALSE
MCF2	ENSG00000101977	protein_coding	chrX	139581770	139708216	MCF2	ENSG00000101977	protein_coding	S	NA	NA	S	NA	FALSE	41	0.146341463414634	subject	0.0527170731707317	0.0769965483071775	0.111899667052226	0.299602334365638	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0527170731707317	1	0	0	1	1	Subject	FALSE
MCTS1	ENSG00000232119	protein_coding	chrX	120594010	120621159	MCTS1	ENSG00000232119	protein_coding	S	0.22	NA	S	all F S or S+U	FALSE	18	0	subject	0.00633888888888889	0.0173964546384293	0.419215493872204	0.436026140243019	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	escapee , relaxed set	5	1	0.2	0.013257359746683	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00979812431778593	2	0	0	2	1	Subject	FALSE
MECP2	ENSG00000169057	protein_coding	chrX	154021573	154137103	MECP2	ENSG00000169057	protein_coding	S	0	S	S	all F S or S+U	FALSE	24	0.0416666666666667	subject	0.0348708333333333	0.117732343748406	0.309286182574346	0.412998523878752	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	3	0	0	0	Subject	0.00646863645075205	S	0.890625656675554	Subject	NA	NA	NA	0.0429951855384475	0.211324865405187	Subject	0.0210836638306332	4	0	0	4	1	Subject	FALSE
MED12	ENSG00000184634	protein_coding	chrX	71118543	71144103	MED12	ENSG00000184634	protein_coding	S	0	NA	S	all F S or S+U	FALSE	26	0.0384615384615385	subject	0.0268961538461538	0.0419867262907622	0.251652052461233	0.398220556633354	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0178874103661557	S	0.101113583604371	Subject	0.0441526945259328	0.179710505543016	Subject	NA	NA	NA	0.0296454195794141	3	0	0	3	1	Subject	FALSE
MED14	ENSG00000180182	protein_coding	chrX	40648305	40735858	MED14	ENSG00000180182	protein_coding	VE	NA	NA	VE	NA	FALSE	27	0.333333333333333	variable escape	0.126344444444444	0.104533186976611	0.0211509851870283	0.112534087854061	Subject	40	0	1	NA	0.115384615384615	NA	1	0	0	0.0576923076923077	Subject	escapee , robust set	4	3	0.75	0.0797296663987094	Escape	0.0794009528804172	VE	2.24638953221903e-11	Escape	0.0651491031027066	0.0493957704602316	Escape	0.0142039445612268	0.0684064114032279	Subject	0.0704200698466354	6	3	0.5	3	0.5	Escape	FALSE
MED14OS	ENSG00000234636	lncRNA	chrX	40735400	40738701	MED14OS	ENSG00000234636	antisense	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MID1	ENSG00000101871	protein_coding	chrX	10445310	10833654	MID1	ENSG00000101871	protein_coding	Mostly S	0.11	NA	VE	too much U	FALSE	52	0.230769230769231	variable escape	0.0726538461538462	0.0858932156501372	0.0369167923596796	0.161268092939653	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	Subject	0.0363269230769231	2	0	0	2	1	Subject	FALSE
MID1IP1	ENSG00000165175	protein_coding	chrX	38801440	38806537	MID1IP1	ENSG00000165175	protein_coding	S	0	NA	NA	all F S or S+U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.103955708033326	0.156780491609927	Subject	0.103955708033326	1	0	0	1	1	Subject	FALSE
MID1IP1-AS1	ENSG00000238123	lncRNA	chrX	38801568	38803883	MID1IP1-AS1	ENSG00000238123	antisense	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MID2	ENSG00000080561	protein_coding	chrX	107825755	107931637	MID2	ENSG00000080561	protein_coding	Mostly S	0	NA	VE	all F S or S+U	FALSE	8	0.5	variable escape	0.149675	0.123506064050082	0.11417498926081	0.299658337526802	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	2	0	0	0.00292758269404336	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0763012913470217	2	0	0	2	1	Subject	FALSE
MIR222HG	ENSG00000270069	lncRNA	chrX	45745210	45770274	MIR222HG	ENSG00000270069	lincRNA	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MIR223HG	ENSG00000274536	lncRNA	chrX	66015414	66020426	RP6-159A1.4	ENSG00000274536	antisense	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
MIR325HG	ENSG00000280870	lncRNA	chrX	76656866	77014532	MIR325HG	ENSG00000280870	lincRNA	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
