baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	Gene	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
ZSCAN22	117.802326807478	-0.107031645571149	0.11857987018072	-0.902612268069014	0.366731713163868	0.708594552284488	ENSG00000182318	ZSCAN22	protein_coding	chr19	58327019	58342332	chr19:58327019	ZSCAN22	protein_coding	chr19	58326994	58342332	chr19:58326994	ENSG00000182318
MB21D2	511.200739524656	0.0825269655155126	0.0914546588297587	0.902381208038129	0.366854400117238	0.708653038936585	ENSG00000180611	MB21D2	protein_coding	chr3	192796815	192918161	chr3:192796815	MB21D2	protein_coding	chr3	192796815	192917856	chr3:192796815	ENSG00000180611
QPRT	240.54387170669	-0.186085427044156	0.206217615332116	-0.902374061228781	0.366858195297699	0.708653038936585	ENSG00000103485	QPRT	protein_coding	chr16	29679008	29698699	chr16:29679008	QPRT	protein_coding	chr16	29663279	29698699	chr16:29663279	ENSG00000103485
NAP1L1	15360.0737573206	0.0362303788703917	0.0401636423241051	0.902069054843845	0.367020186088603	0.70878006833655	ENSG00000187109	NAP1L1	protein_coding	chr12	76036587	76085033	chr12:76036587	NAP1L1	protein_coding	chr12	76036585	76084735	chr12:76036585	ENSG00000187109
TFAP2A	241.400468004164	-0.0892384621188944	0.0989245578287254	-0.902086034828671	0.367011166741157	0.70878006833655	ENSG00000137203	TFAP2A	protein_coding	chr6	10393186	10419659	chr6:10393186	TFAP2A	protein_coding	chr6	10393186	10419659	chr6:10393186	ENSG00000137203
C11orf98	760.386333248081	0.0601105987216114	0.0666576625650928	0.901780776709834	0.367173333376919	0.708801447248334	ENSG00000278615	C11orf98	protein_coding	chr11	62662816	62665217	chr11:62662816	C11orf98	protein_coding	chr11	62662817	62665210	chr11:62662817	ENSG00000278615
C2CD2L	520.484123360473	-0.0621976510885622	0.0689594043744797	-0.901945886173867	0.367085614371517	0.708801447248334	ENSG00000172375	C2CD2L	protein_coding	chr11	119102198	119118544	chr11:119102198	C2CD2L	protein_coding	chr11	119102198	119118544	chr11:119102198	ENSG00000172375
SLC2A1	2237.06289074862	-0.0664039961849253	0.0736368669563115	-0.901776500408722	0.367175605454622	0.708801447248334	ENSG00000117394	SLC2A1	protein_coding	chr1	42925375	42959173	chr1:42925375	SLC2A1	protein_coding	chr1	42925353	42958893	chr1:42925353	ENSG00000117394
FAHD2A	583.299862018423	-0.0627030847293277	0.0695606353328037	-0.901416216648009	0.367367062331004	0.708964286575276	ENSG00000115042	FAHD2A	protein_coding	chr2	95402721	95416616	chr2:95402721	FAHD2A	protein_coding	chr2	95402708	95416616	chr2:95402708	ENSG00000115042
RNF25	880.003308922799	-0.0509058480729848	0.0564889316005893	-0.901165000480443	0.367500596856209	0.708964286575276	ENSG00000163481	RNF25	protein_coding	chr2	218663864	218672411	chr2:218663864	RNF25	protein_coding	chr2	218663892	218672002	chr2:218663892	ENSG00000163481
THAP11	353.279359578246	-0.0808393126602879	0.0896890586353961	-0.901328588907548	0.367413637621926	0.708964286575276	ENSG00000168286	THAP11	protein_coding	chr16	67842082	67844195	chr16:67842082	THAP11	protein_coding	chr16	67842320	67844195	chr16:67842320	ENSG00000168286
AP1M1	2955.37764385588	-0.0631289991710641	0.0700669269021865	-0.900981418225924	0.367598199541215	0.708966886284583	ENSG00000072958	AP1M1	protein_coding	chr19	16197578	16245907	chr19:16197578	AP1M1	protein_coding	chr19	16197854	16245906	chr19:16197854	ENSG00000072958
LARP4B	2648.16984382268	-0.0500622699344232	0.0555597531088726	-0.90105277891216	0.367560258255725	0.708966886284583	ENSG00000107929	LARP4B	protein_coding	chr10	806914	931705	chr10:806914	LARP4B	protein_coding	chr10	806933	931821	chr10:806933	ENSG00000107929
ADIPOR1	5734.02769826355	-0.0578803186623086	0.0642679963350263	-0.900608731608513	0.367796390432069	0.709070622622013	ENSG00000159346	ADIPOR1	protein_coding	chr1	202940823	202958572	chr1:202940823	ADIPOR1	protein_coding	chr1	202940826	202958572	chr1:202940826	ENSG00000159346
TOM1L1	202.330842088686	0.09640148052895	0.107038792514721	0.900621898511158	0.367789387275541	0.709070622622013	ENSG00000141198	TOM1L1	protein_coding	chr17	54899387	54961956	chr17:54899387	TOM1L1	protein_coding	chr17	54899387	54961956	chr17:54899387	ENSG00000141198
PHLDB2	2231.48979545273	0.0396092011919974	0.0439907436239791	0.900398536805062	0.367908199200315	0.709100573390009	ENSG00000144824	PHLDB2	protein_coding	chr3	111732497	111976517	chr3:111732497	PHLDB2	protein_coding	chr3	111732497	111976517	chr3:111732497	ENSG00000144824
PTPN1	2611.97527654669	-0.0300643890260552	0.033390086099356	-0.900398667334826	0.367908129761146	0.709100573390009	ENSG00000196396	PTPN1	protein_coding	chr20	50510321	50585241	chr20:50510321	PTPN1	protein_coding	chr20	50510321	50585241	chr20:50510321	ENSG00000196396
CDH11	18831.4889971488	-0.0353055003175802	0.0392281697632971	-0.900003760833445	0.368118249292292	0.709319807759942	ENSG00000140937	CDH11	protein_coding	chr16	64943753	65126112	chr16:64943753	CDH11	protein_coding	chr16	64943753	65126112	chr16:64943753	ENSG00000140937
WDR77	1311.64688792292	-0.0639153783914175	0.0710101465122368	-0.900087966730266	0.368073439247825	0.709319807759942	ENSG00000116455	WDR77	protein_coding	chr1	111439890	111449376	chr1:111439890	WDR77	protein_coding	chr1	111439890	111449256	chr1:111439890	ENSG00000116455
COA3	552.745322666077	-0.082522514917961	0.0917398900296859	-0.899527074768214	0.368371981109652	0.709480521814939	ENSG00000183978	COA3	protein_coding	chr17	42795147	42798704	chr17:42795147	COA3	protein_coding	chr17	42795147	42798704	chr17:42795147	ENSG00000183978
JAGN1	762.099642852532	-0.0715496049542348	0.0795450657796279	-0.899485144087456	0.368394305299197	0.709480521814939	ENSG00000171135	JAGN1	protein_coding	chr3	9890554	9894349	chr3:9890554	JAGN1	protein_coding	chr3	9890574	9894349	chr3:9890574	ENSG00000171135
SLC35G2	880.365998399514	-0.0589781261511401	0.065563591117097	-0.899556066808555	0.368356546035688	0.709480521814939	ENSG00000168917	SLC35G2	protein_coding	chr3	136818647	136855892	chr3:136818647	SLC35G2	protein_coding	chr3	136818647	136855888	chr3:136818647	ENSG00000168917
ZZEF1	2711.63451179087	-0.0597518074500979	0.0664200387835163	-0.899605127375005	0.368330427594943	0.709480521814939	ENSG00000074755	ZZEF1	protein_coding	chr17	4004445	4143020	chr17:4004445	ZZEF1	protein_coding	chr17	4004445	4143030	chr17:4004445	ENSG00000074755
ABCE1	3613.83132251747	0.0563775515844231	0.0627792134072638	0.898028957748935	0.369170111472571	0.709624072674292	ENSG00000164163	ABCE1	protein_coding	chr4	145097932	145129179	chr4:145097932	ABCE1	protein_coding	chr4	145098288	145129524	chr4:145098288	ENSG00000164163
ACYP1	83.1668617215787	0.12974003743523	0.144746389470072	0.896326588250101	0.370078362705008	0.709624072674292	ENSG00000119640	ACYP1	protein_coding	chr14	75053221	75069483	chr14:75053221	ACYP1	protein_coding	chr14	75053237	75069483	chr14:75053237	ENSG00000119640
AKTIP	794.398298489047	0.0540376434585384	0.060299803078635	0.896149584237774	0.370172877812968	0.709624072674292	ENSG00000166971	AKTIP	protein_coding	chr16	53491040	53504411	chr16:53491040	AKTIP	protein_coding	chr16	53491040	53504411	chr16:53491040	ENSG00000166971
B3GALT2	96.1987939527724	0.197015120471421	0.219462075199011	0.897718297308386	0.369335752109799	0.709624072674292	ENSG00000162630	B3GALT2	protein_coding	chr1	193179045	193186654	chr1:193179045	B3GALT2	protein_coding	chr1	193178730	193186613	chr1:193178730	ENSG00000162630
BYSL	679.872545120547	-0.0596191617511096	0.0665950800290103	-0.895248743978356	0.370654133206907	0.709624072674292	ENSG00000112578	BYSL	protein_coding	chr6	41921188	41933046	chr6:41921188	BYSL	protein_coding	chr6	41921499	41933046	chr6:41921499	ENSG00000112578
C12orf45	143.768029139372	-0.124110221992589	0.138413010580732	-0.896665865960618	0.369897239972634	0.709624072674292	ENSG00000151131	C12orf45	protein_coding	chr12	104986310	105049737	chr12:104986310	NOPCHAP1	protein_coding	chr12	104986316	105074197	chr12:104986316	ENSG00000151131
CBX3	3968.75671144711	0.0466594085634683	0.0521076108585107	0.895443252813182	0.370550187989576	0.709624072674292	ENSG00000122565	CBX3	protein_coding	chr7	26201162	26213356	chr7:26201162	CBX3	protein_coding	chr7	26201162	26213607	chr7:26201162	ENSG00000122565
CCDC88B	18.5748970304167	-0.334468210912871	0.372018238546301	-0.899064014226398	0.368618564494831	0.709624072674292	ENSG00000168071	CCDC88B	protein_coding	chr11	64340223	64357534	chr11:64340223	CCDC88B	protein_coding	chr11	64340204	64357534	chr11:64340204	ENSG00000168071
GBP3	875.205303393672	0.0554240204949568	0.0617502494503949	0.897551361950042	0.369424779240725	0.709624072674292	ENSG00000117226	GBP3	protein_coding	chr1	89006666	89022894	chr1:89006666	GBP3	protein_coding	chr1	89006679	89022894	chr1:89006679	ENSG00000117226
GIPC1	4873.32048590648	-0.0562275818726119	0.0627782818216212	-0.895653404984505	0.370437903342834	0.709624072674292	ENSG00000123159	GIPC1	protein_coding	chr19	14477760	14496149	chr19:14477760	GIPC1	protein_coding	chr19	14477760	14496149	chr19:14477760	ENSG00000123159
HSPB2	391.694607186423	0.117310691571343	0.130670745793999	0.897757878846751	0.369314645112383	0.709624072674292	ENSG00000170276	HSPB2	protein_coding	chr11	111912242	111914093	chr11:111912242	HSPB2	protein_coding	chr11	111912734	111914093	chr11:111912734	ENSG00000170276
IGFBP4	24521.8357471735	-0.0698138319469463	0.0777869230037324	-0.89750088126762	0.369451703368144	0.709624072674292	ENSG00000141753	IGFBP4	protein_coding	chr17	40443461	40457731	chr17:40443461	IGFBP4	protein_coding	chr17	40443450	40457725	chr17:40443450	ENSG00000141753
KIAA1524	404.398674671877	-0.131948617835462	0.147411937245294	-0.895101307948346	0.370732934851765	0.709624072674292	ENSG00000163507	KIAA1524	protein_coding	chr3	108549869	108589644	chr3:108549869	CIP2A	protein_coding	chr3	108549864	108589644	chr3:108549864	ENSG00000163507
KIF21A	125.389376581996	-0.156528763310794	0.174819635901369	-0.895372893918539	0.370587785583168	0.709624072674292	ENSG00000139116	KIF21A	protein_coding	chr12	39293228	39443390	chr12:39293228	KIF21A	protein_coding	chr12	39293228	39443390	chr12:39293228	ENSG00000139116
KIF3C	2045.70900879056	-0.0466158844251564	0.0518945186465426	-0.898281468658774	0.369035509548963	0.709624072674292	ENSG00000084731	KIF3C	protein_coding	chr2	25926596	25982749	chr2:25926596	KIF3C	protein_coding	chr2	25926598	25982749	chr2:25926598	ENSG00000084731
MAML2	1695.25752189215	0.0779861131075977	0.086830954440074	0.898137232401603	0.369112391508949	0.709624072674292	ENSG00000184384	MAML2	protein_coding	chr11	95976598	96343180	chr11:95976598	MAML2	protein_coding	chr11	95976598	96343195	chr11:95976598	ENSG00000184384
MICALL2	185.167650325653	-0.0981228552982717	0.109555111308138	-0.89564835566903	0.370440600952528	0.709624072674292	ENSG00000164877	MICALL2	protein_coding	chr7	1428465	1459502	chr7:1428465	MICALL2	protein_coding	chr7	1428465	1459470	chr7:1428465	ENSG00000164877
MSH5	35.3013951301422	0.222057464679179	0.247886539819495	0.89580283318681	0.370358076466746	0.709624072674292	ENSG00000204410	MSH5	protein_coding	chr6	31739948	31762834	chr6:31739948	MSH5	protein_coding	chr6	31739677	31762676	chr6:31739677	ENSG00000204410
NOL7	1916.393164163	0.0326185527025565	0.0363444115456441	0.897484683761949	0.36946034264826	0.709624072674292	ENSG00000225921	NOL7	protein_coding	chr6	13615327	13632739	chr6:13615327	NOL7	protein_coding	chr6	13615335	13632739	chr6:13615335	ENSG00000225921
NUP85	640.517269536408	-0.0513744434953909	0.0572204552497484	-0.897833532976247	0.369274304363036	0.709624072674292	ENSG00000125450	NUP85	protein_coding	chr17	75205659	75235758	chr17:75205659	NUP85	protein_coding	chr17	75205659	75235758	chr17:75205659	ENSG00000125450
PAFAH1B3	261.60146454195	-0.107335433648862	0.119516266770498	-0.898082215494344	0.369141719683768	0.709624072674292	ENSG00000079462	PAFAH1B3	protein_coding	chr19	42297033	42303546	chr19:42297033	PAFAH1B3	protein_coding	chr19	42297033	42303546	chr19:42297033	ENSG00000079462
PDRG1	383.875765306932	-0.07685497306347	0.085593427848836	-0.897907409424018	0.36923491416404	0.709624072674292	ENSG00000088356	PDRG1	protein_coding	chr20	31944342	31952092	chr20:31944342	PDRG1	protein_coding	chr20	31944337	31952046	chr20:31944337	ENSG00000088356
PGBD2	100.778146983296	0.106361927359325	0.118340000298261	0.898782551049969	0.368768496027308	0.709624072674292	ENSG00000185220	PGBD2	protein_coding	chr1	248906196	248919946	chr1:248906196	PGBD2	protein_coding	chr1	248906196	248919946	chr1:248906196	ENSG00000185220
PKD1P6	217.304090148069	-0.270306907246051	0.301620886952418	-0.896180997202273	0.370156103089079	0.709624072674292	ENSG00000270580	PKD1P6	processed_transcript	chr16	15104723	15131601	chr16:15104723	PKD1P6-NPIPP1	lncRNA	chr16	15104723	15131601	chr16:15104723	ENSG00000270580
PKM	126221.834527469	0.040052848248987	0.0446612802415349	0.896813706019513	0.369818333084072	0.709624072674292	ENSG00000067225	PKM	protein_coding	chr15	72199029	72231822	chr15:72199029	PKM	protein_coding	chr15	72199029	72231819	chr15:72199029	ENSG00000067225
PPTC7	762.473267753263	-0.079214919825055	0.0883745943873527	-0.896353984696663	0.370063735121754	0.709624072674292	ENSG00000196850	PPTC7	protein_coding	chr12	110533245	110583320	chr12:110533245	PPTC7	protein_coding	chr12	110533245	110583318	chr12:110533245	ENSG00000196850
PSME3	6417.54418770232	-0.0470304699750598	0.0524708312833633	-0.896316464305217	0.370083768199348	0.709624072674292	ENSG00000131467	PSME3	protein_coding	chr17	42824385	42843758	chr17:42824385	PSME3	protein_coding	chr17	42824385	42843760	chr17:42824385	ENSG00000131467
PTDSS1	3308.66521374284	-0.0603169201181725	0.0673727497262418	-0.895271758437357	0.370641833371764	0.709624072674292	ENSG00000156471	PTDSS1	protein_coding	chr8	96261715	96336995	chr8:96261715	PTDSS1	protein_coding	chr8	96261902	96336995	chr8:96261902	ENSG00000156471
PUM2	3001.17525289345	-0.0390697940281775	0.0436222050707599	-0.895640052234911	0.370445037109948	0.709624072674292	ENSG00000055917	PUM2	protein_coding	chr2	20248691	20352234	chr2:20248691	PUM2	protein_coding	chr2	20248691	20352234	chr2:20248691	ENSG00000055917
PYCRL	473.556931212544	-0.0801751412424604	0.0895092843348596	-0.895718716088942	0.370403011817861	0.709624072674292	ENSG00000104524	PYCRL	protein_coding	chr8	143603913	143609773	chr8:143603913	PYCR3	protein_coding	chr8	143603210	143609773	chr8:143603210	ENSG00000104524
SH3GLB1	7475.18561715575	-0.0386598010188893	0.0431317268012322	-0.89631934276707	0.370082231292544	0.709624072674292	ENSG00000097033	SH3GLB1	protein_coding	chr1	86704570	86748184	chr1:86704570	SH3GLB1	protein_coding	chr1	86704570	86748184	chr1:86704570	ENSG00000097033
THEM6	103.023526272352	-0.137736002658722	0.15379757772816	-0.895566787808407	0.370484180480819	0.709624072674292	ENSG00000130193	THEM6	protein_coding	chr8	142727203	142736927	chr8:142727203	THEM6	protein_coding	chr8	142727223	142736927	chr8:142727223	ENSG00000130193
TMPO-AS1	34.4255199765426	0.176146971764263	0.196208013325713	0.897756257650152	0.369315509606558	0.709624072674292	ENSG00000257167	TMPO-AS1	antisense	chr12	98512973	98516422	chr12:98512973	TMPO-AS1	lncRNA	chr12	98512973	98516422	chr12:98512973	ENSG00000257167
TRPM4	1309.59496342431	0.0636972644254488	0.0711606354870363	0.895119387137188	0.370723271323086	0.709624072674292	ENSG00000130529	TRPM4	protein_coding	chr19	49157741	49211836	chr19:49157741	TRPM4	protein_coding	chr19	49157741	49211836	chr19:49157741	ENSG00000130529
USP42	444.429802218602	0.0733991380974416	0.0817616725236153	0.897720604678698	0.369334521675711	0.709624072674292	ENSG00000106346	USP42	protein_coding	chr7	6104884	6161564	chr7:6104884	USP42	protein_coding	chr7	6104949	6161564	chr7:6104949	ENSG00000106346
UXT	891.873136250434	0.073104745310764	0.0813058339484278	0.899132839067049	0.368581908228453	0.709624072674292	ENSG00000126756	UXT	protein_coding	chrX	47651798	47659161	chrX:47651798	UXT	protein_coding	chrX	47651796	47659180	chrX:47651796	ENSG00000126756
ZNF469	677.412758241496	-0.240999059272144	0.268208270406862	-0.898551930954841	0.368891372429353	0.709624072674292	ENSG00000225614	ZNF469	protein_coding	chr16	88427471	88440757	chr16:88427471	ZNF469	protein_coding	chr16	88382959	88440757	chr16:88382959	ENSG00000225614
ZNF93	139.560216194684	0.14037864664881	0.156286741381881	0.898212128601487	0.369072468496037	0.709624072674292	ENSG00000184635	ZNF93	protein_coding	chr19	19900913	19935575	chr19:19900913	ZNF93	protein_coding	chr19	19900913	19963464	chr19:19900913	ENSG00000184635
CHAMP1	1502.00626597457	0.0402846029577467	0.0450371501987074	0.894474956341774	0.371067823347761	0.709748753261175	ENSG00000198824	CHAMP1	protein_coding	chr13	114314513	114327328	chr13:114314513	CHAMP1	protein_coding	chr13	114314482	114337626	chr13:114314482	ENSG00000198824
CWF19L1	588.115968758803	0.0802669667857799	0.0897137624866198	0.894700707684077	0.370947100296388	0.709748753261175	ENSG00000095485	CWF19L1	protein_coding	chr10	100232298	100267680	chr10:100232298	CWF19L1	protein_coding	chr10	100232298	100267680	chr10:100232298	ENSG00000095485
ITGB3BP	128.940025175109	0.127731238059722	0.142873563402518	0.894015904816936	0.37131338146734	0.709748753261175	ENSG00000142856	ITGB3BP	protein_coding	chr1	63440770	63593721	chr1:63440770	ITGB3BP	protein_coding	chr1	63440770	63593721	chr1:63440770	ENSG00000142856
MAPKAPK2	5063.01829562246	-0.0441281680274019	0.0493610034375138	-0.893988471755115	0.371328059288838	0.709748753261175	ENSG00000162889	MAPKAPK2	protein_coding	chr1	206684944	206734283	chr1:206684944	MAPKAPK2	protein_coding	chr1	206684905	206734281	chr1:206684905	ENSG00000162889
NFRKB	568.423245631312	0.094170159442864	0.105315242947388	0.8941740702237	0.371228763460779	0.709748753261175	ENSG00000170322	NFRKB	protein_coding	chr11	129863636	129895590	chr11:129863636	NFRKB	protein_coding	chr11	129863636	129895590	chr11:129863636	ENSG00000170322
NPAS2	349.453067278234	0.0984465897690634	0.110085532112362	0.89427364232187	0.371175498832241	0.709748753261175	ENSG00000170485	NPAS2	protein_coding	chr2	100820152	100996829	chr2:100820152	NPAS2	protein_coding	chr2	100820139	100996829	chr2:100820139	ENSG00000170485
NT5C2	3082.3314920523	-0.074041716507998	0.0827715909221475	-0.894530547052544	0.371038093331744	0.709748753261175	ENSG00000076685	NT5C2	protein_coding	chr10	103088017	103193306	chr10:103088017	NT5C2	protein_coding	chr10	103087185	103277605	chr10:103087185	ENSG00000076685
ODF2L	993.558853496244	0.104078997801768	0.116387117047714	0.894248439533903	0.371188980244469	0.709748753261175	ENSG00000122417	ODF2L	protein_coding	chr1	86346824	86396342	chr1:86346824	ODF2L	protein_coding	chr1	86346824	86396342	chr1:86346824	ENSG00000122417
PWWP2A	511.007295007992	0.0623831939877076	0.0697130092486492	0.894857282163822	0.370863384663914	0.709748753261175	ENSG00000170234	PWWP2A	protein_coding	chr5	160061801	160119423	chr5:160061801	PWWP2A	protein_coding	chr5	160061801	160119450	chr5:160061801	ENSG00000170234
UQCRC1	3365.9456212124	-0.0779008203241088	0.0871334167826734	-0.894040693003094	0.37130011907319	0.709748753261175	ENSG00000010256	UQCRC1	protein_coding	chr3	48599002	48610976	chr3:48599002	UQCRC1	protein_coding	chr3	48599002	48610976	chr3:48599002	ENSG00000010256
AKAP11	3992.96043769342	0.0416120247265151	0.0465519484291239	0.893883631742504	0.371384156343731	0.709763882602426	ENSG00000023516	AKAP11	protein_coding	chr13	42272153	42323267	chr13:42272153	AKAP11	protein_coding	chr13	42272152	42323261	chr13:42272152	ENSG00000023516
ARMC10	1045.19846266939	0.0655278319104625	0.0733626933125593	0.893203738189973	0.37174807658656	0.710282116062752	ENSG00000170632	ARMC10	protein_coding	chr7	103074881	103099764	chr7:103074881	ARMC10	protein_coding	chr7	103074881	103099759	chr7:103074881	ENSG00000170632
HAUS1	466.232247373916	0.0595153585654829	0.0666318488022865	0.89319686659273	0.371751755810455	0.710282116062752	ENSG00000152240	HAUS1	protein_coding	chr18	46104332	46128333	chr18:46104332	HAUS1	protein_coding	chr18	46104378	46128333	chr18:46104378	ENSG00000152240
RLIM	3519.1298580455	0.0456329197619521	0.051095576988171	0.893089430666699	0.371809282611149	0.710299901717654	ENSG00000131263	RLIM	protein_coding	chrX	74585217	74614617	chrX:74585217	RLIM	protein_coding	chrX	74582976	74614624	chrX:74582976	ENSG00000131263
FZD6	3411.67092534271	-0.0430795457261351	0.0482473825373332	-0.89288876329821	0.37191674517433	0.71036566988307	ENSG00000164930	FZD6	protein_coding	chr8	103298433	103332866	chr8:103298433	FZD6	protein_coding	chr8	103298433	103332866	chr8:103298433	ENSG00000164930
NAV2	1145.41583214457	-0.203475098422471	0.227904254277923	-0.892809566311729	0.371959162507521	0.71036566988307	ENSG00000166833	NAV2	protein_coding	chr11	19350724	20121598	chr11:19350724	NAV2	protein_coding	chr11	19350724	20121601	chr11:19350724	ENSG00000166833
ZFP37	82.180059848539	0.136399933710969	0.152785400299763	0.892755023996754	0.371988376721065	0.71036566988307	ENSG00000136866	ZFP37	protein_coding	chr9	113038380	113056759	chr9:113038380	ZFP37	protein_coding	chr9	113038377	113056759	chr9:113038377	ENSG00000136866
DUT	1019.04921831252	-0.0605680764887316	0.0678577705450282	-0.892573923402636	0.372085388883955	0.710366752676198	ENSG00000128951	DUT	protein_coding	chr15	48331011	48343373	chr15:48331011	DUT	protein_coding	chr15	48331011	48343373	chr15:48331011	ENSG00000128951
ICAM3	189.366088285628	0.13954964199291	0.156343315553072	0.892584639766952	0.372079647893728	0.710366752676198	ENSG00000076662	ICAM3	protein_coding	chr19	10333776	10339823	chr19:10333776	ICAM3	protein_coding	chr19	10333776	10339661	chr19:10333776	ENSG00000076662
SGPL1	1356.34324526096	0.0489513563022672	0.0548514006807796	0.892435848396122	0.372159363589993	0.710415910981494	ENSG00000166224	SGPL1	protein_coding	chr10	70815961	70881173	chr10:70815961	SGPL1	protein_coding	chr10	70815905	70895816	chr10:70815905	ENSG00000166224
COPZ2	4554.5278798662	0.0728473460862977	0.0816584460239807	0.892098118851106	0.372340343109662	0.710485180615082	ENSG00000005243	COPZ2	protein_coding	chr17	48026167	48038030	chr17:48026167	COPZ2	protein_coding	chr17	48026167	48038030	chr17:48026167	ENSG00000005243
CTSZ	10731.6976637196	-0.10005618558747	0.112220798893568	-0.891601080851019	0.372606790622158	0.710537358484785	ENSG00000101160	CTSZ	protein_coding	chr20	58995185	59007247	chr20:58995185	CTSZ	protein_coding	chr20	58985686	59008238	chr20:58985686	ENSG00000101160
PLA2G15	1726.37453521693	-0.0591455345940005	0.0663342874655532	-0.891628399938934	0.372592142591891	0.710537358484785	ENSG00000103066	PLA2G15	protein_coding	chr16	68245304	68261062	chr16:68245304	PLA2G15	protein_coding	chr16	68245304	68261058	chr16:68245304	ENSG00000103066
RAD52	126.789479956665	0.119637118156947	0.134128841340525	0.891956695974237	0.372416143749071	0.710537358484785	ENSG00000002016	RAD52	protein_coding	chr12	912077	990053	chr12:912077	RAD52	protein_coding	chr12	911736	990053	chr12:911736	ENSG00000002016
TMEM183A	2728.21949118854	0.0534560782387845	0.059955411236613	0.891597224274236	0.372608858481771	0.710537358484785	ENSG00000163444	TMEM183A	protein_coding	chr1	203007386	203024848	chr1:203007386	TMEM183A	protein_coding	chr1	203007374	203024848	chr1:203007374	ENSG00000163444
ZFAND6	1427.0581839169	0.0449317840959392	0.0503881605915696	0.891713124043998	0.372546717236952	0.710537358484785	ENSG00000086666	ZFAND6	protein_coding	chr15	80059568	80138393	chr15:80059568	ZFAND6	protein_coding	chr15	80059568	80138393	chr15:80059568	ENSG00000086666
COX7C	2376.12333757636	0.0647335670986318	0.0726361704154785	0.891202918991407	0.37282031873249	0.710601899921695	ENSG00000127184	COX7C	protein_coding	chr5	86617904	86620962	chr5:86617904	COX7C	protein_coding	chr5	86617928	86620962	chr5:86617928	ENSG00000127184
QSER1	2279.66494892659	-0.0615641726230328	0.0691029942204104	-0.890904559456109	0.372980374054344	0.710601899921695	ENSG00000060749	QSER1	protein_coding	chr11	32893178	32993316	chr11:32893178	QSER1	protein_coding	chr11	32892811	32993316	chr11:32892811	ENSG00000060749
UTS2B	73.2669733948571	-0.127307071056493	0.14288915137575	-0.890949871496677	0.372956063616742	0.710601899921695	ENSG00000188958	UTS2B	protein_coding	chr3	191267168	191330536	chr3:191267168	UTS2B	protein_coding	chr3	191267168	191330526	chr3:191267168	ENSG00000188958
ZCCHC10	251.210497248543	0.101919801315452	0.114351342961546	0.891286439458129	0.372775521703481	0.710601899921695	ENSG00000155329	ZCCHC10	protein_coding	chr5	132996985	133026604	chr5:132996985	ZCCHC10	protein_coding	chr5	132996985	133026604	chr5:132996985	ENSG00000155329
FAM134A	3693.22591003487	-0.0544520310632836	0.0611422708586285	-0.890579141052614	0.373154993650952	0.710842649873551	ENSG00000144567	FAM134A	protein_coding	chr2	219176225	219185479	chr2:219176225	RETREG2	protein_coding	chr2	219176225	219185475	chr2:219176225	ENSG00000144567
NAT6	193.185971162665	0.0833843800094749	0.0937424737789212	0.889504795938344	0.373731846867501	0.711783277934139	ENSG00000243477	NAT6	protein_coding	chr3	50296402	50299421	chr3:50296402	NAA80	protein_coding	chr3	50296402	50299416	chr3:50296402	ENSG00000243477
SH3PXD2B	6485.81490366843	-0.0385157730772597	0.0433040574084057	-0.889426427505692	0.373773947186239	0.711783277934139	ENSG00000174705	SH3PXD2B	protein_coding	chr5	172325181	172454523	chr5:172325181	SH3PXD2B	protein_coding	chr5	172325000	172454525	chr5:172325000	ENSG00000174705
TTC9C	526.456629923112	-0.0638984713061071	0.0718453094240031	-0.889389604114628	0.373793730099688	0.711783277934139	ENSG00000162222	TTC9C	protein_coding	chr11	62728069	62740293	chr11:62728069	TTC9C	protein_coding	chr11	62728069	62740293	chr11:62728069	ENSG00000162222
SNRNP25	811.730140745155	0.0757115425828055	0.0851469558523034	0.889186722237439	0.373902737508681	0.711898827225071	ENSG00000161981	SNRNP25	protein_coding	chr16	53010	57669	chr16:53010	SNRNP25	protein_coding	chr16	53828	57669	chr16:53828	ENSG00000161981
CXorf57	79.442447346631	0.156310633526893	0.175818987756697	0.889042961293805	0.373979991443655	0.711953896866953	ENSG00000147231	CXorf57	protein_coding	chrX	106611930	106679442	chrX:106611930	RADX	protein_coding	chrX	106611930	106679439	chrX:106611930	ENSG00000147231
ARL17A	459.215685202987	-0.0934945357321311	0.105180641093822	-0.888894902710595	0.374059565156214	0.711957207013128	ENSG00000185829	ARL17A	protein_coding	chr17	46516702	46579722	chr17:46516702	ARL17A	protein_coding	chr17	46516702	46579691	chr17:46516702	ENSG00000185829
CREG1	816.267554193962	0.0819167118073216	0.0922608601718272	0.887881509610461	0.374604491872614	0.711957207013128	ENSG00000143162	CREG1	protein_coding	chr1	167529677	167553767	chr1:167529677	CREG1	protein_coding	chr1	167529117	167553805	chr1:167529117	ENSG00000143162
CYLD	3169.12647314779	-0.0536245178528311	0.0603764576424695	-0.888169328687329	0.374449674504573	0.711957207013128	ENSG00000083799	CYLD	protein_coding	chr16	50742050	50801935	chr16:50742050	CYLD	protein_coding	chr16	50742050	50801935	chr16:50742050	ENSG00000083799
