Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
MYL6	MYL6	25690.9216813251	-0.0452738678929592	0.0294155151739757	-1.53911524667138	0.123776163498023	0.3561876193086	ENSG00000092841	protein_coding	chr12	56158161	56163496	chr12:56158161	MYL6	protein_coding	chr12	56158346	56163496	chr12:56158346	ENSG00000092841
MYL6B	MYL6B	3048.40509540956	-0.038505097788869	0.0267771375575736	-1.4379840901993	0.150438568368149	0.398717164249767	ENSG00000196465	protein_coding	chr12	56152256	56159647	chr12:56152256	MYL6B	protein_coding	chr12	56152256	56159647	chr12:56152256	ENSG00000196465
MYL9	MYL9	312.364274326121	-0.18993246704051	0.0982536212358389	-1.93308363245578	0.0532258960388062	0.211102961853849	ENSG00000101335	protein_coding	chr20	36541484	36551447	chr20:36541484	MYL9	protein_coding	chr20	36541497	36551447	chr20:36541497	ENSG00000101335
MYLIP	MYLIP	2674.60327119247	-0.0647735251237495	0.0630848349643461	-1.02676855951764	0.304529457307793	0.586476972300034	ENSG00000007944	protein_coding	chr6	16129125	16148248	chr6:16129125	MYLIP	protein_coding	chr6	16129086	16148248	chr6:16129086	ENSG00000007944
MYNN	MYNN	1978.73111025622	-0.0381005373702417	0.0180156145451492	-2.11486193128507	0.0344417166055257	0.159465851254243	ENSG00000085274	protein_coding	chr3	169772831	169789716	chr3:169772831	MYNN	protein_coding	chr3	169773396	169789716	chr3:169773396	ENSG00000085274
MYO18A	MYO18A	5035.17355585036	0.0476541681847171	0.0261164453614636	1.82468048485012	0.0680492598778062	0.247175989884592	ENSG00000196535	protein_coding	chr17	29073517	29180412	chr17:29073517	MYO18A	protein_coding	chr17	29071122	29180398	chr17:29071122	ENSG00000196535
MYO19	MYO19	1912.32976166961	-0.0823800601668973	0.021267258723995	-3.87356270199277	0.000107255795120119	0.00228683476648743	ENSG00000278259	protein_coding	chr17	36495633	36543435	chr17:36495633	MYO19	protein_coding	chr17	36495636	36543435	chr17:36495636	ENSG00000278259
MYO1B	MYO1B	746.564691869071	-0.204077102586683	0.11648945236555	-1.75189339843643	0.0797921399198267	0.273334797111408	ENSG00000128641	protein_coding	chr2	191245185	191425389	chr2:191245185	MYO1B	protein_coding	chr2	191245185	191425389	chr2:191245185	ENSG00000128641
MYO1C	MYO1C	9601.55058267925	0.0204668831475063	0.0224944786396221	0.909862525617983	0.362895015019805	0.642708069549508	ENSG00000197879	protein_coding	chr17	1464098	1492812	chr17:1464098	MYO1C	protein_coding	chr17	1464186	1492686	chr17:1464186	ENSG00000197879
MYO1D	MYO1D	3470.56555151784	0.0177482148844502	0.0628274947682862	0.282491207868582	0.777566887279959	0.909049234469449	ENSG00000176658	protein_coding	chr17	32492522	32877177	chr17:32492522	MYO1D	protein_coding	chr17	32492522	32877177	chr17:32492522	ENSG00000176658
MYO1E	MYO1E	15240.6586682413	-0.0780971333534417	0.0359543226407304	-2.17212083603462	0.0298465497529024	0.14535601507194	ENSG00000157483	protein_coding	chr15	59132434	59372900	chr15:59132434	MYO1E	protein_coding	chr15	59132434	59372871	chr15:59132434	ENSG00000157483
MYO1G	MYO1G	20337.0361066311	0.00812457286333044	0.0275053082087711	0.295381996873593	0.767702084502121	0.904184275283049	ENSG00000136286	protein_coding	chr7	44962662	44979098	chr7:44962662	MYO1G	protein_coding	chr7	44962662	44979088	chr7:44962662	ENSG00000136286
MYO3B	MYO3B	514.736354555596	0.315334037153336	0.0890720934123602	3.54021136219954	0.000399806698374377	0.00630193571029739	ENSG00000071909	protein_coding	chr2	170178145	170655171	chr2:170178145	MYO3B	protein_coding	chr2	170178145	170655171	chr2:170178145	ENSG00000071909
MYO5A	MYO5A	6551.4056605367	-0.0442922030076104	0.0361219461962496	-1.22618539895309	0.220128914597189	0.493598223896078	ENSG00000197535	protein_coding	chr15	52307283	52529050	chr15:52307283	MYO5A	protein_coding	chr15	52307281	52529132	chr15:52307281	ENSG00000197535
MYO6	MYO6	4016.66050063865	-0.139734817422505	0.0925625072170883	-1.5096265391211	0.131138745531891	0.368837042379884	ENSG00000196586	protein_coding	chr6	75749192	75919537	chr6:75749192	MYO6	protein_coding	chr6	75749201	75919537	chr6:75749201	ENSG00000196586
MYO9A	MYO9A	3752.89899368148	0.0299373396898824	0.0379216422482895	0.789452616367974	0.429847513619353	0.700216475894712	ENSG00000066933	protein_coding	chr15	71822289	72118577	chr15:71822289	MYO9A	protein_coding	chr15	71822291	72118577	chr15:71822291	ENSG00000066933
MYO9B	MYO9B	15098.0543365999	-0.00565835071171637	0.0253830390311432	-0.222918567976591	0.823598884822195	0.929400834311316	ENSG00000099331	protein_coding	chr19	17075781	17214537	chr19:17075781	MYO9B	protein_coding	chr19	17075777	17214537	chr19:17075777	ENSG00000099331
MYPOP	MYPOP	506.411766969033	-0.0201494962187424	0.0287491354759509	-0.700873117927243	0.483382202096755	0.738822831268614	ENSG00000176182	protein_coding	chr19	45890020	45902604	chr19:45890020	MYPOP	protein_coding	chr19	45890023	45902613	chr19:45890023	ENSG00000176182
MYSM1	MYSM1	2382.03570832603	0.0381059737091234	0.0296520542311532	1.28510400702992	0.198755941531713	0.46735990884285	ENSG00000162601	protein_coding	chr1	58654739	58700092	chr1:58654739	MYSM1	protein_coding	chr1	58643440	58700090	chr1:58643440	ENSG00000162601
MZB1	MZB1	7180.5700504757	0.18590261162765	0.0688266209805221	2.70102772705144	0.00691255754759572	0.0533512172028054	ENSG00000170476	protein_coding	chr5	139387480	139390081	chr5:139387480	MZB1	protein_coding	chr5	139387467	139390081	chr5:139387467	ENSG00000170476
MZF1	MZF1	291.342525100825	0.0432154692823921	0.0300116352645514	1.43995716666051	0.149879517847819	0.397917156407029	ENSG00000099326	protein_coding	chr19	58561931	58573575	chr19:58561931	MZF1	protein_coding	chr19	58561931	58573575	chr19:58561931	ENSG00000099326
MZT1	MZT1	2741.0184354388	-0.0870298511464572	0.0295929668090963	-2.94089645380557	0.0032726391168853	0.0309089727964518	ENSG00000204899	protein_coding	chr13	72708357	72727687	chr13:72708357	MZT1	protein_coding	chr13	72708367	72727629	chr13:72708367	ENSG00000204899
MZT2A	MZT2A	2960.91612577049	0.00448645775212865	0.0492121234519205	0.0911657014050991	0.927360927744212	0.974950977672503	ENSG00000173272	protein_coding	chr2	131464900	131492743	chr2:131464900	MZT2A	protein_coding	chr2	131464900	131492743	chr2:131464900	ENSG00000173272
MZT2B	MZT2B	5114.01674714682	0.0689032994861738	0.0327805561351062	2.10195639153242	0.0355570960081249	0.162856288551691	ENSG00000152082	protein_coding	chr2	130181737	130190729	chr2:130181737	MZT2B	protein_coding	chr2	130181737	130190729	chr2:130181737	ENSG00000152082
N4BP1	N4BP1	6242.39414957706	-0.017146533050831	0.0171629795465877	-0.999041745886135	0.317774468937138	0.600009075765089	ENSG00000102921	protein_coding	chr16	48538726	48620148	chr16:48538726	N4BP1	protein_coding	chr16	48538726	48620148	chr16:48538726	ENSG00000102921
N4BP2	N4BP2	2779.75573505981	0.0881196043645749	0.0363778778329609	2.42234043363388	0.0154208964943515	0.0929421599524429	ENSG00000078177	protein_coding	chr4	40056826	40158252	chr4:40056826	N4BP2	protein_coding	chr4	40056850	40158252	chr4:40056850	ENSG00000078177
N4BP2L1	N4BP2L1	1542.17940409981	0.0545263811578769	0.0313294394773359	1.74041993944137	0.0817853068275311	0.277818836003223	ENSG00000139597	protein_coding	chr13	32400723	32428311	chr13:32400723	N4BP2L1	protein_coding	chr13	32400723	32428311	chr13:32400723	ENSG00000139597
N4BP2L2	N4BP2L2	3458.84245384719	0.0268554986809592	0.0186942537326575	1.43656436170247	0.150841816090786	0.399474588588137	ENSG00000244754	protein_coding	chr13	32432417	32538885	chr13:32432417	N4BP2L2	protein_coding	chr13	32432417	32538885	chr13:32432417	ENSG00000244754
N4BP3	N4BP3	2312.1564080771	-0.105130645985201	0.0517495635501025	-2.03152720087032	0.0422015431175334	0.181983065748293	ENSG00000145911	protein_coding	chr5	178113443	178126087	chr5:178113443	N4BP3	protein_coding	chr5	178113532	178126081	chr5:178113532	ENSG00000145911
N6AMT1	N6AMT1	558.22591523878	-0.0111716286404177	0.0296055691062815	-0.377348890011623	0.705914343963824	0.875764026274529	ENSG00000156239	protein_coding	chr21	28872191	28885371	chr21:28872191	N6AMT1	protein_coding	chr21	28872191	28885371	chr21:28872191	ENSG00000156239
N6AMT2	N6AMT2	383.540885430028	0.00702621117168646	0.0315354292875316	0.222803726805915	0.823688267343371	0.929400834311316	ENSG00000150456	protein_coding	chr13	20728731	20773958	chr13:20728731	EEF1AKMT1	protein_coding	chr13	20728731	20773961	chr13:20728731	ENSG00000150456
NAA10	NAA10	2941.61198722721	0.0695499829713582	0.0286734342670234	2.42558956571679	0.0152835439660084	0.0923188492760269	ENSG00000102030	protein_coding	chrX	153929242	153935223	chrX:153929242	NAA10	protein_coding	chrX	153929225	153935080	chrX:153929225	ENSG00000102030
NAA15	NAA15	9753.87426813369	-0.00372750181977404	0.0270498382666029	-0.137801260881334	0.890397487828791	0.958840599304239	ENSG00000164134	protein_coding	chr4	139301455	139420033	chr4:139301455	NAA15	protein_coding	chr4	139301446	139420033	chr4:139301446	ENSG00000164134
NAA16	NAA16	984.356927623254	0.0215034869534532	0.0286930862073687	0.749430953437517	0.45359750032123	0.717508678610519	ENSG00000172766	protein_coding	chr13	41311205	41377030	chr13:41311205	NAA16	protein_coding	chr13	41311267	41377030	chr13:41311267	ENSG00000172766
NAA20	NAA20	3610.5313645654	0.00120861647469245	0.0185852761494714	0.0650308591043899	0.948149430237025	0.98241411858211	ENSG00000173418	protein_coding	chr20	20017116	20033655	chr20:20017116	NAA20	protein_coding	chr20	20017310	20033655	chr20:20017310	ENSG00000173418
NAA25	NAA25	4057.23836613519	0.0302745973446654	0.0208632353252086	1.45109791807243	0.146752596179759	0.392848045986514	ENSG00000111300	protein_coding	chr12	112026689	112109022	chr12:112026689	NAA25	protein_coding	chr12	112026689	112108796	chr12:112026689	ENSG00000111300
NAA30	NAA30	2072.43018481953	-0.0224083412724674	0.029960086855595	-0.747939796719335	0.454496471639475	0.718309268747263	ENSG00000139977	protein_coding	chr14	57390544	57415917	chr14:57390544	NAA30	protein_coding	chr14	57390544	57415906	chr14:57390544	ENSG00000139977
NAA35	NAA35	2758.37067918793	-0.0135790150680913	0.0151033276805351	-0.899074386473901	0.368613040067101	0.648534106332482	ENSG00000135040	protein_coding	chr9	85941146	86022298	chr9:85941146	NAA35	protein_coding	chr9	85941146	86025462	chr9:85941146	ENSG00000135040
NAA38	NAA38	1162.38289545693	0.0206208474781532	0.0299967134081451	0.687436893421597	0.4918074554271	0.744829304851352	ENSG00000183011	protein_coding	chr17	7856685	7885238	chr17:7856685	NAA38	protein_coding	chr17	7856685	7885238	chr17:7856685	ENSG00000183011
NAA40	NAA40	1420.62313366178	0.0345599932534216	0.023530743903925	1.46871656053581	0.141909683765378	0.385677421121486	ENSG00000110583	protein_coding	chr11	63938959	63957328	chr11:63938959	NAA40	protein_coding	chr11	63938959	63957319	chr11:63938959	ENSG00000110583
NAA50	NAA50	6729.84569282825	0.0397906947636895	0.0272116359169364	1.46226764481014	0.143667881195391	0.388637525183235	ENSG00000121579	protein_coding	chr3	113716460	113746300	chr3:113716460	NAA50	protein_coding	chr3	113716458	113746300	chr3:113716458	ENSG00000121579
NAA60	NAA60	2301.43821838085	0.0609520825115528	0.024182535196091	2.52050010543995	0.0117188203173139	0.0770376707494886	ENSG00000122390	protein_coding	chr16	3443611	3486963	chr16:3443611	NAA60	protein_coding	chr16	3443649	3486953	chr16:3443649	ENSG00000122390
NAAA	NAAA	441.472223894573	-0.269516158737679	0.0635871579819183	-4.23853128982929	2.24986829218597e-05	0.000652557747944684	ENSG00000138744	protein_coding	chr4	75913657	75941051	chr4:75913657	NAAA	protein_coding	chr4	75913660	75941013	chr4:75913660	ENSG00000138744
NAALADL1	NAALADL1	199.244340185408	-0.00821719519367517	0.0856608238728015	-0.0959271090583596	0.92357846394502	0.973117837809853	ENSG00000168060	protein_coding	chr11	65044818	65058549	chr11:65044818	NAALADL1	protein_coding	chr11	65044818	65058553	chr11:65044818	ENSG00000168060
NAALADL2-AS2	NAALADL2-AS2	333.437074761475	0.0163834402594501	0.137949250842491	0.118764256850924	0.905462127110311	0.965471394480233	ENSG00000226779	antisense	chr3	175234861	175271096	chr3:175234861	NAALADL2-AS2	lncRNA	chr3	175234861	175271096	chr3:175234861	ENSG00000226779
NAB1	NAB1	3385.59459078069	0.072672896136206	0.0315689440777236	2.30203759610342	0.0213330520761476	0.11605419211831	ENSG00000138386	protein_coding	chr2	190646746	190692766	chr2:190646746	NAB1	protein_coding	chr2	190646746	190692766	chr2:190646746	ENSG00000138386
NAB2	NAB2	2841.37443679045	-0.114103521177915	0.0415079656404246	-2.74895479499939	0.00597856308614293	0.0483797701729936	ENSG00000166886	protein_coding	chr12	57088894	57095476	chr12:57088894	NAB2	protein_coding	chr12	57089043	57095476	chr12:57089043	ENSG00000166886
NABP1	NABP1	1916.34647954172	0.0664177250819965	0.0452092223193303	1.46911894685696	0.141800529561532	0.385589725862174	ENSG00000173559	protein_coding	chr2	191678068	191696659	chr2:191678068	NABP1	protein_coding	chr2	191678068	191741097	chr2:191678068	ENSG00000173559
NABP2	NABP2	3209.15964709853	-0.0057971242195647	0.0209570523819501	-0.27661925512758	0.782072477974948	0.911146185985416	ENSG00000139579	protein_coding	chr12	56222015	56229854	chr12:56222015	NABP2	protein_coding	chr12	56222015	56229854	chr12:56222015	ENSG00000139579
NACA	NACA	50258.8270038908	-0.0436630411991768	0.0240476900402361	-1.81568546193504	0.069418635426273	0.250345094831281	ENSG00000196531	protein_coding	chr12	56712428	56731628	chr12:56712428	NACA	protein_coding	chr12	56712305	56731628	chr12:56712305	ENSG00000196531
NACC1	NACC1	7368.33388539475	0.0283886137765866	0.0187815340670895	1.5115173060507	0.130656702744685	0.367999328651045	ENSG00000160877	protein_coding	chr19	13118103	13141141	chr19:13118103	NACC1	protein_coding	chr19	13116862	13141147	chr19:13116862	ENSG00000160877
NACC2	NACC2	635.632243178327	0.157462199599823	0.103003613834141	1.52870558360576	0.12633744748579	0.36056622284977	ENSG00000148411	protein_coding	chr9	136006537	136095285	chr9:136006537	NACC2	protein_coding	chr9	136006537	136095289	chr9:136006537	ENSG00000148411
NADK	NADK	5265.69227955048	-0.00440071802038592	0.015701898827456	-0.280266614168403	0.779272962780506	0.909917320478741	ENSG00000008130	protein_coding	chr1	1751232	1780457	chr1:1751232	NADK	protein_coding	chr1	1751232	1780457	chr1:1751232	ENSG00000008130
NADK2	NADK2	599.958960073917	0.077668580475376	0.0291303846024707	2.66623944500851	0.00767050390768477	0.0574899877185308	ENSG00000152620	protein_coding	chr5	36192592	36242279	chr5:36192592	NADK2	protein_coding	chr5	36192589	36242279	chr5:36192589	ENSG00000152620
NADSYN1	NADSYN1	3372.03645146624	-0.0481161979366785	0.0241594172506094	-1.99161252266814	0.0464135883187694	0.193818585387635	ENSG00000172890	protein_coding	chr11	71453109	71524107	chr11:71453109	NADSYN1	protein_coding	chr11	71453109	71524107	chr11:71453109	ENSG00000172890
NAE1	NAE1	4309.06989272161	0.0640680892774865	0.0221569252665223	2.8915604718083	0.00383333813010284	0.0347169764206318	ENSG00000159593	protein_coding	chr16	66802875	66873256	chr16:66802875	NAE1	protein_coding	chr16	66802875	66873256	chr16:66802875	ENSG00000159593
NAF1	NAF1	1460.35999278334	0.0301422297899369	0.0212177049129286	1.42061688168593	0.155428168008262	0.407102988238449	ENSG00000145414	protein_coding	chr4	163110073	163166921	chr4:163110073	NAF1	protein_coding	chr4	163110073	163166890	chr4:163110073	ENSG00000145414
NAGA	NAGA	3182.56216418342	0.0147102068579251	0.0266111738697535	0.552783087657956	0.580411950636303	0.804211231424052	ENSG00000198951	protein_coding	chr22	42058354	42070842	chr22:42058354	NAGA	protein_coding	chr22	42058334	42070842	chr22:42058334	ENSG00000198951
NAGK	NAGK	2778.57167871659	-0.0149381526953283	0.0381669233244761	-0.391390015074874	0.695508971702408	0.871339891514814	ENSG00000124357	protein_coding	chr2	71064344	71079805	chr2:71064344	NAGK	protein_coding	chr2	71064344	71079808	chr2:71064344	ENSG00000124357
NAGLU	NAGLU	1223.84994192279	-0.0197882149973639	0.0225706139112143	-0.876724712726226	0.380636180483837	0.659482436488498	ENSG00000108784	protein_coding	chr17	42536172	42544449	chr17:42536172	NAGLU	protein_coding	chr17	42536241	42544449	chr17:42536241	ENSG00000108784
NAGPA	NAGPA	506.176157091361	-0.0692702505052515	0.0285442787533003	-2.4267647854736	0.0152341290895854	0.0921021591136135	ENSG00000103174	protein_coding	chr16	5024844	5034141	chr16:5024844	NAGPA	protein_coding	chr16	5024844	5034141	chr16:5024844	ENSG00000103174
NAIF1	NAIF1	716.735304457308	-0.0274409175999719	0.0157350801325754	-1.74393249788176	0.0811708610685834	0.276491103822697	ENSG00000171169	protein_coding	chr9	128061233	128068206	chr9:128061233	NAIF1	protein_coding	chr9	128061233	128068206	chr9:128061233	ENSG00000171169
NAMPT	NAMPT	36227.1856022121	-0.0790528993668011	0.042467151468283	-1.86150699148829	0.0626726142361414	0.234213069080833	ENSG00000105835	protein_coding	chr7	106248285	106286326	chr7:106248285	NAMPT	protein_coding	chr7	106248298	106285966	chr7:106248298	ENSG00000105835
NANP	NANP	643.729483788947	-0.0370816820572974	0.0258475645431033	-1.43462963388524	0.151392665449401	0.400816354244492	ENSG00000170191	protein_coding	chr20	25612935	25624175	chr20:25612935	NANP	protein_coding	chr20	25612935	25624014	chr20:25612935	ENSG00000170191
NANS	NANS	2880.36300334031	-0.0274506915568653	0.0323449024207654	-0.848686794591842	0.396055596177917	0.672056916959797	ENSG00000095380	protein_coding	chr9	98056739	98083075	chr9:98056739	NANS	protein_coding	chr9	98056732	98083077	chr9:98056732	ENSG00000095380
NAP1L1	NAP1L1	77379.9036618729	0.00915481672741109	0.0262522568870208	0.348724940747371	0.727295818293623	0.885568787292165	ENSG00000187109	protein_coding	chr12	76036587	76085033	chr12:76036587	NAP1L1	protein_coding	chr12	76036585	76084735	chr12:76036585	ENSG00000187109
NAP1L4	NAP1L4	9170.99218026562	0.0313170577715964	0.0148429938726563	2.10988820990411	0.0348679860325673	0.160755537705817	ENSG00000205531	protein_coding	chr11	2944431	2992377	chr11:2944431	NAP1L4	protein_coding	chr11	2944431	2992377	chr11:2944431	ENSG00000205531
NAP1L5	NAP1L5	275.645170337387	-0.116004027357164	0.0408075381441352	-2.84271074984797	0.00447316462421135	0.0391182631842797	ENSG00000177432	protein_coding	chr4	88695915	88698235	chr4:88695915	NAP1L5	protein_coding	chr4	88695913	88697829	chr4:88695913	ENSG00000177432
NAPA	NAPA	6083.40541619956	-0.0379080722693207	0.0296337635562834	-1.27921896242851	0.200819960132632	0.469938743795664	ENSG00000105402	protein_coding	chr19	47487637	47515240	chr19:47487637	NAPA	protein_coding	chr19	47487637	47515091	chr19:47487637	ENSG00000105402
NAPA-AS1	NAPA-AS1	338.066962071669	0.0339864644465886	0.041674278902299	0.815526155263929	0.414771199359547	0.687603756612994	ENSG00000268061	antisense	chr19	47484282	47501597	chr19:47484282	NAPA-AS1	lncRNA	chr19	47484282	47502399	chr19:47484282	ENSG00000268061
NAPB	NAPB	967.745304384428	-0.0823040662752485	0.0224686945681192	-3.66305510209879	0.000249224900302366	0.00440898447967035	ENSG00000125814	protein_coding	chr20	23374519	23421519	chr20:23374519	NAPB	protein_coding	chr20	23374519	23421519	chr20:23374519	ENSG00000125814
NAPEPLD	NAPEPLD	515.383312344762	0.029301713801111	0.0317009647154462	0.924316154543833	0.355321734324677	0.635749908987389	ENSG00000161048	protein_coding	chr7	103099776	103149560	chr7:103099776	NAPEPLD	protein_coding	chr7	103099776	103149560	chr7:103099776	ENSG00000161048
NAPG	NAPG	2442.00553129116	-0.131786300342262	0.0193532277124666	-6.80952564090229	9.79210801124413e-12	2.29705492188156e-09	ENSG00000134265	protein_coding	chr18	10525905	10552761	chr18:10525905	NAPG	protein_coding	chr18	10525905	10552764	chr18:10525905	ENSG00000134265
NAPRT	NAPRT	848.924845395219	-0.0562620136677475	0.0749638146569616	-0.75052228765579	0.452940205642162	0.717311323982809	ENSG00000147813	protein_coding	chr8	143574785	143578649	chr8:143574785	NAPRT	protein_coding	chr8	143574785	143578649	chr8:143574785	ENSG00000147813
NAPSA	NAPSA	579.155479304114	-0.00935781640304187	0.103801943110807	-0.0901506862261001	0.928167471376402	0.975346629056253	ENSG00000131400	protein_coding	chr19	50358477	50365830	chr19:50358477	NAPSA	protein_coding	chr19	50358477	50365830	chr19:50358477	ENSG00000131400
NARF	NARF	3447.93612539611	-0.0165761594526354	0.0245697197687259	-0.674658059134021	0.499893036797092	0.750631477052858	ENSG00000141562	protein_coding	chr17	82458180	82490537	chr17:82458180	NARF	protein_coding	chr17	82458180	82490537	chr17:82458180	ENSG00000141562
NARFL	NARFL	1079.1420195598	-0.0375608496129291	0.0241557095960802	-1.55494705976364	0.119958678202633	0.349720938617749	ENSG00000103245	protein_coding	chr16	729753	741329	chr16:729753	CIAO3	protein_coding	chr16	729760	741329	chr16:729760	ENSG00000103245
NARS	NARS	8646.23803415489	-0.0327906285634883	0.020087040828873	-1.63242703805108	0.102589557115416	0.320148140729756	ENSG00000134440	protein_coding	chr18	57600656	57622213	chr18:57600656	NARS1	protein_coding	chr18	57600656	57622213	chr18:57600656	ENSG00000134440
NARS2	NARS2	2277.75034272502	-0.00346769182317364	0.0192334256835941	-0.180295069646982	0.856920926100857	0.944741691271221	ENSG00000137513	protein_coding	chr11	78435961	78574874	chr11:78435961	NARS2	protein_coding	chr11	78435620	78575194	chr11:78435620	ENSG00000137513
NASP	NASP	11270.5646023728	0.0358209958831789	0.0269539832199711	1.32896854579319	0.183858347395841	0.447143464600722	ENSG00000132780	protein_coding	chr1	45583846	45618904	chr1:45583846	NASP	protein_coding	chr1	45583846	45618904	chr1:45583846	ENSG00000132780
NAT1	NAT1	704.918619054211	-0.105845317092121	0.0280266008102126	-3.77660201495261	0.000158982460235207	0.00311844038439728	ENSG00000171428	protein_coding	chr8	18170477	18223689	chr8:18170477	NAT1	protein_coding	chr8	18170477	18223689	chr8:18170477	ENSG00000171428
NAT10	NAT10	9925.21628473797	0.000915871594384818	0.0173757279936606	0.0527098257246525	0.957963110114501	0.985454718265761	ENSG00000135372	protein_coding	chr11	34105602	34147670	chr11:34105602	NAT10	protein_coding	chr11	34105617	34147670	chr11:34105617	ENSG00000135372
NAT14	NAT14	454.173234129368	-0.0135455542585769	0.0335136421065248	-0.404180310081539	0.686080131748056	0.86641130648928	ENSG00000090971	protein_coding	chr19	55485004	55487568	chr19:55485004	NAT14	protein_coding	chr19	55485188	55487568	chr19:55485188	ENSG00000090971
NAT6	NAT6	309.740847089435	0.0790349050642397	0.0311377056390909	2.53823791580256	0.0111412215636887	0.0748623355539903	ENSG00000243477	protein_coding	chr3	50296402	50299421	chr3:50296402	NAA80	protein_coding	chr3	50296402	50299416	chr3:50296402	ENSG00000243477
NAT9	NAT9	1310.48544829068	-0.0234066105140533	0.0189358924748467	-1.23609756155646	0.216422301176133	0.489523206335042	ENSG00000109065	protein_coding	chr17	74770547	74776367	chr17:74770547	NAT9	protein_coding	chr17	74770529	74776367	chr17:74770529	ENSG00000109065
NBAS	NBAS	4014.17491215661	-0.0546238299023989	0.0251257792912756	-2.17401535168964	0.0297039823019745	0.144851504303194	ENSG00000151779	protein_coding	chr2	15166909	15561330	chr2:15166909	NBAS	protein_coding	chr2	15166916	15561340	chr2:15166916	ENSG00000151779
NBEAL1	NBEAL1	877.445964293066	-0.0856179486949272	0.0442484305785371	-1.9349375237832	0.052997962814352	0.210667172047671	ENSG00000144426	protein_coding	chr2	203014879	203226378	chr2:203014879	NBEAL1	protein_coding	chr2	203014608	203226378	chr2:203014608	ENSG00000144426
NBEAL2	NBEAL2	5104.17234306825	0.0109192289031576	0.0405285770763002	0.269420485268969	0.787606123817884	0.913047684821297	ENSG00000160796	protein_coding	chr3	46979683	47009703	chr3:46979683	NBEAL2	protein_coding	chr3	46979666	47009704	chr3:46979666	ENSG00000160796
NBL1	NBL1	191.447678980315	-0.302452575865389	0.0677612753157488	-4.46350182247963	8.06309122688756e-06	0.000280631418243478	ENSG00000158747	protein_coding	chr1	19640554	19658456	chr1:19640554	NBL1	protein_coding	chr1	19596979	19658456	chr1:19596979	ENSG00000158747
NBN	NBN	13143.4495691084	0.0110686515665804	0.0301191276913207	0.3674957548578	0.713249257798557	0.878158089680388	ENSG00000104320	protein_coding	chr8	89933336	90003228	chr8:89933336	NBN	protein_coding	chr8	89924515	90003228	chr8:89924515	ENSG00000104320
NBPF10	NBPF10	803.008101113355	0.195779421646573	0.0819503457093314	2.38900055822803	0.0168942766925282	0.0986956606607089	ENSG00000271425	protein_coding	chr1	146064699	146144942	chr1:146064699	NBPF10	protein_coding	chr1	146064711	146229000	chr1:146064711	ENSG00000271425
NBPF11	NBPF11	682.828266159418	0.0906650415711382	0.0406090841654867	2.23262955652158	0.0255733833307269	0.131471932519984	ENSG00000263956	protein_coding	chr1	148102046	148152322	chr1:148102046	NBPF11	protein_coding	chr1	148102047	148152322	chr1:148102047	ENSG00000263956
NBPF12	NBPF12	1625.56772076692	0.0148634326911811	0.0388275654282208	0.382806197794158	0.701863465735808	0.873387604185804	ENSG00000268043	protein_coding	chr1	146938744	146996202	chr1:146938744	NBPF12	protein_coding	chr1	146938324	146996202	chr1:146938324	ENSG00000268043
NBPF14	NBPF14	1239.82547342013	0.164539397997016	0.0847622130610349	1.94118808434763	0.0522354678939191	0.208681077756529	ENSG00000270629	protein_coding	chr1	148531385	148679751	chr1:148531385	NBPF14	protein_coding	chr1	148531385	148679742	chr1:148531385	ENSG00000270629
NBPF15	NBPF15	1363.32101175381	-0.0259295897523021	0.0321774044434711	-0.805832235407767	0.420339588427323	0.692581215434571	ENSG00000266338	protein_coding	chr1	144421386	144461674	chr1:144421386	NBPF15	protein_coding	chr1	144421390	144461676	chr1:144421390	ENSG00000266338
NBPF19	NBPF19	709.990122357171	0.10424666883284	0.080053108742867	1.30221887032125	0.192841576202008	0.45932830696479	ENSG00000271383	protein_coding	chr1	149390623	149556361	chr1:149390623	NBPF19	protein_coding	chr1	149475045	149556361	chr1:149475045	ENSG00000271383
NBPF20	NBPF20	712.553989664653	-0.00879254557860276	0.0483050582367475	-0.182021218885809	0.855566073800825	0.944072769366616	ENSG00000162825	protein_coding	chr1	145289900	145405778	chr1:145289900	NBPF20	protein_coding	chr1	145289900	145425603	chr1:145289900	ENSG00000162825
NBPF26	NBPF26	355.208481272416	0.115731910066971	0.077839652757713	1.48679889962001	0.137067932240087	0.378547372299644	ENSG00000273136	protein_coding	chr1	120805418	120841481	chr1:120805418	NBPF26	protein_coding	chr1	120723949	120842110	chr1:120723949	ENSG00000273136
NBPF3	NBPF3	209.014137394906	0.00879297309290514	0.130123824768719	0.0675738905502795	0.946124840201121	0.981628876611689	ENSG00000142794	protein_coding	chr1	21440128	21485005	chr1:21440128	NBPF3	protein_coding	chr1	21440128	21485005	chr1:21440128	ENSG00000142794
NBPF8	NBPF8	1205.08045483792	0.0759036331142639	0.0393319850269393	1.92981953649875	0.0536292019513449	0.212018021421302	ENSG00000270231	unprocessed_pseudogene	chr1	120436353	120467739	chr1:120436353	NBPF8	protein_coding	chr1	120415035	120469676	chr1:120415035	ENSG00000270231
